"Year","Min","Median","Mean","Max"
"2002",0,25.03458,40.195450202967,174.673818
"2007",0,21.05754018,27.2687555623596,110.85558
"2012",0,16.83,26.0795479264176,161.89488
"2017",0,12.62024,22.811985928046,147.4621
