"Year","County_Code","name","PPT","Irrigation","Max_UnderTh","Unreported_Irrigation_based"
2007,179,"STAFFORD",234.59,527,25,14.03
2007,107,"LOUDOUN",177.57,584,242,150.49
2007,71,"GILES",246.32,516,32,17.58
2007,1,"ACCOMACK",254.2,508,58,31.38
2007,127,"NEW KENT",290.31,472,18,9.05
2007,185,"TAZEWELL",249.47,513,29,15.84
2007,21,"BLAND",227.8,534,21,11.94
2007,91,"HIGHLAND",268.83,493,9,4.72
2007,61,"FAUQUIER",206.09,556,217,128.48
2007,69,"FREDERICK",202.47,560,159,94.82
2007,17,"BATH",206.39,556,19,11.25
2007,3,"ALBEMARLE",310.72,451,168,80.68
2007,51,"DICKENSON",284.24,478,12,6.11
2007,49,"CUMBERLAND",237.17,525,27,15.09
2007,85,"HANOVER",272.89,489,278,144.76
2007,81,"GREENSVILLE",215.81,546,9,5.23
2007,5,"ALLEGHANY",212.82,549,11,6.43
2007,165,"ROCKINGHAM",332.69,429,350,159.89
2007,171,"SHENANDOAH",278.97,483,125,64.29
2007,145,"POWHATAN",242.05,520,32,17.72
2007,175,"SOUTHAMPTON",249.88,512,90,49.07
2007,139,"PAGE",291.6,470,47,23.52
2007,133,"NORTHUMBERLAND",226.46,536,10,5.71
2007,75,"GOOCHLAND",287.78,474,32,16.15
2007,65,"FLUVANNA",285.7,476,61,30.92
2007,95,"JAMES CITY",298.49,464,27,13.34
2007,63,"FLOYD",205.91,556,196,116.04
2007,149,"PRINCE GEORGE",285.09,477,8,4.06
2007,77,"GRAYSON",260.92,501,77,41.08
2007,131,"NORTHAMPTON",238.36,524,48,26.78
2007,137,"ORANGE",258.99,503,53,28.39
2007,79,"GREENE",291.39,471,47,23.57
2007,195,"WISE",284.42,478,15,7.64
2007,183,"SUSSEX",252.6,509,25,13.55
2007,87,"HENRICO",293.27,469,49,24.47
2007,101,"KING WILLIAM",247.95,514,17,9.3
2007,103,"LANCASTER",220.77,541,12,6.91
2007,187,"WARREN",212.2,550,70,41
2007,9,"AMHERST",216.57,545,36,20.89
2007,155,"PULASKI",229.17,533,28,15.89
2007,19,"BEDFORD",227.42,535,159,90.58
2007,173,"SMYTH",233.52,528,66,37.11
2008,67,"FRANKLIN",251.67,510,242,131.43
2008,37,"CHARLOTTE",244.09,518,202,111.42
2008,99,"KING GEORGE",277.98,484,34,17.52
2008,135,"NOTTOWAY",191.81,570,55,33.38
2008,25,"BRUNSWICK",209.66,552,126,74.06
2008,161,"ROANOKE",248.6,513,82,44.79
2008,36,"CHARLES CITY",197.19,565,21,12.63
2008,550,"CHESAPEAKE CITY",222.07,540,189,108.68
2008,11,"APPOMATTOX",206.53,555,81,47.87
2008,73,"GLOUCESTER",204.71,557,58,34.4
2008,47,"CULPEPER",286.43,476,167,84.65
2008,105,"LEE",239.48,523,204,113.61
2008,193,"WESTMORELAND",323.74,438,122,56.9
2008,143,"PITTSYLVANIA",236.72,525,211,117.96
2008,117,"MECKLENBURG",234.53,527,236,132.44
2008,121,"MONTGOMERY",236.35,526,41,22.96
2008,89,"HENRY",225.03,537,40,22.87
2008,93,"ISLE OF WIGHT",191.37,571,44,26.75
2008,169,"SCOTT",257.76,504,180,96.6
2008,167,"RUSSELL",330.01,432,118,54.28
2008,59,"FAIRFAX",259.33,503,101,54.1
2008,31,"CAMPBELL",215.37,547,130,75.72
2008,157,"RAPPAHANNOCK",281.43,481,95,48.66
2008,23,"BOTETOURT",242.5,520,77,42.64
2008,197,"WYTHE",258.51,503,55,29.46
2008,43,"CLARKE",277.58,484,94,48.45
2008,83,"HALIFAX",229.87,532,223,126.33
2008,800,"SUFFOLK CITY",228.86,533,109,61.87
2008,113,"MADISON",265.94,496,72,38.03
2008,163,"ROCKBRIDGE",226.44,536,59,33.68
2008,810,"VIRGINIA BEACH CITY",229.05,533,65,36.89
2008,15,"AUGUSTA",210.97,551,199,116.76
2008,45,"CRAIG",262,500,30,15.97
2008,181,"SURRY",167.45,595,65,41.18
2008,159,"RICHMOND",323.76,438,21,9.79
2008,153,"PRINCE WILLIAM",257.81,504,89,47.77
2008,199,"YORK",189.4,573,41,25.02
2008,7,"AMELIA",180.99,581,109,67.44
2008,119,"MIDDLESEX",260.86,501,26,13.87
2008,109,"LOUISA",262.45,500,90,47.92
2008,111,"LUNENBURG",218.23,544,61,35.34
2008,115,"MATHEWS",232.35,530,19,10.72
2008,191,"WASHINGTON",316.25,446,155,73.61
2008,29,"BUCKINGHAM",194.48,568,26,15.73
2008,33,"CAROLINE",260.96,501,79,42.15
2008,53,"DINWIDDIE",169.03,593,115,72.62
2008,141,"PATRICK",262.06,500,134,71.35
2008,177,"SPOTSYLVANIA",300.21,462,79,38.87
2008,35,"CARROLL",263.75,498,60,31.82
2008,57,"ESSEX",316.26,446,39,18.52
2008,41,"CHESTERFIELD",191.62,570,46,27.92
2008,125,"NELSON",202.31,560,145,86.47
2008,147,"PRINCE EDWARD",200.69,561,60,35.84
2008,97,"KING AND QUEEN",268.94,493,64,33.6
2008,179,"STAFFORD",268.78,493,25,13.12
2008,107,"LOUDOUN",251.87,510,242,131.43
2008,71,"GILES",286.67,475,32,16.19
2008,1,"ACCOMACK",257.45,505,58,31.19
2008,127,"NEW KENT",213.03,549,18,10.52
2008,185,"TAZEWELL",311.99,450,29,13.9
2008,21,"BLAND",280.02,482,21,10.78
2008,91,"HIGHLAND",244.21,518,9,4.96
2008,61,"FAUQUIER",269.68,492,217,113.69
2008,69,"FREDERICK",301.9,460,159,77.88
2008,17,"BATH",224.08,538,19,10.89
2008,3,"ALBEMARLE",213.74,548,168,98.04
2008,51,"DICKENSON",338,424,12,5.42
2008,49,"CUMBERLAND",208.91,553,27,15.9
2008,85,"HANOVER",214.04,548,278,162.23
2008,81,"GREENSVILLE",192.13,570,9,5.46
2008,5,"ALLEGHANY",248.86,513,11,6.01
2008,165,"ROCKINGHAM",306.22,456,350,169.95
2008,171,"SHENANDOAH",302.56,459,125,61.1
2008,145,"POWHATAN",201.9,560,32,19.08
2008,175,"SOUTHAMPTON",216.19,546,90,52.33
2008,139,"PAGE",308.19,454,47,22.72
2008,133,"NORTHUMBERLAND",296.89,465,10,4.95
2008,75,"GOOCHLAND",219.82,542,32,18.47
2008,65,"FLUVANNA",249.16,513,61,33.32
2008,95,"JAMES CITY",151.34,611,27,17.57
2008,63,"FLOYD",201.28,561,196,117.09
2008,149,"PRINCE GEORGE",183.35,579,8,4.93
2008,77,"GRAYSON",264.58,497,77,40.75
2008,131,"NORTHAMPTON",262.67,499,48,25.51
2008,137,"ORANGE",254.48,508,53,28.67
2008,79,"GREENE",260.29,502,47,25.12
2008,195,"WISE",338.77,423,15,6.76
2008,183,"SUSSEX",194.2,568,25,15.12
2008,87,"HENRICO",211.41,551,49,28.75
2008,101,"KING WILLIAM",266.09,496,17,8.98
2008,103,"LANCASTER",259.26,503,12,6.43
2008,187,"WARREN",273.59,488,70,36.38
2008,9,"AMHERST",202.94,559,36,21.43
2008,155,"PULASKI",281.66,480,28,14.31
2008,19,"BEDFORD",207.05,555,159,93.97
2008,173,"SMYTH",346.82,415,66,29.17
2009,67,"FRANKLIN",275.36,487,242,125.5
2009,37,"CHARLOTTE",353.02,409,202,87.98
2009,99,"KING GEORGE",304.19,458,34,16.58
2009,135,"NOTTOWAY",296.72,465,55,27.23
2009,25,"BRUNSWICK",357.58,404,126,54.21
2009,161,"ROANOKE",383.11,379,82,33.09
2009,36,"CHARLES CITY",272.96,489,21,10.94
2009,550,"CHESAPEAKE CITY",395.22,367,189,73.86
2009,11,"APPOMATTOX",388.28,374,81,32.26
2009,73,"GLOUCESTER",409.79,352,58,21.74
2009,47,"CULPEPER",326.2,436,167,77.53
2009,105,"LEE",358.59,403,204,87.54
2009,193,"WESTMORELAND",353.46,409,122,53.13
2009,143,"PITTSYLVANIA",318.75,443,211,99.54
2009,117,"MECKLENBURG",297.95,464,236,116.61
2009,121,"MONTGOMERY",315.29,447,41,19.52
2009,89,"HENRY",290.43,472,40,20.1
2009,93,"ISLE OF WIGHT",302.91,459,44,21.51
2009,169,"SCOTT",359.34,403,180,77.25
2009,167,"RUSSELL",373.14,389,118,48.88
2009,59,"FAIRFAX",272.48,490,101,52.7
2009,31,"CAMPBELL",370.61,391,130,54.13
2009,157,"RAPPAHANNOCK",294.51,467,95,47.24
2009,23,"BOTETOURT",359.2,403,77,33.04
2009,197,"WYTHE",353.32,409,55,23.95
2009,43,"CLARKE",286.4,476,94,47.65
2009,83,"HALIFAX",317.43,445,223,105.67
2009,800,"SUFFOLK CITY",317.09,445,109,51.65
2009,113,"MADISON",336.7,425,72,32.58
2009,163,"ROCKBRIDGE",313.28,449,59,28.21
2009,810,"VIRGINIA BEACH CITY",359.14,403,65,27.89
2009,15,"AUGUSTA",249.1,513,199,108.71
2009,45,"CRAIG",370.48,392,30,12.52
2009,181,"SURRY",291.26,471,65,32.6
2009,159,"RICHMOND",385.54,376,21,8.41
2009,153,"PRINCE WILLIAM",241.68,520,89,49.28
2009,199,"YORK",372.97,389,41,16.98
2009,7,"AMELIA",287.05,475,109,55.13
2009,119,"MIDDLESEX",428.02,334,26,9.25
2009,109,"LOUISA",317.8,444,90,42.55
2009,111,"LUNENBURG",315.09,447,61,29.04
2009,115,"MATHEWS",433.99,328,19,6.64
2009,191,"WASHINGTON",435.23,327,155,53.97
2009,29,"BUCKINGHAM",351.38,411,26,11.38
2009,33,"CAROLINE",300.24,462,79,38.87
2009,53,"DINWIDDIE",262.22,500,115,61.23
2009,141,"PATRICK",325.59,436,134,62.21
2009,177,"SPOTSYLVANIA",334.73,427,79,35.92
2009,35,"CARROLL",350.82,411,60,26.26
2009,57,"ESSEX",342.51,419,39,17.4
2009,41,"CHESTERFIELD",253.34,509,46,24.93
2009,125,"NELSON",315.1,447,145,69.02
2009,147,"PRINCE EDWARD",342.61,419,60,26.77
2009,97,"KING AND QUEEN",347.98,414,64,28.21
2009,179,"STAFFORD",303.82,458,25,12.19
2009,107,"LOUDOUN",289.05,473,242,121.89
2009,71,"GILES",326.97,435,32,14.82
2009,1,"ACCOMACK",353.63,408,58,25.2
2009,127,"NEW KENT",320.2,442,18,8.47
2009,185,"TAZEWELL",385.26,377,29,11.64
2009,21,"BLAND",325.5,436,21,9.75
2009,91,"HIGHLAND",230.98,531,9,5.09
2009,61,"FAUQUIER",278.65,483,217,111.61
2009,69,"FREDERICK",278.57,483,159,81.78
2009,17,"BATH",272.97,489,19,9.89
2009,3,"ALBEMARLE",310.06,452,168,80.86
2009,51,"DICKENSON",382.97,379,12,4.84
2009,49,"CUMBERLAND",326.41,436,27,12.54
2009,85,"HANOVER",266.76,495,278,146.54
2009,81,"GREENSVILLE",295.19,467,9,4.48
2009,5,"ALLEGHANY",318.27,444,11,5.2
2009,165,"ROCKINGHAM",240,522,350,194.55
2009,171,"SHENANDOAH",288.14,474,125,63.09
2009,145,"POWHATAN",272.1,490,32,16.7
2009,175,"SOUTHAMPTON",310.59,451,90,43.22
2009,139,"PAGE",246.53,515,47,25.78
2009,133,"NORTHUMBERLAND",431.05,331,10,3.52
2009,75,"GOOCHLAND",275.14,487,32,16.59
2009,65,"FLUVANNA",314.36,448,61,29.1
2009,95,"JAMES CITY",295.76,466,27,13.4
2009,63,"FLOYD",349.65,412,196,85.99
2009,149,"PRINCE GEORGE",263.2,499,8,4.25
2009,77,"GRAYSON",310.9,451,77,36.98
2009,131,"NORTHAMPTON",320.06,442,48,22.59
2009,137,"ORANGE",333.14,429,53,24.21
2009,79,"GREENE",291.88,470,47,23.52
2009,195,"WISE",402.86,359,15,5.73
2009,183,"SUSSEX",296.74,465,25,12.38
2009,87,"HENRICO",271.73,490,49,25.57
2009,101,"KING WILLIAM",301.6,460,17,8.33
2009,103,"LANCASTER",431.32,331,12,4.23
2009,187,"WARREN",246.8,515,70,38.39
2009,9,"AMHERST",363.68,398,36,15.26
2009,155,"PULASKI",309.7,452,28,13.48
2009,19,"BEDFORD",323.51,438,159,74.16
2009,173,"SMYTH",417.49,345,66,24.25
2010,67,"FRANKLIN",147.3,615,242,158.48
2010,37,"CHARLOTTE",250.99,511,202,109.92
2010,99,"KING GEORGE",243.61,518,34,18.75
2010,135,"NOTTOWAY",196.82,565,55,33.09
2010,25,"BRUNSWICK",195.36,567,126,76.08
2010,161,"ROANOKE",298.44,464,82,40.52
2010,36,"CHARLES CITY",202,560,21,12.52
2010,550,"CHESAPEAKE CITY",318.33,444,189,89.36
2010,11,"APPOMATTOX",283.06,479,81,41.32
2010,73,"GLOUCESTER",270.89,491,58,30.33
2010,47,"CULPEPER",257.38,505,167,89.81
2010,105,"LEE",332.46,430,204,93.41
2010,193,"WESTMORELAND",246.44,516,122,67.04
2010,143,"PITTSYLVANIA",273.32,489,211,109.87
2010,117,"MECKLENBURG",228.23,534,236,134.2
2010,121,"MONTGOMERY",263.47,499,41,21.79
2010,89,"HENRY",281.88,480,40,20.45
2010,93,"ISLE OF WIGHT",171.52,590,44,27.64
2010,169,"SCOTT",292.99,469,180,89.9
2010,167,"RUSSELL",394.54,367,118,46.11
2010,59,"FAIRFAX",264.08,498,101,53.56
2010,31,"CAMPBELL",281.98,480,130,66.45
2010,157,"RAPPAHANNOCK",249.88,512,95,51.79
2010,23,"BOTETOURT",255.57,506,77,41.49
2010,197,"WYTHE",311.04,451,55,26.41
2010,43,"CLARKE",163.75,598,94,59.86
2010,83,"HALIFAX",243.43,519,223,123.24
2010,800,"SUFFOLK CITY",190.67,571,109,66.28
2010,113,"MADISON",275.35,487,72,37.34
2010,163,"ROCKBRIDGE",255.29,507,59,31.85
2010,810,"VIRGINIA BEACH CITY",320.88,441,65,30.52
2010,15,"AUGUSTA",237.91,524,199,111.04
2010,45,"CRAIG",280.82,481,30,15.37
2010,181,"SURRY",162.58,599,65,41.46
2010,159,"RICHMOND",250.45,512,21,11.45
2010,153,"PRINCE WILLIAM",251.84,510,89,48.33
2010,199,"YORK",190.77,571,41,24.93
2010,7,"AMELIA",228.73,533,109,61.87
2010,119,"MIDDLESEX",263.57,498,26,13.79
2010,109,"LOUISA",244.47,518,90,49.64
2010,111,"LUNENBURG",224.62,537,61,34.88
2010,115,"MATHEWS",260.16,502,19,10.16
2010,191,"WASHINGTON",359.6,402,155,66.35
2010,29,"BUCKINGHAM",223.76,538,26,14.9
2010,33,"CAROLINE",232.06,530,79,44.59
2010,53,"DINWIDDIE",207.01,555,115,67.96
2010,141,"PATRICK",364.26,398,134,56.79
2010,177,"SPOTSYLVANIA",221.95,540,79,45.43
2010,35,"CARROLL",316.08,446,60,28.5
2010,57,"ESSEX",222.59,539,39,22.38
2010,41,"CHESTERFIELD",243.47,519,46,25.42
2010,125,"NELSON",262.23,500,145,77.2
2010,147,"PRINCE EDWARD",256.76,505,60,32.27
2010,97,"KING AND QUEEN",229.68,532,64,36.26
2010,179,"STAFFORD",291.27,471,25,12.54
2010,107,"LOUDOUN",208.15,554,242,142.76
2010,71,"GILES",265.56,496,32,16.9
2010,1,"ACCOMACK",211.82,550,58,33.97
2010,127,"NEW KENT",224.12,538,18,10.31
2010,185,"TAZEWELL",406.49,356,29,10.99
2010,21,"BLAND",318.37,444,21,9.93
2010,91,"HIGHLAND",240.46,522,9,5
2010,61,"FAUQUIER",228.57,533,217,123.16
2010,69,"FREDERICK",156.25,606,159,102.6
2010,17,"BATH",208.78,553,19,11.19
2010,3,"ALBEMARLE",238.92,523,168,93.56
2010,51,"DICKENSON",372.01,390,12,4.98
2010,49,"CUMBERLAND",168.48,594,27,17.08
2010,85,"HANOVER",201.06,561,278,166.07
2010,81,"GREENSVILLE",177.07,585,9,5.61
2010,5,"ALLEGHANY",229.47,533,11,6.24
2010,165,"ROCKINGHAM",220.27,542,350,202
2010,171,"SHENANDOAH",170.26,592,125,78.8
2010,145,"POWHATAN",243.45,519,32,17.69
2010,175,"SOUTHAMPTON",185.73,576,90,55.2
2010,139,"PAGE",245.5,516,47,25.83
2010,133,"NORTHUMBERLAND",290.34,472,10,5.03
2010,75,"GOOCHLAND",266.12,496,32,16.9
2010,65,"FLUVANNA",198.67,563,61,36.57
2010,95,"JAMES CITY",223.85,538,27,15.47
2010,63,"FLOYD",264.53,497,196,103.73
2010,149,"PRINCE GEORGE",221.35,541,8,4.61
2010,77,"GRAYSON",304.54,457,77,37.47
2010,131,"NORTHAMPTON",207.39,555,48,28.37
2010,137,"ORANGE",211,551,53,31.1
2010,79,"GREENE",226.01,536,47,26.83
2010,195,"WISE",368.77,393,15,6.28
2010,183,"SUSSEX",192.57,569,25,15.15
2010,87,"HENRICO",201.22,561,49,29.27
2010,101,"KING WILLIAM",187.55,574,17,10.39
2010,103,"LANCASTER",286.17,476,12,6.08
2010,187,"WARREN",184.06,578,70,43.08
2010,9,"AMHERST",267.61,494,36,18.94
2010,155,"PULASKI",244.91,517,28,15.41
2010,19,"BEDFORD",270.6,491,159,83.13
2010,173,"SMYTH",357.54,404,66,28.39
2011,67,"FRANKLIN",292.65,469,242,120.86
2011,37,"CHARLOTTE",309.26,453,202,97.44
2011,99,"KING GEORGE",376.16,386,34,13.98
2011,135,"NOTTOWAY",314.49,448,55,26.24
2011,25,"BRUNSWICK",307.42,455,126,61.05
2011,161,"ROANOKE",242.4,520,82,45.41
2011,36,"CHARLES CITY",298.32,464,21,10.38
2011,550,"CHESAPEAKE CITY",297.77,464,189,93.38
2011,11,"APPOMATTOX",306.02,456,81,39.33
2011,73,"GLOUCESTER",345.75,416,58,25.69
2011,47,"CULPEPER",294.4,468,167,83.23
2011,105,"LEE",288.61,473,204,102.75
2011,193,"WESTMORELAND",387.91,374,122,48.59
2011,143,"PITTSYLVANIA",183.95,578,211,129.87
2011,117,"MECKLENBURG",268.24,494,236,124.15
2011,121,"MONTGOMERY",178.69,583,41,25.45
2011,89,"HENRY",151.3,611,40,26.03
2011,93,"ISLE OF WIGHT",318.37,444,44,20.8
2011,169,"SCOTT",297.96,464,180,88.94
2011,167,"RUSSELL",322.8,439,118,55.16
2011,59,"FAIRFAX",241.51,520,101,55.93
2011,31,"CAMPBELL",279.96,482,130,66.72
2011,157,"RAPPAHANNOCK",212.86,549,95,55.54
2011,23,"BOTETOURT",215.29,547,77,44.85
2011,197,"WYTHE",215.78,546,55,31.98
2011,43,"CLARKE",182.91,579,94,57.96
2011,83,"HALIFAX",214.88,547,223,129.89
2011,800,"SUFFOLK CITY",292.05,470,109,54.55
2011,113,"MADISON",270.28,492,72,37.72
2011,163,"ROCKBRIDGE",235.29,527,59,33.11
2011,810,"VIRGINIA BEACH CITY",289.37,473,65,32.74
2011,15,"AUGUSTA",231.8,530,199,112.31
2011,45,"CRAIG",155.11,607,30,19.39
2011,181,"SURRY",329.97,432,65,29.9
2011,159,"RICHMOND",384.81,377,21,8.43
2011,153,"PRINCE WILLIAM",230.35,532,89,50.42
2011,199,"YORK",390.93,371,41,16.2
2011,7,"AMELIA",317.95,444,109,51.54
2011,119,"MIDDLESEX",364.21,398,26,11.02
2011,109,"LOUISA",302.05,460,90,44.09
2011,111,"LUNENBURG",332.06,430,61,27.93
2011,115,"MATHEWS",354.44,408,19,8.25
2011,191,"WASHINGTON",260.22,502,155,82.86
2011,29,"BUCKINGHAM",359.99,402,26,11.13
2011,33,"CAROLINE",374.46,388,79,32.64
2011,53,"DINWIDDIE",375.38,387,115,47.39
2011,141,"PATRICK",199.65,562,134,80.19
2011,177,"SPOTSYLVANIA",300.74,461,79,38.78
2011,35,"CARROLL",223.14,539,60,34.44
2011,57,"ESSEX",428.03,334,39,13.87
2011,41,"CHESTERFIELD",297.79,464,46,22.73
2011,125,"NELSON",271.1,491,145,75.81
2011,147,"PRINCE EDWARD",290.22,472,60,30.16
2011,97,"KING AND QUEEN",405.11,357,64,24.33
2011,179,"STAFFORD",299.92,462,25,12.3
2011,107,"LOUDOUN",236.35,526,242,135.55
2011,71,"GILES",179.3,583,32,19.87
2011,1,"ACCOMACK",311.1,451,58,27.85
2011,127,"NEW KENT",311.74,450,18,8.63
2011,185,"TAZEWELL",246.94,515,29,15.9
2011,21,"BLAND",185.78,576,21,12.88
2011,91,"HIGHLAND",238.77,523,9,5.01
2011,61,"FAUQUIER",234.62,527,217,121.78
2011,69,"FREDERICK",193.56,568,159,96.17
2011,17,"BATH",209.09,553,19,11.19
2011,3,"ALBEMARLE",278.83,483,168,86.41
2011,51,"DICKENSON",364.13,398,12,5.09
2011,49,"CUMBERLAND",337.5,424,27,12.19
2011,85,"HANOVER",371.57,390,278,115.45
2011,81,"GREENSVILLE",335.93,426,9,4.08
2011,5,"ALLEGHANY",190.21,572,11,6.7
2011,165,"ROCKINGHAM",235.7,526,350,196.04
2011,171,"SHENANDOAH",215.66,546,125,72.68
2011,145,"POWHATAN",313.48,449,32,15.3
2011,175,"SOUTHAMPTON",335.61,426,90,40.83
2011,139,"PAGE",245.36,517,47,25.88
2011,133,"NORTHUMBERLAND",363.23,399,10,4.25
2011,75,"GOOCHLAND",290.34,472,32,16.08
2011,65,"FLUVANNA",339.63,422,61,27.41
2011,95,"JAMES CITY",347.91,414,27,11.9
2011,63,"FLOYD",136.02,626,196,130.65
2011,149,"PRINCE GEORGE",349.84,412,8,3.51
2011,77,"GRAYSON",255.45,507,77,41.57
2011,131,"NORTHAMPTON",303.37,459,48,23.46
2011,137,"ORANGE",296.94,465,53,26.24
2011,79,"GREENE",263.76,498,47,24.92
2011,195,"WISE",388.31,374,15,5.97
2011,183,"SUSSEX",374.64,387,25,10.3
2011,87,"HENRICO",304.71,457,49,23.85
2011,101,"KING WILLIAM",429.71,332,17,6.01
2011,103,"LANCASTER",363.86,398,12,5.09
2011,187,"WARREN",203.05,559,70,41.67
2011,9,"AMHERST",282.29,480,36,18.4
2011,155,"PULASKI",172.07,590,28,17.59
2011,19,"BEDFORD",248.64,513,159,86.86
2011,173,"SMYTH",246.58,515,66,36.19
2012,67,"FRANKLIN",436.18,326,242,84.01
2012,37,"CHARLOTTE",272.3,490,202,105.4
2012,99,"KING GEORGE",218.14,544,34,19.7
2012,135,"NOTTOWAY",245.45,517,55,30.28
2012,25,"BRUNSWICK",366.46,396,126,53.13
2012,161,"ROANOKE",292.6,469,82,40.95
2012,36,"CHARLES CITY",300.37,462,21,10.33
2012,550,"CHESAPEAKE CITY",339.65,422,189,84.93
2012,11,"APPOMATTOX",269.17,493,81,42.52
2012,73,"GLOUCESTER",286.32,476,58,29.4
2012,47,"CULPEPER",279.19,483,167,85.89
2012,105,"LEE",327.51,434,204,94.28
2012,193,"WESTMORELAND",234.47,528,122,68.59
2012,143,"PITTSYLVANIA",256.64,505,211,113.47
2012,117,"MECKLENBURG",394.32,368,236,92.48
2012,121,"MONTGOMERY",217.7,544,41,23.75
2012,89,"HENRY",246.69,515,40,21.94
2012,93,"ISLE OF WIGHT",399.4,363,44,17.01
2012,169,"SCOTT",357.26,405,180,77.63
2012,167,"RUSSELL",334.45,428,118,53.78
2012,59,"FAIRFAX",182.77,579,101,62.27
2012,31,"CAMPBELL",256.6,505,130,69.91
2012,157,"RAPPAHANNOCK",286.53,475,95,48.05
2012,23,"BOTETOURT",274.14,488,77,40.01
2012,197,"WYTHE",253.77,508,55,29.75
2012,43,"CLARKE",243.06,519,94,51.95
2012,83,"HALIFAX",265.24,497,223,118.02
2012,800,"SUFFOLK CITY",418.81,343,109,39.81
2012,113,"MADISON",332.64,429,72,32.89
2012,163,"ROCKBRIDGE",325.1,437,59,27.46
2012,810,"VIRGINIA BEACH CITY",314.3,448,65,31.01
2012,15,"AUGUSTA",332.94,429,199,90.91
2012,45,"CRAIG",230.71,531,30,16.96
2012,181,"SURRY",351.19,411,65,28.45
2012,159,"RICHMOND",244.79,517,21,11.56
2012,153,"PRINCE WILLIAM",219.82,542,89,51.37
2012,199,"YORK",345.53,416,41,18.16
2012,7,"AMELIA",195.37,567,109,65.81
2012,119,"MIDDLESEX",285.59,476,26,13.18
2012,109,"LOUISA",304.24,458,90,43.89
2012,111,"LUNENBURG",319.14,443,61,28.78
2012,115,"MATHEWS",313.66,448,19,9.06
2012,191,"WASHINGTON",306.03,456,155,75.26
2012,29,"BUCKINGHAM",269.99,492,26,13.62
2012,33,"CAROLINE",225.94,536,79,45.09
2012,53,"DINWIDDIE",251.02,511,115,62.58
2012,141,"PATRICK",304.98,457,134,65.21
2012,177,"SPOTSYLVANIA",216.38,546,79,45.93
2012,35,"CARROLL",259.57,502,60,32.07
2012,57,"ESSEX",236.71,525,39,21.8
2012,41,"CHESTERFIELD",240.09,522,46,25.57
2012,125,"NELSON",284.05,478,145,73.81
2012,147,"PRINCE EDWARD",232.14,530,60,33.86
2012,97,"KING AND QUEEN",236.84,525,64,35.78
2012,179,"STAFFORD",218.84,543,25,14.46
2012,107,"LOUDOUN",223.71,538,242,138.64
2012,71,"GILES",222.16,540,32,18.4
2012,1,"ACCOMACK",315.02,447,58,27.61
2012,127,"NEW KENT",312.5,450,18,8.63
2012,185,"TAZEWELL",302.98,459,29,14.17
2012,21,"BLAND",247.75,514,21,11.49
2012,91,"HIGHLAND",296.95,465,9,4.46
2012,61,"FAUQUIER",258.57,503,217,116.23
2012,69,"FREDERICK",277.36,485,159,82.12
2012,17,"BATH",287.21,475,19,9.61
2012,3,"ALBEMARLE",292.78,469,168,83.9
2012,51,"DICKENSON",308.27,454,12,5.8
2012,49,"CUMBERLAND",255.47,507,27,14.58
2012,85,"HANOVER",252.59,509,278,150.68
2012,81,"GREENSVILLE",384.09,378,9,3.62
2012,5,"ALLEGHANY",271.22,491,11,5.75
2012,165,"ROCKINGHAM",331.01,431,350,160.63
2012,171,"SHENANDOAH",315.7,446,125,59.37
2012,145,"POWHATAN",262.98,499,32,17
2012,175,"SOUTHAMPTON",408.28,354,90,33.93
2012,139,"PAGE",286.71,475,47,23.77
2012,133,"NORTHUMBERLAND",283.85,478,10,5.09
2012,75,"GOOCHLAND",296.55,465,32,15.85
2012,65,"FLUVANNA",284.91,477,61,30.98
2012,95,"JAMES CITY",341.42,421,27,12.1
2012,63,"FLOYD",216.51,545,196,113.75
2012,149,"PRINCE GEORGE",282.06,480,8,4.09
2012,77,"GRAYSON",251.37,511,77,41.9
2012,131,"NORTHAMPTON",319.6,442,48,22.59
2012,137,"ORANGE",312.69,449,53,25.34
2012,79,"GREENE",330.5,432,47,21.62
2012,195,"WISE",408.33,354,15,5.65
2012,183,"SUSSEX",311.6,450,25,11.98
2012,87,"HENRICO",290.28,472,49,24.63
2012,101,"KING WILLIAM",236.94,525,17,9.5
2012,103,"LANCASTER",278.49,484,12,6.18
2012,187,"WARREN",262.79,499,70,37.2
2012,9,"AMHERST",261.87,500,36,19.17
2012,155,"PULASKI",226.95,535,28,15.95
2012,19,"BEDFORD",223.25,539,159,91.26
2012,173,"SMYTH",270.66,491,66,34.51
2013,67,"FRANKLIN",428.1,334,242,86.07
2013,37,"CHARLOTTE",408.22,354,202,76.15
2013,99,"KING GEORGE",370.05,392,34,14.19
2013,135,"NOTTOWAY",341.48,421,55,24.66
2013,25,"BRUNSWICK",353.33,409,126,54.88
2013,161,"ROANOKE",433.28,329,82,28.73
2013,36,"CHARLES CITY",421.22,341,21,7.63
2013,550,"CHESAPEAKE CITY",357.46,405,189,81.51
2013,11,"APPOMATTOX",429.59,332,81,28.64
2013,73,"GLOUCESTER",424.96,337,58,20.81
2013,47,"CULPEPER",396.32,366,167,65.09
2013,105,"LEE",442.38,320,204,69.51
2013,193,"WESTMORELAND",371.21,391,122,50.8
2013,143,"PITTSYLVANIA",436.61,325,211,73.02
2013,117,"MECKLENBURG",360.19,402,236,101.03
2013,121,"MONTGOMERY",349.33,413,41,18.03
2013,89,"HENRY",420.36,342,40,14.57
2013,93,"ISLE OF WIGHT",409.79,352,44,16.49
