"X","COUNTYFP","YEAR","DEQ_Irrigation_withdrawals","PPT","Irrigation","Min_Temp","Mean_Temp","Max_Temp","Zero_PPT_days","Extreme_days","SDI","GC"
1,1,0,3444.53,-1.16287539113998,1.16072784362763,-1.01032351622033,0.450726871265526,0.244465293475431,0.761049366355241,1.22330040034309,0.730896395860406,0.900311544639705
2,7,0,42.09,-1.61187823545811,1.60505880133779,-1.59873090082657,0.433204997632726,0.801450550263177,0.631143999473348,-0.495603890445545,0.0799597842486864,0.680609619501728
3,15,0,461.55,-1.61576570597169,1.61894414376623,-1.33239913726796,-1.62561515422134,-1.11761683448733,-0.667909669345582,-0.782087938910318,-1.87285005058647,-0.198198081050181
4,33,0,960.53,-1.32892591736277,1.32735195276894,-0.545791370478552,0.731076849390335,0.406497368177321,0.111522531945776,0.650332303413548,0.947875266397646,1.12001346977768
5,36,0,268.67,-1.89802383290389,1.89665099233509,-1.56776209111045,0.967622143433143,0.796387047928744,1.41057620076471,0.0773642064840013,1.16485413693489,0.900311544639705
6,41,0,55,-1.87331062749615,1.8688803074782,-1.67924980608848,0.818686217554336,0.943228615627331,1.15076546700092,-0.209119841980772,0.0799597842486864,1.12001346977768
7,43,0,42.8,-0.578088755311923,0.577543461633036,-0.428109893557302,-1.14376362931933,-0.49480604735194,1.67038693452849,-0.782087938910318,0.296938654785926,0.680609619501728
8,47,0,4.11,-1.17884178789217,1.17461318605607,-0.694441657115919,-0.153777769066094,-0.0947893629316507,-0.0183828349361167,-0.782087938910318,1.16485413693489,1.12001346977768
9,53,0,14.05,-0.578088755311923,0.577543461633036,-1.95796909353354,0.792403407105138,0.887530089948557,0.371333265709562,-0.209119841980772,0.296938654785926,0.241205769225774
10,57,0,140.34,-1.30115827083722,1.29958126791205,-0.434303655500526,0.90629558571834,0.391306861174018,0.890954733237134,0.936816351878321,1.16485413693489,0.680609619501728
11,67,0,11.81,-0.363167171204175,0.369263325206396,-2.64547666923137,0.836208091187137,0.705244005908932,2.44981913581985,0.0773642064840013,0.296938654785926,0.680609619501728
12,69,0,9,-0.530467241520606,0.535887434347708,-1.15897380285769,-1.59933234377214,-0.682155633725998,0.761049366355241,-0.782087938910318,0.296938654785926,0.0215038440877962
13,81,0,50.83,-0.429531846400236,0.424804694920167,-1.80931880689618,0.792403407105138,0.852085573607519,0.890954733237134,-0.495603890445545,-0.353997956825791,0.900311544639705
14,83,0,26.82,-0.63431823952616,0.633084831346807,-1.7102186158046,-0.381562126292503,0.274846307482037,-0.797815036227475,-0.782087938910318,-0.137019086288554,0.0215038440877962
15,85,0,236.05,-1.79084071731527,1.78556825290755,-0.917417087071972,0.774881533472334,0.644481977895721,0.501238632591455,0.0773642064840013,0.730896395860406,0.900311544639705
16,93,0,97.5,-0.737475046368574,0.744167570774348,-2.2614634287515,0.774881533472334,0.340671837829677,1.02086010011903,0.0773642064840013,0.730896395860406,0.900311544639705
17,97,0,256.91,-1.59827208866059,1.60505880133779,-0.880254515412629,0.88877371208554,0.502703912531567,0.631143999473348,0.363848254948774,1.16485413693489,0.680609619501728
18,101,0,143.51,-1.73058492435483,1.73002688319378,-0.849285705696511,1.01142682751514,0.664735987233457,1.02086010011903,0.650332303413548,0.947875266397646,0.680609619501728
19,107,0,36.6,-1.25797958048999,1.25792524062673,-0.595341466024341,-0.731999598948513,-0.140360883941555,0.761049366355241,-0.782087938910318,0.947875266397646,1.12001346977768
20,111,0,10,-0.293053863727163,0.285951270635741,-1.8402876166123,0.109050335425915,0.543211931207042,1.41057620076471,-0.495603890445545,-0.137019086288554,0.241205769225774
21,117,0,5.59,-0.760799869450035,0.75805291320279,-2.01990671296578,0.459487808081925,0.841958568938649,0.111522531945776,-0.495603890445545,-0.137019086288554,-0.198198081050181
22,119,0,13.4,-1.13746799456911,1.13295715877074,-1.06606737370934,0.33683469265232,-0.0593448465906122,1.02086010011903,0.0773642064840013,1.16485413693489,0.900311544639705
23,121,0,17,-1.52801994295095,1.52174674676714,-1.4748556619621,-2.19507604728736,-1.66953858894064,-1.96696333816451,-0.782087938910318,0.0799597842486864,-1.73611155701602
24,125,0,192.13,-1.37210460770999,1.36900798005427,-0.719216704888815,-0.477932431272906,-0.013773325580704,0.111522531945776,-0.782087938910318,-0.570976827363031,0.460907694363751
25,127,0,11.89,-1.83790687817608,1.84110962262132,-1.35098042309763,0.976383080249541,0.715371010577798,1.28067083388281,0.0773642064840013,0.947875266397646,0.900311544639705
26,131,0,742.09,-1.32489960861656,1.32735195276894,-0.818316895980393,0.380639376734322,-0.692282638394868,1.41057620076471,0.650332303413548,1.16485413693489,1.12001346977768
27,137,0,0.45,-0.860624558709383,0.855250310201889,-0.582953942137894,0.0389628408947108,0.178639763127791,0.631143999473348,-0.782087938910318,0.947875266397646,1.12001346977768
28,139,0,34.48,-0.940595380702964,0.938562364772545,-1.43149932835954,-1.47667922834254,-0.753044666408075,0.501238632591455,-0.782087938910318,0.730896395860406,0.0215038440877962
29,143,0,86.07,-0.869371367364931,0.869135652630332,-1.55537456722401,-0.688194914866511,-0.0340273349184398,-0.797815036227475,-0.782087938910318,0.296938654785926,-1.51640963187804
