"","GEOID","NAMELSAD","Countycode","Data.Status","County_Name","Total.Irri.Area","Irr.Area.above.TH","Irr.Area.Under.TH","Pct.under.TH.of.Irri.area.abv.TH","Pct.under.TH.of.total.Irr.area","AcreageUnderTh"
"1",51149,"Prince George County",149,"Available in DEQ dataset","PRINCE GEORGE",0,FALSE,FALSE,NA,NA,NA
"2",51159,"Richmond County",159,"Available in DEQ dataset","RICHMOND",0,FALSE,FALSE,NA,NA,NA
