"","COUNTYFP","GEOID","NAMELSAD","Count","Facility_withdrawal_mg","Rank_DEQ_F_Withdrawls","Rank_Deq_fac","percet_withdrawal","status"
"8",193,51193,"Westmoreland County",3,321.7426,8,16,5,"High in DEQ data not in USDA"
