"","Year","Newport News","Franklin","Fairfax","Emporia","Hopewell","Alexandria","Lynchburg","Charlotte","King George","Nottoway","Manassas","Fredericksburg","Falls Church","Petersburg","Brunswick","Radford","Roanoke","Charles City","Williamsburg","Hampton","Poquoson","Winchester","Norfolk","Norton","Charlottesville","Chesapeake","Appomattox","Staunton","Covington","Gloucester","Culpeper","Franklin.1","Lee","Westmoreland","Pittsylvania","Mecklenburg","Montgomery","Henry","Isle of Wight","Scott","Manassas Park","Russell","Colonial Heights","Fairfax.1","Campbell","Rappahannock","Botetourt","Wythe","Clarke","Halifax","Suffolk","Roanoke.1","Madison","Rockbridge","Virginia Beach","Augusta","Lexington","Craig","Surry","Richmond","Prince William","York","Amelia","Middlesex","Louisa","Lunenburg","Mathews","Washington","Buckingham","Caroline","Richmond.1","Dinwiddie","Patrick","Spotsylvania","Bristol","Buena Vista","Carroll","Essex","Martinsville","Chesterfield","Galax","Nelson","Prince Edward","King and Queen","Stafford","Loudoun","Giles","Accomack","New Kent","Arlington","Tazewell","Bland","Highland","Fauquier","Frederick","Bath","Portsmouth","Albemarle","Dickenson","Salem","Cumberland","Hanover","Greensville","Alleghany","Rockingham","Shenandoah","Powhatan","Waynesboro","Southampton","Page","Northumberland","Goochland","Fluvanna","James City","Floyd","Buchanan","Prince George","Grayson","Northampton","Orange","Greene","Wise","Sussex","Harrisonburg","Henrico","King William","Lancaster","Warren","Amherst","Danville","Pulaski","Bedford","Smyth"
"1",2002,615.028473394,661.063797562,NA,652.215985423,NA,NA,532.668872486,737.005226376,556.974753374,604.957247978,582.598670732,541.534762091,NA,585.010178671,668.288693476,558.210436673,631.812019587,560.482918696,NA,NA,NA,721.615747048,NA,NA,652.772759178,762.697930143,599.117092008,493.661036558,NA,649.033308174,593.573307377,634.718612267,625.446930508,602.449185944,635.440794429,685.918552838,568.474762909,642.037750285,659.824687571,645.756477414,567.416566427,688.514946662,NA,595.942885984,624.555251198,672.816294313,603.398036668,617.388505598,696.786707896,687.509291709,673.114573585,634.020468611,655.141035494,589.293547814,744.909807491,566.004014034,578.626523964,647.841988599,664.251600216,581.636617976,603.501068174,586.742981323,563.800437134,661.151128347,664.788469926,726.135039161,699.532679627,759.821742454,585.352726112,575.371707503,610.528204574,654.85915688,636.016577623,578.83910726,649.766384512,562.087157172,654.182389297,581.149722957,669.018917008,550.176857317,643.027666085,633.999366203,565.400443847,590.187680398,589.628550934,669.289450381,657.055008323,622.272462437,565.624330101,NA,656.503491123,652.120768119,727.820934717,640.268259649,715.453379166,648.081339364,639.698497927,642.231050938,675.163359598,NA,584.173959893,558.894949178,672.17571045,653.458524802,618.218963493,704.903532922,606.527131649,554.656100535,734.882749813,663.688594793,607.84652904,617.593728248,624.986323305,581.535664951,560.216705651,722.819999176,665.016387174,672.399137697,623.122492264,604.838180283,654.99689082,705.486200232,765.105170693,605.652164087,592.354445349,544.431400798,605.891410229,698.596602621,587.581356046,659.871174814,580.166241849,614.050590275,698.378661482
"2",2007,633.521761,511.536710085,NA,467.597991909,NA,NA,520.258295499,513.43828138,500.796241805,544.989457202,432.461087436,507.450085002,NA,601.68311577,474.418859262,449.010963039,563.895642072,639.692414079,NA,NA,NA,488.484519672,NA,NA,579.858713352,503.146631196,557.554313334,542.237673882,NA,600.984342336,491.795720664,566.482790911,515.162831089,448.499454704,502.277434332,441.459901954,477.307045185,586.742556557,564.274107791,530.323228378,467.562333315,577.864122519,NA,440.728453783,531.024880075,533.599705135,524.081885106,496.852868496,466.997973603,488.737860048,580.41966214,539.530701765,586.931447377,592.245552419,456.212967457,583.578374366,572.855036021,571.204518119,633.310243039,471.456026168,450.243809998,605.578196562,550.830949449,569.262685004,535.828692744,479.471222535,618.388160419,549.935703538,553.38166982,498.561066295,564.850963808,580.948227744,658.298495306,513.061936345,501.994110779,554.444138091,569.395276149,470.523702172,562.488754584,548.372446652,539.847376721,572.549598312,511.848861114,524.826426233,522.034074832,439.643763269,543.673712973,535.814905364,591.061915017,NA,571.764701957,548.047112933,592.677365074,483.256251903,491.835306115,563.355738831,537.854659614,591.577573112,585.198855699,NA,524.677050589,537.983818254,496.555648671,542.877378784,621.572772324,544.074983966,526.266804718,594.779177415,551.844494692,565.166843714,515.655756782,566.2709784,559.974849781,615.333947426,508.317669393,599.124719932,606.841527906,583.453490045,546.394657045,535.752784917,620.648217949,586.115219869,603.432855815,584.548747189,588.043864546,514.786954861,510.981698986,496.689338763,537.772589739,478.547568118,507.177251122,525.912651197,513.946458903
"3",2012,904.768128904,963.556468933,NA,793.030394836,NA,NA,532.342553091,572.542720364,533.425443764,608.411374635,673.001868225,520.357627329,NA,735.657321337,773.241681789,527.559605278,616.845310018,747.720669914,NA,NA,NA,634.469995008,NA,NA,682.717145827,845.556869858,545.907270316,622.890079265,NA,716.01113281,704.251306713,606.879659963,672.867904508,606.019961329,605.071645208,764.423831251,522.884772763,640.24484725,946.445516292,693.540334066,609.806854914,741.537270191,NA,536.701569273,543.646592913,674.982072978,643.82264612,640.854405986,637.63123039,595.521918281,957.079655168,525.459774997,749.618835816,699.852483645,822.555202864,669.50560039,708.06366006,589.526849367,830.720331445,608.650170648,658.858546645,811.656159636,537.8176062,641.823829023,668.649655715,674.381948024,715.309143072,705.313819019,565.749872207,567.756566392,634.449298521,639.328502544,765.398114516,562.167897263,719.579410315,690.173201731,692.293822106,600.72368869,616.833971031,621.194580692,595.613232335,627.998521271,556.756483218,625.258955658,636.290300226,655.909242779,583.655578119,743.72507800412,721.572457044,NA,753.95341988,643.417792462,663.569466323,719.596083773,631.952001038,645.550861057,950.343362321,650.855607324,693.055818737,NA,565.966781802,592.283479258,819.851792623,638.988876373,643.408682097,660.543620735,585.101789575,597.010586229,872.568771334,610.574065317,662.189253084,628.631164168,650.444373501,807.66487368,607.029798257,717.652292505,729.885675019,656.227860803,686.71682836,713.47709856,713.43802317,771.007426718,735.385306386,622.213986276,639.644030014,603.527727813,615.964665432,618.005785026,604.806943135,566.492955642,593.574884946,560.888468279,671.774969598
"4",2017,774.770084229,873.77701917,NA,709.111454939,NA,NA,740.904431648,757.887713984,795.6070979,695.25848084,787.351672001,780.501423498,NA,734.670217355,733.706023387,702.923051493,882.859972546,783.923181685,NA,NA,NA,759.038181263,NA,NA,707.087320648,915.307248228,744.378479574,690.918138039,NA,791.337336923,763.708036805,786.587558764,890.000426612,735.235646738,884.128538909,765.196307617,758.731406991,882.339058118,859.628127449,850.891310817,815.570801778,875.896998079,NA,775.942943419,701.815417234,809.366276708,785.735123098,787.61681837,746.507548294,819.932998163,896.329522488,838.054634367,829.330415164,772.3506542,943.131119271,722.246510652,776.631206221,798.294419713,768.697135512,714.473914678,804.837058313,807.354242899,729.753056837,859.496247356,692.408638036,726.351593047,809.305768096,857.835923359,741.228099118,780.676411242,738.450508575,720.850567246,969.217451293,749.693956392,791.822137297,698.02568479,941.542584803,725.841151483,898.09615697,716.120616467,886.375693314,761.387562461,704.735991655,759.461005305,748.478072557,795.253081533,789.296852728,858.398328362,776.016388075,NA,839.910655232,753.329576866,715.741400648,801.206508453,724.740127586,725.028955214,878.17685193,729.765276262,874.358700714,NA,690.377463688,752.507041605,765.136015023,722.096869251,672.944693562,670.048741786,755.820708337,702.890209481,844.506034407,645.730105914,811.31590173,711.115904085,690.670406147,765.037082199,844.677537182,843.795644991,732.664719123,880.663768881,827.315542028,730.9191712424,842.784143195,898.828036185,832.059564167,677.875423346,743.411885504,739.833833195,841.657294582,671.713836681,790.031847465,871.894932528,738.11279933,815.208907197,842.526323569
