"","Year","Newport News","Franklin","Emporia","Lynchburg","Charlotte","King George","Nottoway","Manassas","Fredericksburg","Petersburg","Brunswick","Radford","Roanoke","Charles City","Winchester","Charlottesville","Chesapeake","Appomattox","Staunton","Gloucester","Culpeper","Franklin.1","Lee","Westmoreland","Pittsylvania","Mecklenburg","Montgomery","Henry","Isle of Wight","Scott","Manassas Park","Russell","Fairfax.1","Campbell","Rappahannock","Botetourt","Wythe","Clarke","Halifax","Suffolk","Roanoke.1","Madison","Rockbridge","Virginia Beach","Augusta","Lexington","Craig","Surry","Richmond","Prince William","York","Amelia","Middlesex","Louisa","Lunenburg","Mathews","Washington","Buckingham","Caroline","Richmond.1","Dinwiddie","Patrick","Spotsylvania","Bristol","Buena Vista","Carroll","Essex","Martinsville","Chesterfield","Galax","Nelson","Prince Edward","King and Queen","Stafford","Loudoun","Giles","Accomack","New Kent","Tazewell","Bland","Highland","Fauquier","Frederick","Bath","Portsmouth","Albemarle","Dickenson","Cumberland","Hanover","Greensville","Alleghany","Rockingham","Shenandoah","Powhatan","Waynesboro","Southampton","Page","Northumberland","Goochland","Fluvanna","James City","Floyd","Buchanan","Prince George","Grayson","Northampton","Orange","Greene","Wise","Sussex","Harrisonburg","Henrico","King William","Lancaster","Warren","Amherst","Danville","Pulaski","Bedford","Smyth"
"1",2002,592.638358134,634.412116194,587.741058922,524.390004875,671.384713148,528.791093905,571.70833932,556.452714758,511.176806771,530.982277119,626.08884744,553.584838642,610.413354817,534.068886786,698.478444115,627.099083833,723.583555795,559.429622598,479.871352997,614.626062975,559.551853022,631.250552176,612.894980118,581.076818936,617.824187238,610.363010092,561.488376451,631.901861539,650.364949551,634.173204584,543.199689977,681.204345895,566.388958049,600.308444342,626.160256005,592.400341921,612.323178532,670.676374043,631.558914131,639.654591284,631.359518892,621.719838429,560.816672288,704.964112311,550.026779062,554.169934889,642.464735599,640.184545606,561.287423405,584.324655858,566.964956431,521.540265334,621.789552802,620.977188922,672.194234115,652.679467467,732.742383397,537.660786802,547.009601145,577.709007241,620.382509375,605.884269812,527.05330257,625.690295382,536.486590176,617.35340883,565.751975913,629.166290815,517.940828317,598.545213528,614.15179856,527.163250046,570.354717478,546.645187849,637.322521929,640.343764225,590.386342786,544.502297141,647.908451192,638.855882091,691.070150115,610.396839232,691.317870093,620.64640011,615.72311372,618.800995897,660.405343986,533.067389293,530.946327078,614.141759868,624.984685301,599.60579695,682.090484773,564.26197483,533.351752902,688.412197926,640.625475457,580.230545608,569.176784932,591.981595665,563.492919251,553.554918513,695.854539771,608.266636892,638.422560913,615.944281507,576.788297206,642.087472639,679.659485709,704.913881868,580.146714193,562.035080755,532.838584208,573.101774903,676.928825171,572.100735202,612.840439724,577.866167466,603.950547413,691.431760758
"2",2007,576.638234657,474.205416181,444.305756256,496.307787461,500.172454653,413.820523488,521.509570522,393.723251908,452.122635498,569.329328787,447.84762203,382.707879814,480.20575958,592.135374487,473.774661662,549.732670686,489.992589319,518.247881662,502.085648202,538.680669414,451.149133424,487.569792238,488.683947213,394.708795172,457.888774157,422.021573551,421.310038579,497.371480116,514.082476264,494.932497237,426.169182141,571.246716299,400.924853169,506.564825714,505.340143077,467.020053365,419.304670547,460.727015873,467.765635609,541.06985374,467.417690807,534.380881527,547.773099246,442.987627763,539.735111431,516.90367142,495.576967448,579.760754375,444.803823925,409.633719655,561.855315003,513.374913715,515.771512753,503.441633942,469.818668031,524.125254558,531.801405573,523.558700322,435.931992807,523.198942476,539.529991601,566.106225688,451.298970966,491.360039177,511.512683198,495.169860942,432.664975909,481.176995856,525.097292056,451.942652583,536.603499762,485.450751505,494.205878541,456.940023114,416.873079819,480.593141713,500.841808725,554.772433107,534.229776928,479.974150448,553.536345102,446.421407603,475.261356425,520.421431211,508.626542844,557.782176027,559.657937182,484.263069708,502.626830796,471.05227565,483.038458464,598.691487253,535.872319806,477.334310629,501.542116578,512.001753788,561.399287107,463.759464193,512.679559872,530.21156989,568.540738318,451.88265176,553.577429158,561.351294783,499.800189611,506.026170004,485.710236825,556.506566551,569.559439395,541.490440136,538.722944159,554.781357337,487.07811184,459.594691439,481.474944003,488.477941511,420.682420342,438.123124622,477.327984866,485.979244069
"3",2012,738.90997153,836.287611943,721.438528286,532.342553091,566.97285132,490.131485442,583.260064039,611.917504428,499.890075403,653.489499711,707.786213174,522.194032218,591.578147988,661.986418335,600.877869792,676.821944937,727.018947688,543.418368017,610.79203027,575.494132672,670.893311839,578.711989928,659.717631356,524.399892439,600.948536742,754.238547082,514.263670923,639.79398847,781.33935871,675.996691658,581.904738694,721.291633556,510.421318693,533.154418344,652.046431996,620.786624892,614.975968847,595.181583281,591.382607568,809.76003573,506.741711087,729.542565776,673.917657063,693.882513868,645.815846759,685.50453073,567.433783209,671.160600679,538.060675036,610.339997996,667.584766391,514.1606157,551.976941068,651.049566308,650.799248851,584.541336537,690.084581737,563.719986065,538.569779365,604.898958442,587.334739584,709.380555937,549.210133942,682.231071455,679.986982629,645.462284826,533.899316182,614.105188997,590.769200302,569.90284863,608.886951036,548.702779072,548.934295042,591.174643706,619.468536004,558.04424781,632.31110905712,663.689318267,705.161333517,598.742106871,625.069466323,687.561304529,599.773225646,607.050861057,814.896287051,644.281404501,678.390783252,558.087823842,569.682908289,748.381204074,609.362873896,623.143925095,636.177276089,572.107462138,566.652472193,791.20480465,584.922272759,578.11207598,609.963668193,617.096435771,675.199407953,581.248307737,696.783703561,634.531157735,633.301589046,597.224534814,692.791962508,687.62065447,753.312168773,651.999773949,601.558541811,611.659848416,557.049859637,545.306369213,590.468165046,591.692485592,566.492955642,568.015687016,541.561932376,649.182097201
"4",2017,693.531973679,789.12677931,677.761306974,683.509835927,719.348969407,743.828573078,685.006637504,698.438753592,725.621960591,659.115166567,698.92905505,645.17765004,783.807146812,731.567414823,717.459720061,669.823306678,847.298820563,729.189897368,625.5574559,698.294403536,699.425262537,674.721535177,788.783595055,715.902770323,760.405183064,708.263794389,706.035013538,731.914800577,784.732688335,773.018633963,714.040635887,803.407270428,685.039401723,656.742353984,733.681019984,720.177889917,735.745819242,692.662456532,741.906750137,827.502468579,739.756259918,728.848301124,711.06062764,851.025893009,667.187779193,714.583906941,733.082227742,717.980223336,682.791524765,728.821969259,723.108577149,722.806627713,742.196935735,680.160796894,712.279280175,697.561621144,813.66458772,697.691374171,746.739271902,718.821841449,677.297342079,820.262371467,722.631819434,759.41020072,639.938276972,836.928671387,700.159113572,754.327291216,697.959845875,788.764597963,707.151166348,684.276695603,707.525715857,685.754402245,726.587536922,739.640824173,762.025988665,719.89718419,788.253636391,716.894136487,691.290444939,745.827147489,694.383824443,673.402486274,816.543898758,693.662568028,802.453181961,673.549755094,721.902289001,722.698399785,675.244146415,642.219031148,644.143719191,727.742366369,636.473389984,781.37645955,633.553733725,738.537756415,692.968705025,665.362920612,689.621072383,757.976595562,772.319677466,680.251820127,805.159433043,718.578140022,697.2792087784,776.8415863,812.037985796,762.222274535,642.045951501,722.354189874,697.197907503,767.451562655,629.095481333,723.106887541,746.121324349,677.24274659,704.212576491,801.010414531
