"Year","County","usage_wy","usage_w","usage_c","usage_wn","usage_sp","usage_sm","usage_fa","Tmean_wy","Tmean_w","Tmean_c","Tmean_wn","Tmean_sp","Tmean_sm","Tmean_fa","TotalP_wy","TotalP_w","TotalP_c","TotalP_wn","TotalP_sp","TotalP_sm","TotalP_fa","gini_wy","gini_w","gini_c","gini_wn","gini_sp","gini_sm","gini_fa","BEA_PI_DT","ManPayCBP","GDP_PC_Change","GDP_Man"
1986,"Accomack",155.035166666667,80.9358333333333,74.0993333333333,38.0823333333333,42.9276666666667,40.105,33.8276666666667,14.6349622059589,20.9045021039781,8.33097428652198,3.18696567247778,13.1644016764239,24.3449784166304,15.7514602279451,883.568152306,433.606242256,449.96191005,204.151068556,67.335385822,329.60753911,138.863602441,0.862573454352365,0.866372456332982,0.857717437988981,0.843117081940431,0.852591065902496,0.813728669504361,0.882876250082722,1561.70420168068,NA,3.4,-1588.40272248007
1986,"Albemarle + Charlottesville",15.7994,11.2275,6.8174,3.2016,5.463,5.5285,5.6155,13.8807420629425,20.6694146448415,7.05476908224176,2.15215121832222,13.4403419623478,23.8162935683696,14.4650436320659,973.045718157,414.547456469,558.498261688,119.770851454,132.892821626,256.027720446,206.350793028,0.857724741628895,0.816338065091887,0.882938577940146,0.814344725332384,0.862676231827644,0.798974150144099,0.825583654213724,227.835294117668,NA,3.4,-1588.40272248007
1986,"Alexandria ",3.345,1.736,1.609,0.782,0.765,0.858,0.759,13.2287905582521,20.4246641242131,5.99337922544505,0.899386480477778,12.6148268512826,23.8008644731522,13.9173909593846,823.773173329,385.495864625,438.277308704,167.53326984,141.275527216,248.219595515,197.90955451,0.827496104036037,0.828636539437105,0.824267376505458,0.802355806313704,0.870474317132723,0.793459655034,0.827949610386325,1164.01680672272,NA,3.4,-1588.40272248007
1986,"Alleghany + Covington",7674.76033333333,4391.12533333333,3283.635,1509.80666666667,1663.038,2444.01233333333,1779.304,11.8761739601452,18.7332687740109,4.98140280114835,-0.1937382161,11.3481791398261,21.7062631977174,12.883986032033,984.573798318,451.262818596,533.310979722,111.381067018,176.144889597,258.055292466,228.928750874,0.852280688090002,0.800891292964084,0.889915390849817,0.858070024618968,0.872993580534388,0.781999602855761,0.770783871196187,81.1899159663949,NA,3.4,-1588.40272248007
1986,"Amherst",842.7285,400.9105,441.818,220.42,220.215,190.983,197.3845,13.8565119702493,20.5422458182842,7.13404332085165,2.35661586055556,13.2041717273152,23.7092443036957,14.4607054146044,884.501943413,351.25814062,533.243802793,135.265058914,135.08426474,200.380364263,207.26646181,0.857888021119098,0.826171403422136,0.874162422634449,0.819501779092111,0.893580953292735,0.787622841452,0.854629913707412,306.626890756313,NA,3.4,-1588.40272248007
1986,"Appomattox",0,0,0,0,0,0,0,14.2117256908192,20.9451124548743,7.44134229619231,2.64871237221111,13.560780100163,24.2187007309783,14.7422009588352,881.569113621,345.189794325,536.379319296,133.395532652,109.043378128,228.094640791,194.714733419,0.882136622053862,0.863747859449028,0.89043244605107,0.844205971561992,0.899566175830055,0.846454842478257,0.874881341262849,53.4890756302627,NA,3.4,-1588.40272248007
1986,"Arlington",8.77933333333333,4.89833333333333,3.881,1.65,2.638,2.18566666666667,2.18833333333333,13.2287905582521,20.4246641242131,5.99337922544505,0.899386480477778,12.6148268512826,23.8008644731522,13.9173909593846,823.773173329,385.495864625,438.277308704,167.53326984,141.275527216,248.219595515,197.90955451,0.827496104036037,0.828636539437105,0.824267376505458,0.802355806313704,0.870474317132723,0.793459655034,0.827949610386325,1233.71764705885,NA,3.4,-1588.40272248007
1986,"Augusta, Staunton + Waynesboro",1685.892,977.369,708.523,279.110333333333,439.812333333333,504.681666666667,372.015666666667,12.1216472431534,18.8970610056667,5.30900593249451,0.427791559355556,11.4863302339239,21.9638754323913,12.8717147819231,934.311889812,390.23520847,544.076681342,109.705270109,166.55128637,210.53600825,195.497829758,0.857651094710908,0.808009353476626,0.886901228106886,0.86321653914862,0.85852537484563,0.79087147279328,0.813585295134763,489.336134453793,NA,3.4,-1588.40272248007
1986,"Bath",3197.991,1476.974,1721.017,903.007,938.989,711.99,403.996,11.3382210683288,18.198915412071,4.43983060181868,-0.639406157188889,10.733598563587,21.1850012151413,12.2952663414725,956.837677234,401.573898027,555.263779207,116.646317403,184.036491918,219.300862301,205.534209256,0.850823414982664,0.796746620267386,0.88540936977223,0.844625799061203,0.868305851016889,0.773772921536307,0.764713651985724,377.552941176485,NA,3.4,-1588.40272248007
1986,"Bedford",1104.672,570.517666666667,534.154333333333,253.104,281.464666666667,289.604666666667,279.819666666667,13.6512094079205,20.322633463388,6.94312917632418,2.08471322801111,13.1015306833804,23.4648627330435,14.2977084360879,927.884392963,385.245014345,542.639378618,140.177856347,137.761816199,209.10183409,238.58212129,0.868197633514633,0.840095062654928,0.884508686386694,0.837991848113182,0.905989629173201,0.814251191804052,0.83532108078617,-185.91764705881,NA,3.4,-1588.40272248007
1986,"Bland",0,0,0,0,0,0,0,11.192677282211,17.7736665833607,4.57552869918681,-0.551046433855556,10.5152324274783,20.6834106433696,12.3498641737582,936.81360488,513.269889425,423.543715455,136.337562932,217.414671153,262.12873314,230.985875007,0.811231825545898,0.776524388633425,0.84399808102499,0.807487038300974,0.813442135284131,0.776690878348437,0.778607536367732,469.756302521018,NA,3.4,-1588.40272248007
1986,"Botetourt",38.715,25.735,12.98,6.418,6.562,19.214,6.521,13.2723524596384,20.034732334694,6.4728166512033,1.50112531094444,12.7658948553913,23.0736332140217,14.059904646011,968.577152208,429.947550188,538.62960202,117.485817031,161.920374909,248.531839183,221.023320843,0.85441763656484,0.80664465133912,0.887631239650304,0.84993658871178,0.880524879458617,0.78621830502291,0.786787018104438,383.346218487412,NA,3.4,-1588.40272248007
