Year,County,usage_wy,usage_w,usage_c,usage_wn,usage_sp,usage_sm,usage_fa,Tmean_wy,Tmean_w,Tmean_c,Tmean_wn,Tmean_sp,Tmean_sm,Tmean_fa,TotalP_wy,TotalP_w,TotalP_c,TotalP_wn,TotalP_sp,TotalP_sm,TotalP_fa,gini_wy,gini_w,gini_c,gini_wn,gini_sp,gini_sm,gini_fa,BEA_PI_DT,AgPayCBP,AgLC,GDP_Ag,USDA_PriceRatio
1996,Westmoreland,30.5134,26.928,3.5854,0.272,5.9172,20.7724,1.78,13.19310019,20.75064005,5.63556033,1.845943938,11.9859812,24.10117196,14.23909105,1356.890293,704.1662087,652.7240843,291.4790615,290.3411251,408.6325836,292.5272653,0.828959236,0.818181248,0.838552378,0.804463736,0.790613875,0.852358375,0.881525082,-1486.271709,120,0.31097859,120.0653241,6.641025641
1997,Accomack,108.07636,106.48656,1.5898,0.14128,12.028,74.51376,26.6132,13.90145449,19.83312858,7.937188792,5.382949432,12.02105464,23.4759226,15.30182119,990.0278405,384.8631719,605.1646686,295.9284294,220.2536788,231.1967136,283.2065137,0.863541726,0.870357705,0.848529496,0.811026982,0.809593978,0.893521756,0.874051596,-2884.115126,1720,0.244590781,28.34903171,-1.037851038
1997,Albemarle + Charlottesville,0,0,0,0,0,0,0,12.85578042,19.06778023,6.609648734,3.776090672,11.71968668,22.74250311,13.49201516,1034.088501,507.3323853,526.756116,241.7039161,201.094449,290.1942414,349.0181412,0.860069248,0.883549557,0.831882119,0.820045826,0.830044935,0.867282062,0.881535568,-1951.942297,8807,0.226618587,28.34903171,-1.037851038
1997,Alleghany + Covington,0,0,0,0,0,0,0,10.67405558,16.86201464,4.452096739,1.56993737,9.403344806,20.79764071,11.17279499,889.1534951,417.5785823,471.5749128,205.8702889,232.8708358,230.1378767,194.4563757,0.822465299,0.80995273,0.831763072,0.824631365,0.789880172,0.798665496,0.842426948,241.7182073,NA,0.056213333,28.34903171,-1.037851038
1997,Amelia,10.8674,13.58425,0,0,0,12.29,1.29425,13.46421194,19.60817311,7.286492743,4.582700199,12.29371878,23.3280563,13.93215708,1017.737231,415.281379,602.4558523,288.0833399,231.097319,224.5817134,242.463194,0.850073097,0.877587095,0.821115507,0.778680705,0.824743755,0.888099914,0.842206967,-1264.815126,NA,0.231745175,28.34903171,-1.037851038
1997,"Augusta, Staunton + Waynesboro",1.6471875,1.52025,0.1269375,0.05109375,0.34075,0.99653125,0.30403125,11.36745848,17.61985769,5.080705431,2.233018472,10.1046368,21.49882751,11.77282005,946.3065308,484.5007051,461.8058257,212.6850271,208.3689722,297.6100328,271.5664999,0.863111813,0.885597227,0.835583338,0.831477682,0.838955874,0.884844711,0.868326942,-1004.891036,5233,0.375731555,28.34903171,-1.037851038
1997,Bedford,0,0,0,0,0,0,0,12.76018131,18.81839539,6.668680334,3.842858985,11.72352697,22.46377285,13.00057194,1006.176866,472.2648884,533.9119772,284.7275123,224.3742913,228.3745142,262.9448354,0.825615438,0.840631459,0.807679099,0.781091191,0.797328882,0.85332795,0.82288411,314.3711485,NA,0.280031128,28.34903171,-1.037851038
1997,Brunswick,0,0,0,0,0,0,0,14.01265491,19.92669178,8.066123338,5.391211314,12.87464554,23.53785212,14.38202464,1051.46154,489.5572711,561.9042693,263.0114694,238.7296973,253.7826799,243.4281351,0.843172133,0.861115473,0.823536646,0.784393458,0.837651382,0.874056529,0.800029053,-561.4938375,NA,0.196073443,28.34903171,-1.037851038
1997,Buckingham,0,0,0,0,0,0,0,13.03557085,19.23497083,6.802108223,4.030278776,11.87241547,22.94427742,13.61592969,971.0351418,416.9684293,554.0667125,275.7919809,205.281065,228.3397735,288.7040238,0.836919212,0.865215168,0.806273223,0.779736273,0.79946912,0.873405519,0.858286642,-1269.49916,1499,0.135263506,28.34903171,-1.037851038
1997,Campbell + Lynchburg,0,0,0,0,0,0,0,12.69948975,18.80868645,6.556726021,3.752249826,11.65365813,22.47634445,12.97096942,959.0346442,425.9014951,533.1331491,285.4509279,203.6408711,207.7207731,291.8111734,0.83671301,0.862346962,0.806464757,0.785705917,0.831317612,0.85650028,0.848125644,-1079.12381,2345,0.227579348,28.34903171,-1.037851038
1997,Caroline,16.26975,16.0085,0.26125,0,3.218,10.1905,3.865,13.31422626,19.60397838,6.989915058,4.20652298,12.13551319,23.2815693,13.94167605,1015.993424,422.1835911,593.8098324,262.5654596,226.4449839,259.0797335,261.4983555,0.851590012,0.871547007,0.829906874,0.792765544,0.822141696,0.870209496,0.862199494,-1055.82493,NA,0.169874101,28.34903171,-1.037851038
1997,Carroll + Galax,0,0,0,0,0,0,0,10.79153986,16.54573899,5.00572425,2.218965339,9.826724878,20.10019366,11.18306831,1087.593603,504.5599868,583.0336163,277.0941891,287.1076908,250.8356366,177.0752554,0.813702699,0.800137588,0.823477166,0.81562204,0.788231364,0.788389563,0.844436349,-241.0619048,907,0.340291964,28.34903171,-1.037851038
1997,Charles City,16.905,16.905,0,0,0,16.905,0,14.30335391,20.50422371,8.068413395,5.392951892,13.07270142,24.1545063,14.87123005,1020.744567,421.1563,599.5882671,281.7754361,237.3534698,246.3228106,266.0641179,0.852703264,0.877850147,0.825720262,0.782248226,0.810497213,0.889237614,0.851642103,-2893.830252,NA,0.182573113,28.34903171,-1.037851038
1997,Charlotte,0,0,0,0,0,0,0,13.36908057,19.44233715,7.262454456,4.512889523,12.30483739,23.12930391,13.60232069,1036.381263,474.5528067,561.8284562,300.6069066,246.0299323,222.3490217,288.902349,0.831629355,0.850318129,0.81147043,0.782408034,0.839337124,0.834771771,0.832263984,-607.6778711,292,0.227194666,28.34903171,-1.037851038
1997,Chesapeake,3.41575,2.208,1.20775,0.8025,1.0065,1.26475,0.91375,15.09066926,20.91299824,9.236349464,6.639384376,13.86755436,24.35968399,15.80088523,952.3337737,425.3037426,527.0300311,245.3746917,220.3084395,208.7344148,313.7738443,0.85107981,0.862263308,0.838194827,0.798616653,0.828411387,0.880835015,0.789497708,-2509.122689,10130,0.292983543,28.34903171,-1.037851038
1997,Chesterfield,4.176666667,3.116666667,1.06,0,1.833333333,1.566666667,0.85,13.62976569,19.82162955,7.403880604,4.699950465,12.43502131,23.51653458,14.12132862,1004.643954,395.9158535,608.7281008,276.808999,231.3144858,211.3249846,255.7588793,0.854155648,0.877775766,0.829475596,0.783451677,0.820942882,0.890750284,0.851047784,-1412.034734,9407,0.088978154,28.34903171,-1.037851038
1997,Clarke,7.7,7.7,0,0,0.186666667,6.213333333,1.733333333,11.65944811,18.32117784,4.961115471,2.110253701,10.33071201,22.29800327,12.10882228,844.9654559,380.9469116,464.0185442,165.2343707,188.3420086,200.7892945,321.5257749,0.874749477,0.872064908,0.874769243,0.864422316,0.855105883,0.859486346,0.863566459,-5118.841176,1350,0.587089745,28.34903171,-1.037851038
1997,Craig,0,0,0,0,0,0,0,10.82565214,16.81426558,4.804134234,1.898341069,9.767993962,20.58250953,11.19770502,1005.542804,453.7809683,551.7618357,256.12269,239.9953948,254.0537024,198.7070847,0.80525304,0.794615065,0.812387583,0.802252617,0.771869865,0.77359622,0.841311198,-446.3131653,NA,0.120468773,28.34903171,-1.037851038
1997,Culpeper,2.230666667,0.922666667,1.308,0.535666667,0.386333333,0.495,0.362666667,12.55820721,19.01514065,6.065796102,3.250020781,11.42303537,22.77362868,13.070906,1001.86268,466.7890034,535.0736766,229.4956234,207.5163515,268.1603545,327.6701767,0.856579061,0.868685104,0.842919304,0.820595984,0.838880787,0.853178638,0.868938134,-1198.397759,2382,0.436117239,28.34903171,-1.037851038
1997,"Dinwiddie, Colonial Heights + Petersburg",0.171875,0.171875,0,0,0,0.15,0.021875,13.81599843,19.88916664,7.709461157,5.047691572,12.62237264,23.56588869,14.23061721,1016.576035,423.8988042,592.6772305,277.7979217,236.9848973,221.3583172,239.3945919,0.85124306,0.874860443,0.826371556,0.780103141,0.822774044,0.892181047,0.819433697,-237.9168067,2148,0.200180018,28.34903171,-1.037851038
1997,Essex,10.54716667,10.54716667,0,0,0,9.968833333,0.758333333,13.88840909,20.12790957,7.61462563,4.872795562,12.67255507,23.7798127,14.51100601,987.1469513,421.6730657,565.4738856,257.3528117,227.8671748,262.7736557,257.4694232,0.854925332,0.868732799,0.839902522,0.800716794,0.821035705,0.864574494,0.864449456,-1554.837535,NA,0.265960362,28.34903171,-1.037851038
1997,"Fairfax, Fairfax City + Falls Church",0,0,0,0,0,0,0,13.00519033,19.57347895,6.400812217,3.555916987,11.70225924,23.47012775,13.48119194,988.989119,413.3362723,575.6528467,250.6298794,251.0152317,207.2881797,304.6985483,0.854117978,0.856353447,0.848459201,0.825233368,0.84548371,0.851322415,0.846961678,-2522.367787,105488,0.067405843,28.34903171,-1.037851038
1997,Floyd,0,0,0,0,0,0,0,10.71195755,16.47665486,4.915586076,2.068720917,9.69353151,20.02302821,11.09909295,1036.05065,455.3553732,580.695277,280.6246391,258.9818329,235.0050584,178.9301885,0.818304954,0.817916529,0.816055213,0.809565733,0.797323936,0.80597998,0.855997657,-1980.45042,462,0.328629287,28.34903171,-1.037851038
1997,Franklin,0,0,0,0,0,0,0,14.90305311,20.98138547,8.791323329,6.207255969,13.80836128,24.54799258,15.45969968,983.8122303,437.5247502,546.2874801,261.4029257,234.1833624,222.5778291,252.9571181,0.853443572,0.873552578,0.832387223,0.797468306,0.827204229,0.894912276,0.804353752,-409.9644258,2671,0.24026832,28.34903171,-1.037851038
1997,Frederick + Winchester,0,0,0,0,0,0,0,11.32496782,17.89712531,4.716699575,1.893368691,10.04647105,21.83473708,11.78647068,842.2679711,381.5805232,460.687448,162.9113772,185.7320683,212.3249525,310.0268018,0.865891868,0.864573341,0.864276532,0.863659656,0.843066119,0.849904632,0.864312209,-1918.527171,5470,0.346900545,28.34903171,-1.037851038
1997,Gloucester,0,0,0,0,0,0,0,14.4723339,20.51902967,8.392414529,5.75901708,13.03382893,24.10738274,15.36105995,1026.504954,420.1676765,606.3372777,289.1562977,233.5680827,261.986494,292.8364228,0.847718007,0.869937921,0.821454792,0.785909574,0.791151745,0.881111272,0.855882417,-2888.321569,1395,0.168128934,28.34903171,-1.037851038
1997,Goochland,0,0,0,0,0,0,0,12.89452382,19.0957572,6.659217725,3.949305137,11.66679089,22.83384821,13.4445927,977.9609599,409.4515574,568.5094025,256.3185169,204.6467808,241.8918062,261.6245611,0.85144048,0.882525136,0.818416971,0.783804082,0.82022042,0.881047005,0.875620757,-6624.644818,1756,0.209634551,28.34903171,-1.037851038
1997,Greene,0,0,0,0,0,0,0,12.39139893,18.61998149,6.128593395,3.322136908,11.16143449,22.34233889,13.10874224,1079.583446,534.2838492,545.2995964,240.0496044,205.6408194,306.4023202,368.8183124,0.864056393,0.883036596,0.84077115,0.823082784,0.837297168,0.858945932,0.887645816,-537.3560224,NA,0.251847291,28.34903171,-1.037851038
1997,Greensville + Emporia,0,0,0,0,0,0,0,14.26636867,20.16982847,8.330472273,5.68719011,13.11749237,23.79702664,14.62892772,1032.137666,493.7097332,538.4279331,251.9386872,221.0600604,264.8375174,243.9922711,0.856516251,0.878277334,0.832410733,0.798922881,0.844934353,0.89646152,0.816239594,-1147.589636,NA,0.264832193,28.34903171,-1.037851038
1997,Halifax,0,0,0,0,0,0,0,13.41610875,19.37711939,7.422345301,4.673302706,12.40890026,23.00393226,13.58622783,1047.398202,535.5973892,511.8008131,270.9739108,259.8292247,269.2899668,256.2346936,0.83235064,0.848712859,0.811431782,0.795775278,0.830508889,0.839670635,0.83170118,-1077.202801,NA,0.232151163,28.34903171,-1.037851038
1997,Hanover,6.512571429,5.857285714,0.655285714,0.138428571,1.160857143,4.622428571,0.686285714,13.41352224,19.68599268,7.106587663,4.341549127,12.25907284,23.34406382,14.05272724,979.319172,397.8240034,581.4951686,259.4961496,215.5217121,239.0609671,244.3247331,0.853755886,0.87746183,0.829028305,0.793371403,0.81927015,0.874208853,0.864039598,-1377.206162,10055,0.279591837,28.34903171,-1.037851038
1997,Henrico,0,0,0,0,0,0,0,13.87205008,20.1668181,7.542695433,4.799289186,12.69974075,23.81492268,14.50098551,1004.721337,409.5542217,595.1671157,272.7619195,227.8526803,238.80036,253.3137014,0.852052088,0.87675177,0.826847117,0.783919001,0.814626175,0.882657196,0.855103955,-2083.270868,15419,0.125624694,28.34903171,-1.037851038
1997,Henry + Martinsville,0,0,0,0,0,0,0,13.2356249,19.15211175,7.286629883,4.395556466,12.18743106,22.75526463,13.3253682,1153.610933,557.186657,596.4242761,285.4860585,293.568856,286.9810498,247.8749216,0.842098371,0.856947179,0.822166238,0.8068907,0.839274875,0.855092637,0.83716142,-334.6392157,1264,0.156552062,28.34903171,-1.037851038
1997,Isle of Wight,4.015384615,2.129230769,1.886153846,0.932307692,0.876923077,1.29,0.99,14.86398304,20.84896721,8.846114345,6.224314955,13.55895173,24.42150318,15.57561375,1007.172391,436.8617653,570.3106253,271.8854353,241.4070455,229.5116806,282.3688229,0.843621387,0.866340353,0.818870762,0.782853303,0.805672671,0.889724216,0.814870855,-3812.182073,1540,0.364203491,28.34903171,-1.037851038
1997,King and Queen,20.45,18.325,2.125,0.2,0,18.325,0,14.1061219,20.316558,7.861562533,5.157467175,12.93305275,23.92731055,14.70770204,977.2105526,395.4678776,581.742675,274.5930557,229.5214538,239.3058383,259.6678261,0.854299821,0.876966161,0.829938943,0.792340505,0.806947611,0.881848099,0.857679957,-565.0448179,NA,0.192432752,28.34903171,-1.037851038
1997,King George,0,0,0,0,0,0,0,13.33147373,19.69495243,6.933030857,4.149462401,12.02086662,23.4905098,13.93158642,1044.720054,468.5623542,576.1576994,256.8666673,237.838419,298.0882472,256.2556768,0.854647101,0.867733834,0.840904042,0.807057444,0.829556931,0.856900104,0.86718506,-2660.398039,NA,0.228989977,28.34903171,-1.037851038
1997,King William,28.986,28.952,0.034,0.005,0.6,23.022,6.11,13.99770268,20.22956654,7.7315978,4.993185291,12.86443308,23.82577805,14.6372996,971.521181,395.7825607,575.7386202,268.9485053,227.5851282,237.2047256,245.7617347,0.856617728,0.881424719,0.830986385,0.793378369,0.811447697,0.884532229,0.859659105,-214.0666667,NA,0.243574569,28.34903171,-1.037851038
1997,Loudoun,3.300333333,2.4,0.900333333,0.048333333,0,2.4,0,11.9283018,18.58867146,5.231336707,2.30936374,10.65721294,22.51532372,12.2444314,944.5960049,414.5384875,530.0575174,213.6268228,238.7276147,188.8441827,326.3257875,0.86203771,0.859374592,0.862226598,0.840738047,0.850619534,0.838823931,0.855336184,-2795.498319,16666,0.527830472,28.34903171,-1.037851038
1997,Lunenburg,0,0,0,0,0,0,0,13.58484212,19.568457,7.56835023,4.873411617,12.45906677,23.20843545,13.93159472,1036.22638,476.5007683,559.7256115,281.7764338,250.4699021,229.066347,261.5550608,0.835432384,0.85364886,0.814830323,0.778888744,0.833615151,0.851928717,0.820443001,-1531.384594,NA,0.216737716,28.34903171,-1.037851038
1997,Madison,0,0,0,0,0,0,0,12.00720904,18.32077227,5.658955911,2.87295968,10.70377857,22.14309864,12.67934944,1035.210131,511.1484641,524.0616666,219.0647755,212.9669259,295.3567718,341.8677606,0.865085862,0.880019581,0.846761766,0.82926256,0.842235102,0.858271216,0.885559641,-1883.348459,875,0.329595574,28.34903171,-1.037851038
1997,Mathews,0.166666667,0,0.166666667,0.052333333,0,0,0,14.16652682,20.05099563,8.249725758,5.713482297,12.48690941,23.66188027,15.2148747,1048.669822,411.2811088,637.3887128,325.2963287,218.8867377,266.8124192,337.1643396,0.855105664,0.885330519,0.81939151,0.78347335,0.795595957,0.90116972,0.871246896,-2204.327171,NA,0.149580615,28.34903171,-1.037851038
1997,Mecklenburg,0,0,0,0,0,0,0,14.05104062,19.95657771,8.113055527,5.368943526,12.98702361,23.58980268,14.23761425,1024.086223,499.72948,524.3567429,267.7085468,232.5191922,265.8438374,238.868091,0.832362934,0.846883324,0.816822456,0.788833553,0.840072165,0.841487293,0.8221929,-218.9554622,6253,0.272181999,28.34903171,-1.037851038
1997,Middlesex,30.4695,30.4695,0,0,0,28.032,2.4375,14.27939249,20.38111759,8.144141416,5.515128456,12.85526775,24.00454528,15.1037751,979.0454149,391.7807566,587.2646583,277.546457,221.9581974,245.7258556,285.4451186,0.847702663,0.870686666,0.822745155,0.784937425,0.787754717,0.878018856,0.860285108,-1605.115406,NA,0.27670068,28.34903171,-1.037851038
1997,Montgomery + Radford,0,0,0,0,0,0,0,11.16700681,17.14768558,5.15346716,2.263883447,10.12352679,20.86928921,11.54187654,859.285659,387.0775964,472.2080626,228.3921645,206.5856765,204.0873626,165.0330585,0.813823054,0.809866983,0.815495148,0.806715268,0.772685247,0.801150002,0.861217394,-934.8647059,NA,0.264777132,28.34903171,-1.037851038
1997,Nelson,36.22428571,34.08285714,2.141428571,0.661428571,6.012857143,23.72428571,10.26285714,12.66976331,18.82199222,6.483730939,3.659339058,11.43940608,22.53157741,13.32850665,1053.078596,486.9794069,566.0991892,283.1284104,210.7155156,257.8287289,332.2206038,0.850838699,0.870640616,0.827062446,0.817376458,0.822140189,0.868597785,0.851578065,-1129.673669,2290,0.138194799,28.34903171,-1.037851038
1997,New Kent,9.255,9.255,0,0,0.05,7.99,2.08,14.2124009,20.4642069,7.926244316,5.225815824,13.02320145,24.10021376,14.80716704,991.5122141,399.7505102,591.7617039,280.2537723,232.8818379,236.9467029,266.056038,0.853148426,0.877020458,0.827532081,0.787653195,0.806613693,0.885763723,0.85405564,-3248.070028,NA,0.139418907,28.34903171,-1.037851038
1997,Northampton,24.00533333,23.0767619,0.928571429,0,5.566,14.55095238,5.364,14.31472536,20.10819517,8.489423293,5.932035084,12.45996757,23.69026634,15.66551823,977.8046391,376.9085679,600.8960712,290.6293893,209.1156901,226.9787214,282.7398214,0.861423967,0.873982031,0.838829751,0.793354759,0.79258105,0.907620886,0.863096356,-1936.111765,NA,0.240863787,28.34903171,-1.037851038
1997,Northumberland,8.022,8.022,0,0,0,8.022,0,13.92686905,20.04903148,7.77106836,5.089651489,12.38621777,23.71117184,14.87847594,978.081675,405.4084228,572.6732521,259.2413153,221.5710846,262.5659513,276.9061357,0.847202779,0.855067001,0.836625577,0.804397897,0.797839074,0.848172216,0.872612535,-958.1137255,10119,0.264337216,28.34903171,-1.037851038
1997,Nottoway,0,0,0,0,0,0,0,13.47290692,19.51124583,7.401390318,4.714732288,12.28398106,23.15547697,13.97833925,1060.037341,452.8103258,607.2270152,290.394484,247.2559486,234.1460299,247.6195016,0.847570851,0.871160328,0.821389546,0.776287987,0.828502972,0.881655112,0.825170028,-1228.94986,NA,0.213368781,28.34903171,-1.037851038
1997,Orange,0.7,0.7,0,0,0.6,0,0.1,12.49038202,18.86325664,6.082491606,3.285330979,11.29061594,22.65234215,13.08058958,1004.77697,440.4849921,564.2919781,253.6136778,198.7904318,264.9723595,307.1243385,0.863443417,0.882247142,0.842989327,0.823784255,0.83659881,0.870781392,0.881069653,-1699.359664,801,0.343535027,28.34903171,-1.037851038
1997,Page,0.203,0.074428571,0.128571429,0.014285714,0,0.074428571,0,11.61493296,17.84888,5.34673346,2.597046715,10.22992649,21.62769289,12.21665424,936.5862151,469.8970345,466.6891807,178.8023321,192.8522524,263.9352813,338.5443885,0.854715556,0.870295588,0.836702107,0.835273344,0.839990879,0.843831761,0.882889718,-1281.408964,2098,0.269195261,28.34903171,-1.037851038
1997,Patrick,0,0,0,0,0,0,0,12.38026698,18.14817622,6.580665939,3.715059874,11.35908826,21.65498101,12.68855146,1230.381644,571.2611076,659.1205367,331.7527165,313.66936,293.3015217,215.0501552,0.829459936,0.833507461,0.823882938,0.823467963,0.828414457,0.823930208,0.845086127,-346.5616246,NA,0.188557535,28.34903171,-1.037851038
1997,Pittsylvania + Danville,0.0965,0.0965,0,0,0,0.08672,0.00978,13.05885895,19.03320136,7.051690485,4.242999851,12.05855153,22.65924328,13.2400877,1019.45116,496.1981901,523.2529697,276.4672455,244.4586965,244.9883557,258.2182335,0.819089576,0.83754352,0.794261786,0.776973769,0.814057608,0.832391567,0.825051817,-518.3002801,2330,0.278631994,28.34903171,-1.037851038
1997,Powhatan,0,0,0,0,0,0,0,13.12970237,19.27774111,6.947883194,4.270395845,11.92573695,22.98633547,13.61915865,957.6084272,383.5789214,574.0295058,260.2639761,210.5474918,208.396028,250.3883517,0.8577831,0.886776458,0.826704609,0.785811234,0.828840971,0.891978406,0.872216213,-1538.366387,NA,0.197458095,28.34903171,-1.037851038
1997,Prince Edward,0,0,0,0,0,0,0,13.29629627,19.43449318,7.124373016,4.377457805,12.18161251,23.14236673,13.6278121,1027.581268,432.5365482,595.0447201,310.0095692,244.2934276,203.9962186,273.9498216,0.833748792,0.852878043,0.811496873,0.780374551,0.825033487,0.852421243,0.833668299,-1054.486275,826,0.197601526,28.34903171,-1.037851038
1997,Prince George + Hopewell,11.613,6.9945,4.6185,1.765,3.082,3.741,2.9835,14.20109455,20.33399016,8.034501717,5.373374431,12.97252968,24.03112659,14.63362959,1025.7483,425.5068224,600.2414779,284.2036282,241.9713134,235.7426408,256.0811953,0.851186381,0.877940669,0.822825712,0.777765253,0.813145116,0.894909641,0.839936746,-260.3759104,359,0.196502227,28.34903171,-1.037851038
1997,"Prince William, Manassas + Manassas Park",0,0,0,0,0,0,0,12.28794292,18.84704864,5.692798159,2.847225211,11.02858277,22.71244101,12.70869641,986.2972191,435.632338,550.6648811,236.0053892,233.4130898,225.100916,327.4362287,0.854479901,0.857476265,0.850008682,0.821585304,0.847948731,0.844011729,0.845497282,-3166.873669,16627,0.219032825,28.34903171,-1.037851038
1997,Richmond,0,0,0,0,0,0,0,13.91286499,20.21842336,7.572660691,4.849791221,12.71360607,23.90381967,14.48855315,1006.768219,409.2384402,597.5297791,272.7953744,230.6018719,232.3066863,253.9458412,0.852119353,0.876510687,0.82708556,0.782357282,0.816046307,0.88479025,0.853953871,-1962.611204,NA,0.282688993,28.34903171,-1.037851038
1997,Richmond City,0,0,0,0,0,0,0,13.99361496,20.19275961,7.760409082,5.034861757,12.70761979,23.83459333,14.69398917,974.815926,420.047579,554.7683471,246.813351,223.1156291,265.0795417,273.2430475,0.870637364,0.880149201,0.859297016,0.822980325,0.846643988,0.875137791,0.876773534,-1640.948179,7886,0.016129032,28.34903171,-1.037851038
1997,Roanoke + Salem,1.65,1,0.65,0,0.125,0.75,0.1625,12.06526096,18.07624228,6.021252269,3.078543519,11.10209054,21.69413871,12.35073465,1012.999955,465.3744513,547.6255036,266.6928631,230.2980569,250.028062,202.6604301,0.810901135,0.811026878,0.808000493,0.794766041,0.776423268,0.799285027,0.846431679,-1304.12395,4169,0.093134563,28.34903171,-1.037851038
1997,"Rockbridge, Buena Vista + Lexington",0,0,0,0,0,0,0,11.62586455,17.92379309,5.293332013,2.465214646,10.39096234,21.8342441,12.09711488,907.241111,429.2670549,477.9740561,229.1129079,212.5212044,229.1502573,254.3142167,0.853874628,0.869043938,0.836809291,0.820465282,0.832917795,0.869770501,0.851470306,-1317.613725,NA,0.26474412,28.34903171,-1.037851038
1997,Rockingham + Harrisonburg,5.471875,5.471875,0,0,0.346875,4.86875,0.4,11.27227703,17.48347718,5.026949401,2.228262701,9.903178734,21.37241717,11.66157819,924.1540995,472.3059151,451.8481843,188.8377166,199.4396664,288.7854296,275.9716285,0.863544409,0.874627177,0.849784651,0.848269098,0.849176784,0.855638824,0.8821402,-984.2745098,1633,0.356310061,28.34903171,-1.037851038
1997,Russell,0,0,0,0,0,0,0,11.28891662,17.04166158,5.504563164,2.643199162,10.21691107,20.81983775,11.29522409,1184.155625,553.4213893,630.7342359,284.4747779,353.2799672,283.9193111,160.2313733,0.771637989,0.761980938,0.778201485,0.759534658,0.731260354,0.74846347,0.816600037,-1104.346218,NA,0.220262759,28.34903171,-1.037851038
1997,Shenandoah,7.207733333,7.207733333,0,0,0,7.207733333,0,10.92751732,17.17151457,4.649212396,1.883167809,9.566359786,21.02698509,11.40603258,868.6229649,439.1153962,429.5075687,160.5159211,190.1273784,265.8791951,283.2495012,0.858513757,0.860658043,0.855154165,0.855488869,0.847623717,0.834047501,0.873366422,-1614.791597,NA,0.342832837,28.34903171,-1.037851038
1997,Smyth,0,0,0,0,0,0,0,10.44344349,16.23990846,4.615129817,1.821876081,9.370726962,20.03731762,10.47157445,1105.452152,488.0789987,617.3731534,299.398199,338.0780967,234.3314734,143.3180729,0.776474413,0.758852055,0.786789678,0.773452574,0.738265275,0.724302951,0.83673108,-906.642577,NA,0.231749587,28.34903171,-1.037851038
1997,Southampton + Franklin,8.63,4.705,3.925,1.7675,1.795,2.8325,2.135,14.59296786,20.55721895,8.595946157,5.977892399,13.46152802,24.15166035,14.97204838,1010.576915,453.0303385,557.5465767,265.4957276,243.3063014,227.1869283,244.4602545,0.834491977,0.856168027,0.810980259,0.773323633,0.817316538,0.877767698,0.781008013,-241.1011204,NA,0.373855847,28.34903171,-1.037851038
1997,Spotsylvania + Fredericksburg,0.36,0.36,0,0,0.1,0.19,0.07,12.81876613,19.20936861,6.393050455,3.597607977,11.660683,22.97862124,13.32629328,1032.63842,436.9494789,595.6889412,255.328004,219.0827801,269.6039577,283.991288,0.854286492,0.873386918,0.833575387,0.801489298,0.824171855,0.870955432,0.87093547,-2451.253221,4324,0.197502838,28.34903171,-1.037851038
1997,Stafford,0,0,0,0,0,0,0,12.75181538,19.18528814,6.282993874,3.497219856,11.53831212,23.02218229,13.1900169,1011.93427,440.3388338,571.5954359,240.7945148,216.9579882,274.9704718,286.2206605,0.856753757,0.877362272,0.834709696,0.804544676,0.822237503,0.876802873,0.870465457,-2868.076471,3253,0.168260038,28.34903171,-1.037851038
1997,Suffolk,3.057142857,0,3.057142857,0.742857143,0,0,0,14.77401478,20.67096461,8.844664126,6.283449477,13.5477864,24.20116063,15.38595244,1001.746478,448.5644057,553.1820718,264.4186669,226.7049521,233.4299117,302.7600221,0.857176205,0.876316874,0.836284717,0.799968575,0.820606168,0.90104194,0.81628989,-3597.759944,1977,0.296467596,28.34903171,-1.037851038
1997,Surry,12.2125,6.745,5.4675,2.5275,2.6675,4.14,3.1325,14.56245105,20.60361467,8.488094226,5.79565916,13.26901398,24.23283673,15.17385294,1047.826233,436.6957591,611.1304734,288.9523924,275.837389,228.2674742,261.188369,0.837322082,0.866462692,0.806634412,0.774702865,0.804417393,0.883422296,0.830005289,-1116.02381,NA,0.240242548,28.34903171,-1.037851038
1997,Sussex,12.073125,7.839375,4.23375,2.08375,2.820625,4.73875,2.86,14.28165955,20.29718671,8.233080052,5.597778155,13.11083266,23.96520586,14.5958738,1011.393423,427.2194292,584.1739941,281.0235946,256.6253807,209.4435956,233.8591375,0.849749397,0.881058375,0.817108679,0.784742072,0.821805649,0.905476527,0.804964591,2192.656863,NA,0.204988309,28.34903171,-1.037851038
1997,Virginia Beach,0,0,0,0,0,0,0,15.11716934,20.74250159,9.460928664,6.97981102,13.69836204,24.12737689,16.2134849,938.1319873,393.7607312,544.371256,248.3468883,201.3160556,212.7272966,274.5008828,0.860441171,0.864541597,0.853853314,0.797438786,0.82799427,0.889075783,0.796766537,-2582.719608,20409,0.177923308,28.34903171,-1.037851038
1997,Westmoreland,72.57516667,69.635,2.940166667,0.935666667,11.6815,48.43516667,16.65,13.7863107,20.02966861,7.508648622,4.765015519,12.37936565,23.72704836,14.5415188,1017.784954,460.6159383,557.169016,251.6889952,234.5754615,293.5719321,260.0645661,0.860532076,0.866715963,0.85348795,0.815611737,0.842359294,0.854035929,0.873027885,-968.8929972,182,0.309316649,28.34903171,-1.037851038
