"Year","County_Code","name","PPT","Irrigation","parm_Tot_Area","All_Irrigation_mg","Small_Farm_Unreported","TOT_DEQ_Withdrawals","IRR_DEQ_withdrawals","Large_Farm_unreported","C_tot_lg"
2004,81,"GREENSVILLE",444.98,63,734,49.24,0.6,985.7455,24.75,23.89,0.0242354644276844
2004,5,"ALLEGHANY",273.69,234,191,47.59,2.74,15206.467,0,44.85,0.00294940304016706
2004,165,"ROCKINGHAM",230.42,278,5645,1671.1,103.61,8442.8792,11.67,1555.82,0.18427599911651
2004,171,"SHENANDOAH",232.62,275,1110,325.05,36.6,1857.7367,5.78,282.67,0.152158268714829
2004,145,"POWHATAN",495.38,13,230,3.18,0.44,40.3521,2.2,0.54,0.013382203156713
2004,175,"SOUTHAMPTON",505.46,3,3507,11.2,0.29,2388.279598,81.473,-70.563,-0.0295455356479581
2004,139,"PAGE",253.05,255,1005,272.9,12.76,756.8933,5.13,255.01,0.336916709396159
2004,133,"NORTHUMBERLAND",501,7,62,0.46,0.07,62.9152,0,0.39,0.00619881999898276
2004,75,"GOOCHLAND",467.25,41,112,4.89,1.4,626.1503,0,3.49,0.00557374163998644
2004,65,"FLUVANNA",432.15,76,264,21.37,4.94,74.763,0,16.43,0.219761111779891
2004,95,"JAMES CITY",549.13,-41,102,-4.45,-1.18,1743.284656,0,-3.27,-0.00187576939241987
2004,63,"FLOYD",311.65,196,779,162.59,40.91,66.3738,17.6218,104.0582,1.56776017042869
2004,149,"PRINCE GEORGE",503.71,4,8,0.03,0.03,233.4826,17.46,-17.46,-0.074780733125295
2004,77,"GRAYSON",352.34,156,619,102.83,12.79,76.693,0,90.04,1.17403152830115
2004,131,"NORTHAMPTON",467.76,40,9338,397.75,2.04,731.483239,459.486102,-63.7761,-0.0871873702631756
2004,137,"ORANGE",361.26,147,1556,243.57,8.3,600.851,0,235.27,0.391561302219685
2004,79,"GREENE",325.08,183,154,30.01,9.16,198.2778,0,20.85,0.105155493958476
2004,195,"WISE",358.04,150,115,18.37,2.4,2394.404,0,15.97,0.00666971822633106
2004,183,"SUSSEX",461.77,46,1645,80.58,1.22,358.0812,18.4,60.96,0.170240716351487
2004,87,"HENRICO",502.69,5,49,0.26,0.26,8652.7109,0,0,0
2004,101,"KING WILLIAM",505.29,3,2690,8.59,0.05,7266.077786,45.04,-36.5,-0.0050233428646094
2004,103,"LANCASTER",468.67,39,12,0.5,0.5,487.3066,0,0,0
2004,187,"WARREN",238.74,269,151,43.25,20.05,3417.2102,0,23.2,0.00678916386238107
2004,9,"AMHERST",360.35,148,176,27.74,5.67,6806.8998,0,22.07,0.00324229835144628
2004,155,"PULASKI",299.03,209,320,71.22,6.23,1724.32,0,64.99,0.0376902199127772
2004,19,"BEDFORD",350.38,158,676,113.74,26.75,4532.8288,0.05,86.94,0.0191800758060838
2004,173,"SMYTH",374.89,133,452,64.02,9.35,1718.0046,0,54.67,0.0318218007099632
2005,67,"FRANKLIN",236.33,272,1126,326.14,70.09,454.514112,1.3,254.75,0.560488647710019
2005,37,"CHARLOTTE",248.02,260,1454,402.56,55.93,127.563,22.31,324.32,2.54243001497299
2005,99,"KING GEORGE",234.63,273,672,195.36,9.88,996.6549,0,185.48,0.186102531578383
2005,135,"NOTTOWAY",230.13,278,457,135.29,16.28,218.5534,0,119.01,0.544535111327483
2005,25,"BRUNSWICK",198.13,310,2115,698.18,41.59,772.927,0,656.59,0.849485138958789
2005,161,"ROANOKE",380.56,127,96,12.98,11.09,6447.541,2.7,-0.81,-0.000125629290298425
2005,36,"CHARLES CITY",262.4,246,1435,375.91,5.5,143.313871,80.08,290.33,2.02583321470676
2005,550,"CHESAPEAKE CITY",380.74,127,314,42.46,25.56,5056.047297,1.519815,15.38019,0.00304193950264781
2005,11,"APPOMATTOX",274.21,234,508,126.58,20.18,93.9297,0,106.4,1.13276205502626
2005,73,"GLOUCESTER",298.43,210,98,21.91,12.97,492.872,0,8.94,0.0181385836484929
2005,47,"CULPEPER",250.96,257,1266,346.47,45.7,1019.6632,222.2452,78.5248,0.0770105266131013
2005,105,"LEE",313.06,195,1374,285.31,42.36,723.09,0,242.95,0.335988604461409
2005,193,"WESTMORELAND",242.88,265,1673,472.1,34.43,1324.5267,995.233,-557.563,-0.420952631607955
2005,143,"PITTSYLVANIA",296.4,212,5606,1265.56,47.63,1570.2843,18.065,1199.865,0.764106856318948
2005,117,"MECKLENBURG",204.66,303,4163,1343.21,76.15,607.0062,4.5432,1262.5168,2.07990758578743
2005,121,"MONTGOMERY",276.9,231,384,94.46,10.09,12506.3255,35.35,49.02,0.00391961651725761
2005,89,"HENRY",397.72,110,525,61.5,4.69,1578.60589,0,56.81,0.0359874496604089
2005,93,"ISLE OF WIGHT",264.26,244,934,242.68,11.43,14611.228437,105.07,126.18,0.00863582419124148
2005,169,"SCOTT",371.81,136,637,92.25,26.07,406.4095,0,66.18,0.162840681627767
2005,167,"RUSSELL",343.64,164,251,43.83,20.61,1799.0559,0,23.22,0.0129067696006555
2005,59,"FAIRFAX",213.16,295,101,31.73,31.73,35198.8982,32.7057,-32.7057,-0.00092916828856876
2005,31,"CAMPBELL",258.01,250,1328,353.53,34.61,2722.6743,32.07,286.85,0.105355972985825
2005,157,"RAPPAHANNOCK",257.6,250,335,89.18,25.29,16.453,0,63.89,3.88318239834681
2005,23,"BOTETOURT",327.68,180,253,48.49,14.76,1809.00333,0,33.73,0.0186456262631645
2005,197,"WYTHE",312.36,196,1061,221.44,11.48,2564.056,0,209.96,0.0818858870477088
2005,43,"CLARKE",251.84,256,514,140.12,25.62,251.786,29.2,85.3,0.338779757413041
2005,83,"HALIFAX",245.36,263,2617,732.91,62.45,722.645,8.94,661.52,0.915414899431948
2005,800,"SUFFOLK CITY",290.35,218,1167,270.91,25.3,35479.789039,152.55,93.06,0.00262290172857868
2005,113,"MADISON",276,232,333,82.27,17.79,50.277,0,64.48,1.28249497782286
2005,163,"ROCKBRIDGE",292.92,215,700,160.26,13.51,1084.882,0,146.75,0.135268167413599
2005,810,"VIRGINIA BEACH CITY",370.72,137,431,62.88,9.48,8978.146325,0,53.4,0.00594777563953325
2005,15,"AUGUSTA",260.61,247,3813,1002.9,52.34,3908.3343,267.6073,682.9527,0.174742651876018
2005,45,"CRAIG",327.79,180,130,24.92,5.75,1198.794,0,19.17,0.0159910710263815
2005,181,"SURRY",295.9,212,1472,332.31,14.67,93.764,4.17,313.47,3.34318075167442
2005,159,"RICHMOND",290.42,218,243,56.41,4.87,114.6,0,51.54,0.449738219895288
2005,153,"PRINCE WILLIAM",222.22,286,1173,357.24,27.11,21440.0461,0,330.13,0.0153978213694233
2005,199,"YORK",285.41,223,41,9.74,9.74,32390.238,0,0,0
2005,7,"AMELIA",239.64,268,886,252.85,31.11,4.8587,4.8587,216.8813,44.6377220244098
2005,119,"MIDDLESEX",314.86,193,651,133.79,5.34,74.254,6.528,121.922,1.64195868236055
2005,109,"LOUISA",230.81,277,365,107.66,26.55,165.54,0,81.11,0.489972212154162
2005,111,"LUNENBURG",214.66,293,1484,463.02,19.03,212.073,3.43,440.56,2.07739787714608
2005,115,"MATHEWS",349.76,158,117,19.69,3.2,0,0,16.49,Inf
2005,191,"WASHINGTON",329.21,179,836,159.35,29.54,3243.2954,0,129.81,0.0400241063456631
2005,29,"BUCKINGHAM",282.75,225,469,112.37,6.23,409.9652,0,106.14,0.258900023709329
2005,33,"CAROLINE",259.58,248,3411,900.8,20.86,1863.2687,466.696,413.244,0.221784437209727
2005,53,"DINWIDDIE",221.23,287,1885,576.09,35.15,97.664,17.857,523.083,5.35594487221494
2005,141,"PATRICK",409.75,98,432,45.08,13.98,261.056858,0,31.1,0.119131135792648
2005,177,"SPOTSYLVANIA",236.49,272,346,100.22,22.88,3997.795,45.84,31.5,0.00787934348809781
2005,35,"CARROLL",353.31,155,1086,179.25,9.9,177.435,0,169.35,0.954434018091132
2005,57,"ESSEX",247.17,261,246,68.37,10.84,316.611,177.305,-119.775,-0.378303343850972
2005,41,"CHESTERFIELD",219.61,288,571,175.11,14.11,35209.4819,29.9,131.1,0.00372342883011863
2005,125,"NELSON",302.77,205,1016,221.79,31.65,877.142,224.23,-34.09,-0.0388648588255949
2005,147,"PRINCE EDWARD",214.15,294,526,164.67,18.78,401.85,0,145.89,0.363045912653975
2005,97,"KING AND QUEEN",269.99,238,1221,309.45,16.22,186.883,182.923,110.307,0.59024630383716
2005,179,"STAFFORD",235.5,272,221,64.01,7.24,4128.809,0,56.77,0.0137497278270804
2005,107,"LOUDOUN",272.51,235,3666,917.39,60.56,2322.3371,33.6267,823.2033,0.354471923994152
2005,71,"GILES",315.84,192,193,39.46,6.54,25597.63683,0,32.92,0.00128605621755749
2005,1,"ACCOMACK",359.29,149,9716,1541.58,9.2,2827.836075,1250.301408,282.07859,0.0997506865740087
2005,127,"NEW KENT",249.65,258,495,135.99,4.95,12385.4896,34.64,96.4,0.00778330151760815
2005,185,"TAZEWELL",301.04,207,330,72.74,6.39,1707.893,0,66.35,0.0388490379666642
2005,21,"BLAND",322.57,185,801,157.8,4.14,63.2248,0,153.66,2.43037542230264
2005,91,"HIGHLAND",304.23,204,20,4.34,1.96,2381.148,0,2.38,0.000999517879611011
2005,61,"FAUQUIER",252.25,256,920,250.8,59.16,1120.304,0,191.64,0.171060712092432
2005,69,"FREDERICK",204.79,303,520,167.78,51.3,1617.911,11,105.48,0.0651951806990619
2005,17,"BATH",310.66,197,109,22.87,3.99,4057.23,0,18.88,0.00465342117651698
2005,3,"ALBEMARLE",263.9,244,1456,378.31,43.65,4157.448,0,334.66,0.0804964968894379
2005,51,"DICKENSON",332.97,175,12,2.24,2.24,1764.7057,0,0,0
2005,49,"CUMBERLAND",268.01,240,222,56.74,6.9,0,0,49.84,Inf
2005,85,"HANOVER",210.04,298,3569,1132.55,88.22,1024.573175,230.07,814.26,0.794730937592622
2005,81,"GREENSVILLE",193.27,315,734,246.21,3.02,998.742,45.906,197.284,0.197532495879817
2005,5,"ALLEGHANY",311.65,196,191,39.86,2.3,15618.3896,0,37.56,0.00240485741244411
2005,165,"ROCKINGHAM",251.42,257,5645,1544.87,95.78,8798.436,282.463,1166.627,0.132594815714975
2005,171,"SHENANDOAH",243.66,264,1110,312.05,35.14,1818.9567,26.2298,250.6802,0.13781537515434
2005,145,"POWHATAN",220.08,288,230,70.54,9.81,2.2,2.2,58.53,26.6045454545455
2005,175,"SOUTHAMPTON",228.66,279,3507,1041.92,26.74,3949.061489,219.199,795.981,0.201562067903268
2005,139,"PAGE",254.71,253,1005,270.76,12.66,702.801,24.6,233.5,0.332241985996036
2005,133,"NORTHUMBERLAND",355.16,153,62,10.1,1.63,968.935,0,8.47,0.00874155645115514
2005,75,"GOOCHLAND",223.2,285,112,33.99,9.71,938.6456,0,24.28,0.0258670578118088
2005,65,"FLUVANNA",248.66,259,264,72.81,16.82,83.689,0,55.99,0.66902460299442
2005,95,"JAMES CITY",311.96,196,102,21.29,5.64,2607.527206,0,15.65,0.00600185492369509
2005,63,"FLOYD",305.03,203,779,168.39,42.37,67.169,13.61,112.41,1.6735398770266
2005,149,"PRINCE GEORGE",220.78,287,8,2.44,2.44,185.052505,0,0,0
2005,77,"GRAYSON",342.38,166,619,109.42,13.61,79.08835,0,95.81,1.21143000201673
2005,131,"NORTHAMPTON",346.28,162,9338,1610.88,8.28,870.96368,628.16443,974.43557,1.11880161294441
2005,137,"ORANGE",219.54,288,1556,477.19,16.25,762.0093,118.58,342.36,0.449285855172634
2005,79,"GREENE",296,212,154,34.77,10.61,248.943,0,24.16,0.0970503287901247
2005,195,"WISE",344.29,164,115,20.08,2.62,2459.7697,0,17.46,0.00709822549647636
2005,183,"SUSSEX",246.29,262,1645,458.95,6.97,483.2056,28.986,422.994,0.875391344802295
2005,87,"HENRICO",244.24,264,49,13.78,13.78,10428.254,0,0,0
2005,101,"KING WILLIAM",245.29,263,2690,753.36,4.76,7179.57383,195.44,553.16,0.0770463558280589
2005,103,"LANCASTER",315.33,193,12,2.47,2.47,15.575,0,0,0
2005,187,"WARREN",205.08,303,151,48.72,22.59,3703.838,0,26.13,0.00705484419134962
2005,9,"AMHERST",326.89,181,176,33.92,6.94,6454.229,0,26.98,0.00418020494779469
2005,155,"PULASKI",288.04,220,320,74.97,6.56,1759.545,0,68.41,0.0388793693824256
2005,19,"BEDFORD",273.82,234,676,168.44,39.62,5161.29369,0,128.82,0.0249588587159046
2005,173,"SMYTH",312.17,196,452,94.34,13.78,2275.438,0,80.56,0.0354041727350954
2006,67,"FRANKLIN",319.47,189,1126,226.62,48.7,496.768172,0,177.92,0.358154990654272
2006,37,"CHARLOTTE",355.59,152,1454,235.34,32.7,98.74281,0,202.64,2.05220005385709
2006,99,"KING GEORGE",283.69,224,672,160.29,8.11,868.389,0,152.18,0.175244043855922
2006,135,"NOTTOWAY",359.15,149,457,72.51,8.73,201.999679,0,63.78,0.315743076007561
2006,25,"BRUNSWICK",355.55,152,2115,342.33,20.39,911.0859,0,321.94,0.353358558177665
2006,161,"ROANOKE",231.61,276,96,28.21,24.1,7539.406933,0,4.11,0.000545135716446147
2006,36,"CHARLES CITY",280.46,228,1435,348.4,5.1,61.735637,0,343.3,5.56080760938775
2006,550,"CHESAPEAKE CITY",345.81,162,314,54.17,32.6,3382.729358,2.58346,18.98654,0.00561278718768846
2006,11,"APPOMATTOX",289.39,219,508,118.47,18.89,102.81287,0,99.58,0.968555784893467
2006,73,"GLOUCESTER",302.85,205,98,21.39,12.66,506.572,0,8.73,0.0172334830981578
2006,47,"CULPEPER",248.15,260,1266,350.51,46.24,971.7215,205.4705,98.7995,0.101674708236877
2006,105,"LEE",258.73,249,1374,364.32,54.09,723.196,0,310.23,0.428970846077689
2006,193,"WESTMORELAND",328.76,179,1673,318.89,23.25,734.3055,397.449,-101.809,-0.138646653198158
2006,143,"PITTSYLVANIA",287.34,221,5606,1319.29,49.66,1371.361639,10.906,1258.724,0.917864379608769
2006,117,"MECKLENBURG",339.26,169,4163,749.18,42.47,611.3227,0.4052,706.3048,1.15537145929637
2006,121,"MONTGOMERY",258.34,250,384,102.23,10.91,8707.01808,22.94,68.38,0.00785343493854328
2006,89,"HENRY",322.04,186,525,103.98,7.92,1208.06602,0,96.06,0.0795155218420927
2006,93,"ISLE OF WIGHT",334.61,173,934,172.06,8.11,15157.481984,70.595,93.355,0.00615900451661721
2006,169,"SCOTT",345.46,163,637,110.57,31.24,357.13391,0,79.33,0.222129564789857
2006,167,"RUSSELL",379.82,128,251,34.21,16.08,1135.0112,0,18.13,0.0159734106588552
2006,59,"FAIRFAX",228.74,279,101,30.01,30.01,31759.7442,31.8232,-31.8232,-0.00100199799468158
2006,31,"CAMPBELL",279.75,228,1328,322.42,31.56,2223.654,42.35,248.51,0.111757494646199
2006,157,"RAPPAHANNOCK",241.61,266,335,94.89,26.91,15.858,0,67.98,4.28679530836171
2006,23,"BOTETOURT",236.18,272,253,73.28,22.3,2088.8288,0,50.98,0.0244060212115038
2006,197,"WYTHE",258.83,249,1061,281.33,14.58,2595.4949,0,266.75,0.102774233923557
2006,43,"CLARKE",206.28,302,514,165.3,30.23,262.635,34.1,100.97,0.384449901955185
2006,83,"HALIFAX",292.68,215,2617,599.15,51.05,759.651137,11.111,536.989,0.706888957108215
2006,800,"SUFFOLK CITY",320.73,187,1167,232.38,21.71,37406.432412,159.178,51.492,0.0013765546907243
2006,113,"MADISON",275.17,233,333,82.62,17.86,51.048,0,64.76,1.26860993574675
2006,163,"ROCKBRIDGE",263.28,245,700,182.62,15.39,1053.795,0,167.23,0.158693104446311
2006,810,"VIRGINIA BEACH CITY",353.79,154,431,70.68,10.66,8931.85364,0,60.02,0.00671976976102801
2006,15,"AUGUSTA",279.48,229,3813,929.81,48.53,3657.043,323.528,557.752,0.15251447686013
2006,45,"CRAIG",250.75,257,130,35.58,8.21,999.3863,0,27.37,0.02738680728363
2006,181,"SURRY",262.22,246,1472,385.6,17.03,108.59315,18.209,350.361,3.22636372552044
2006,159,"RICHMOND",308.18,200,243,51.75,4.47,114.1941,0,47.28,0.414031898320491
2006,153,"PRINCE WILLIAM",215.12,293,1173,365.98,27.77,26785.702564,0,338.21,0.0126265121921631
2006,199,"YORK",290.97,217,41,9.47,9.47,31176.6337,0,0,0
2006,7,"AMELIA",322.16,186,886,175.49,21.59,8.53,8.53,145.37,17.042203985932
2006,119,"MIDDLESEX",301.64,206,651,142.8,5.7,110.377,19.2,117.9,1.06815731538273
2006,109,"LOUISA",297.02,211,365,82.01,20.22,221.459567,0,61.79,0.279012556725535
2006,111,"LUNENBURG",354.71,153,1484,241.78,9.94,183.627,0,231.84,1.26255942753517
2006,115,"MATHEWS",352.12,156,117,19.44,3.16,4.6253,0,16.28,3.51977169048494
2006,191,"WASHINGTON",364.21,144,836,128.19,23.77,4427.914,0,104.42,0.0235822104946031
2006,29,"BUCKINGHAM",303.45,205,469,102.38,5.68,266.01738,0,96.7,0.363510083438909
2006,33,"CAROLINE",260.38,248,3411,900.8,20.86,2022.56685,501.318,378.622,0.1871987568668
2006,53,"DINWIDDIE",320.31,188,1885,377.37,23.02,39.726,8.35,346,8.70966117907668
2006,141,"PATRICK",301.02,207,432,95.22,29.54,268.720697,0,65.68,0.244417347577809
2006,177,"SPOTSYLVANIA",238.79,269,346,99.11,22.63,4185.1944,24.22,52.26,0.0124868751616412
2006,35,"CARROLL",263.36,245,1086,283.33,15.65,174.11082,0,267.68,1.53741163243043
2006,57,"ESSEX",290.1,218,246,57.11,9.05,306.1494,156.27,-108.21,-0.353454881832203
2006,41,"CHESTERFIELD",314.9,193,571,117.35,9.45,34091.1185,36.7,71.2,0.00208852050424805
2006,125,"NELSON",270.61,237,1016,256.41,36.59,895.2814,283.306,-63.486,-0.0709117825970695
2006,147,"PRINCE EDWARD",306.31,202,526,113.14,12.91,426.4830845,7.6,92.63,0.217195015151885
2006,97,"KING AND QUEEN",270.16,238,1221,309.45,16.22,217.1932,213.1932,80.0368,0.368505091319618
2006,179,"STAFFORD",200.2,308,221,72.48,8.2,4430.580164,0,64.28,0.0145082579753995
2006,107,"LOUDOUN",213.26,295,3666,1151.62,76.02,2376.895815,47.889,1027.711,0.432375282717219
2006,71,"GILES",293.33,215,193,44.19,7.33,25563.852,0,36.86,0.00144187972923642
2006,1,"ACCOMACK",314.29,194,9716,2007.16,11.98,4376.8185,2770.149171,-774.96917,-0.177062213112104
2006,127,"NEW KENT",295.04,213,495,112.27,4.08,10258.3849,31.317,76.873,0.00749367475965929
2006,185,"TAZEWELL",378.87,129,330,45.33,3.98,1776.9378,0,41.35,0.023270369958926
2006,21,"BLAND",292.26,216,801,184.24,4.83,58.613,0,179.41,3.06092505075666
2006,91,"HIGHLAND",248.73,259,20,5.52,2.48,2141.012,0,3.04,0.0014198892860012
2006,61,"FAUQUIER",228.85,279,920,273.33,64.47,1175.0026,0,208.86,0.177752798164021
2006,69,"FREDERICK",225.29,283,520,156.71,47.92,1618.341,12,96.79,0.0598081615679267
2006,17,"BATH",264.89,243,109,28.21,4.92,4823.785,0,23.29,0.00482815880060989
2006,3,"ALBEMARLE",272.23,236,1456,365.9,42.22,4201.8682,0,323.68,0.0770324019206504
2006,51,"DICKENSON",333.98,174,12,2.22,2.22,1963.2746,0,0,0
2006,49,"CUMBERLAND",289.29,219,222,51.77,6.3,2.1348,0,45.47,21.2994191493348
2006,85,"HANOVER",249.47,259,3569,984.33,76.67,1146.637205,357.45,550.21,0.479846631175726
2006,81,"GREENSVILLE",322.97,185,734,144.6,1.77,991.9313,33.005,109.825,0.110718353176273
2006,5,"ALLEGHANY",243.88,264,191,53.69,3.09,15004.971681,0,50.6,0.00337221562797563
2006,165,"ROCKINGHAM",306.21,202,5645,1214.25,75.29,9151.0729,79.71,1059.25,0.115751454673692
2006,171,"SHENANDOAH",256.2,252,1110,297.86,33.54,1790.9911,8.2,256.12,0.143004619062596
2006,145,"POWHATAN",296.5,212,230,51.92,7.22,45.9092,3.8,40.9,0.890888972145017
2006,175,"SOUTHAMPTON",357.72,150,3507,560.17,14.38,3841.919299,186.6492,359.1408,0.0934795273012318
2006,139,"PAGE",281.61,226,1005,241.86,11.31,570.6045,5.97,224.58,0.393582595300247
2006,133,"NORTHUMBERLAND",340.49,168,62,11.09,1.79,579.2318,0,9.3,0.0160557483204479
2006,75,"GOOCHLAND",275.02,233,112,27.79,7.94,949.9455,0,19.85,0.0208959356089376
2006,65,"FLUVANNA",300.74,207,264,58.19,13.45,101.551,0,44.74,0.440566808795581
2006,95,"JAMES CITY",293.12,215,102,23.35,6.18,2498.04395,0,17.17,0.00687337786831172
2006,63,"FLOYD",241.48,267,779,221.48,55.73,50.202,1.316,164.434,3.27544719333891
2006,149,"PRINCE GEORGE",260.66,247,8,2.1,2.1,323.8854,76.9,-76.9,-0.237429658762019
2006,77,"GRAYSON",305.64,202,619,133.15,16.56,78.86605,0,116.59,1.47832939522139
2006,131,"NORTHAMPTON",342.65,165,9338,1640.71,8.43,846.277912,596.980465,1035.29953,1.22335643565751
2006,137,"ORANGE",265.78,242,1556,400.98,13.66,697.732574,25,362.32,0.519282048024319
2006,79,"GREENE",263.51,244,154,40.01,12.21,237.7412,0,27.8,0.116933875996251
2006,195,"WISE",343.63,164,115,20.08,2.62,2000.32736,0,17.46,0.0087285713074484
2006,183,"SUSSEX",281.2,227,1645,397.64,6.04,489.5119,27.2,364.4,0.744414997878499
2006,87,"HENRICO",306.62,201,49,10.49,10.49,10440.1337,0,0,0
2006,101,"KING WILLIAM",262.64,245,2690,701.8,4.44,7090.452195,347.12,350.24,0.0493960032967968
2006,103,"LANCASTER",313.37,195,12,2.49,2.49,202.4142,0,0,0
2006,187,"WARREN",220.67,287,151,46.15,21.39,4149.016,0,24.76,0.00596768004751006
2006,9,"AMHERST",273.57,234,176,43.86,8.97,6473.8181,0,34.89,0.00538940073092261
2006,155,"PULASKI",259.43,249,320,84.85,7.42,1663.359,0,77.43,0.0465503838918718
2006,19,"BEDFORD",269.09,239,676,172.04,40.47,4616.026469,11.513,120.057,0.0260087330101486
2006,173,"SMYTH",352.16,156,452,75.09,10.96,2679.144173,0,64.13,0.0239367484013336
2007,67,"FRANKLIN",249.5,258,1126,309.35,66.49,492.8103,0,242.86,0.492806258310754
2007,37,"CHARLOTTE",231.06,277,1454,428.88,59.58,119.47302,23.2,346.1,2.89688835186388
2007,99,"KING GEORGE",187.45,321,672,229.7,11.62,1242.0798,175.802,42.278,0.0340380706618045
2007,135,"NOTTOWAY",243.11,265,457,128.96,15.52,464.577845,0,113.44,0.244178669346576
2007,25,"BRUNSWICK",200.65,307,2115,691.42,41.19,931.0598,0,650.23,0.698376194525851
2007,161,"ROANOKE",235.72,272,96,27.81,23.75,4487.925,0,4.06,0.000904649698914309
2007,36,"CHARLES CITY",310.18,198,1435,302.56,4.43,45.210129,11.9,286.23,6.33110336845091
2007,550,"CHESAPEAKE CITY",297.57,210,314,70.22,42.26,4509.785158,1.440575,26.51943,0.00588041981400303
2007,11,"APPOMATTOX",246.72,261,508,141.19,22.51,97.49015,0,118.68,1.21735375317404
2007,73,"GLOUCESTER",265.47,243,98,25.36,15.01,507.53728,0,10.35,0.0203925906684136
2007,47,"CULPEPER",212.79,295,1266,397.69,52.46,1255.77563,410.727,-65.497,-0.0521566101740643
2007,105,"LEE",230.55,277,1374,405.28,60.17,766.738,0,345.11,0.450101599242505
2007,193,"WESTMORELAND",175.57,332,1673,591.46,43.13,1235.92386,863.926,-315.596,-0.255352299776784
2007,143,"PITTSYLVANIA",217.54,290,5606,1731.19,65.16,1073.054393,65.3438,1600.6862,1.49171021566285
2007,117,"MECKLENBURG",191.51,316,4163,1400.84,79.41,713.222,7.17,1314.26,1.84270816099335
2007,121,"MONTGOMERY",203.37,305,384,124.72,13.32,8688.827583,46.54,64.86,0.0074647585511883
2007,89,"HENRY",240.14,268,525,149.83,11.42,1111.62384,0,138.41,0.124511543401228
2007,93,"ISLE OF WIGHT",255.19,253,934,251.63,11.85,15366.273684,123,116.78,0.00759976051458697
2007,169,"SCOTT",270.35,238,637,161.44,45.62,397.3463,0,115.82,0.291483776242537
2007,167,"RUSSELL",310.95,197,251,52.65,24.75,644.75017,0,27.9,0.0432725748641524
2007,59,"FAIRFAX",202.2,306,101,32.91,32.91,34091.9674,17.4,-17.4,-0.000510384155770371
2007,31,"CAMPBELL",242.45,266,1328,376.16,36.82,2235.9818,59.51,279.83,0.125148603624591
2007,157,"RAPPAHANNOCK",246.93,261,335,93.11,26.4,14.271,0,66.71,4.6745147501927
2007,23,"BOTETOURT",238.53,269,253,72.47,22.06,659.376353,0,50.41,0.0764510279609618
2007,197,"WYTHE",209.39,299,1061,337.82,17.51,3002.4423,0,320.31,0.106683149248197
2007,43,"CLARKE",191.58,316,514,172.96,31.63,258.64086,44,97.33,0.376313317238429
2007,83,"HALIFAX",215.03,293,2617,816.52,69.58,698.41449,9.12,737.82,1.05642138094815
2007,800,"SUFFOLK CITY",314.63,193,1167,239.84,22.4,38298.190706,180.6075,36.8325,0.000961729505259099
2007,113,"MADISON",289.26,219,333,77.66,16.79,105.548,0,60.87,0.576704437791337
2007,163,"ROCKBRIDGE",263.87,244,700,181.88,15.33,1052.877009,0,166.55,0.158185617670753
2007,810,"VIRGINIA BEACH CITY",250.71,257,431,117.95,17.79,13960.175028,0,100.16,0.00717469514523339
2007,15,"AUGUSTA",263.68,244,3813,990.72,51.71,4114.81766,592.1592,346.8508,0.0842931154329691
2007,45,"CRAIG",239.52,268,130,37.1,8.56,32.0455,0,28.54,0.890608665803311
2007,181,"SURRY",277.11,231,1472,362.09,15.99,103.262,39.699,306.401,2.96721930623075
2007,159,"RICHMOND",219.4,289,243,74.78,6.46,113.77872,0,68.32,0.600463777409343
2007,153,"PRINCE WILLIAM",206.26,302,1173,377.22,28.62,28178.8243,2.632,345.968,0.0122775881746067
2007,199,"YORK",278.94,229,41,10,10,32214.1923,0,0,0
2007,7,"AMELIA",245.76,262,886,247.19,30.41,15.681,15.681,201.099,12.8243734455711
2007,119,"MIDDLESEX",266.65,241,651,167.07,6.67,160.215729,90.576,69.824,0.435812391428809
2007,109,"LOUISA",278.76,229,365,89.01,21.95,196.042254,0,67.06,0.342069113324926
2007,111,"LUNENBURG",206.45,302,1484,477.24,19.62,216.203,8.66,448.96,2.07656693015361
2007,115,"MATHEWS",252.32,256,117,31.89,5.18,5.9702,0,26.71,4.47388697196074
2007,191,"WASHINGTON",290.22,218,836,194.07,35.98,3408.1964,0,158.09,0.0463852376582523
2007,29,"BUCKINGHAM",272.59,235,469,117.36,6.51,161.28066,0,110.85,0.687311175437898
2007,33,"CAROLINE",221.7,286,3411,1038.82,24.06,2399.616658,541.364,473.396,0.197279844020819
2007,53,"DINWIDDIE",266.9,241,1885,483.75,29.51,156.3327,97.3087,356.9313,2.28315189336588
2007,141,"PATRICK",276.37,232,432,106.72,33.1,285.815066,1,72.62,0.254080377974197
2007,177,"SPOTSYLVANIA",240.3,268,346,98.74,22.55,4155.78188,25.43,50.76,0.0122143080329327
2007,35,"CARROLL",257.15,251,1086,290.27,16.04,163.0234,0,274.23,1.68215115130711
2007,57,"ESSEX",212.84,295,246,77.28,12.25,386.04285,237.039,-172.009,-0.445569708129551
2007,41,"CHESTERFIELD",254.63,253,571,153.83,12.39,33392.7401,37.9,103.54,0.00310067396954945
2007,125,"NELSON",271.92,236,1016,255.33,36.44,1060.2098,468.463,-249.573,-0.235399635053364
2007,147,"PRINCE EDWARD",221.93,286,526,160.19,18.27,30.883163,0,141.92,4.59538422278832
2007,97,"KING AND QUEEN",250.93,257,1221,334.15,17.51,298.32,293.42,23.22,0.0778358809332261
