"COUNTYFP","YEAR","County_Name","Facility_withdrawal_mg","parm_Coeff","Unreported_Coeff_Based"
33,2003,"CAROLINE",129.274,-0.0592958633919174,-7.67
36,2003,"CHARLES CITY",140,2.96890538454136,415.65
41,2003,"CHESTERFIELD",15.4,0.731932649070232,11.27
43,2003,"CLARKE",1.5,0.980337102294103,1.47
47,2003,"CULPEPER",5.302,9.04998122009693,47.98
53,2003,"DINWIDDIE",0.217,12.1093510953536,2.63
57,2003,"ESSEX",24.42,-0.762825994014536,-18.63
59,2003,"FAIRFAX",54.1,-1,-54.1
63,2003,"FLOYD",10.5,-0.296317407454848,-3.11
69,2003,"FREDERICK",6,6.6464349046845,39.88
83,2003,"HALIFAX",0.015,101.571720625881,1.52
85,2003,"HANOVER",75.178,1.19771816417157,90.04
93,2003,"ISLE OF WIGHT",2,3.77909964125212,7.56
97,2003,"KING AND QUEEN",62.029,-0.613183965479662,-38.04
101,2003,"KING WILLIAM",24.1,1.31713771822969,31.74
107,2003,"LOUDOUN",0.97,101.749643839691,98.7
119,2003,"MIDDLESEX",12,3.85238200383612,46.23
121,2003,"MONTGOMERY",10.4,1.72171170004054,17.91
125,2003,"NELSON",125.38,-0.382185189312319,-47.92
127,2003,"NEW KENT",5.62,4.54063725105499,25.52
131,2003,"NORTHAMPTON",457.66466,1.75264956898963,802.13
145,2003,"POWHATAN",4.81,31.5062661144322,151.55
147,2003,"PRINCE EDWARD",0.744,243.704114380151,181.32
161,2003,"ROANOKE",0.4,-0.935024154589372,-0.37
165,2003,"ROCKINGHAM",32.521,3.17150275505883,103.14
175,2003,"SOUTHAMPTON",50.95,4.06897308943295,207.31
177,2003,"SPOTSYLVANIA",1.2,23.1028232286482,27.72
181,2003,"SURRY",8.661,5.64249604991228,48.87
183,2003,"SUSSEX",18.9,4.84763210073762,91.62
193,2003,"WESTMORELAND",223.695,-0.0785017695294748,-17.56
550,2003,"CHESAPEAKE CITY",0.983792,14.0206723847515,13.79
800,2003,"SUFFOLK CITY",196.69,-0.304622913943818,-59.92
1,2004,"ACCOMACK",2178.6459,-0.310370869622373,-676.19
15,2004,"AUGUSTA",87.989,1.21073205742989,106.53
19,2004,"BEDFORD",0.05,3.74174069211058,0.19
31,2004,"CAMPBELL",5.34,0.588039769423839,3.14
33,2004,"CAROLINE",155.723,-0.0592958633919174,-9.23
36,2004,"CHARLES CITY",13.79,2.96890538454136,40.94
37,2004,"CHARLOTTE",18.2,7.65365876891024,139.3
41,2004,"CHESTERFIELD",15.8,0.731932649070232,11.56
47,2004,"CULPEPER",26.4275,9.04998122009693,239.17
57,2004,"ESSEX",28.5,-0.762825994014536,-21.74
59,2004,"FAIRFAX",17.4,-1,-17.4
63,2004,"FLOYD",17.6218,-0.296317407454848,-5.22
69,2004,"FREDERICK",6,6.6464349046845,39.88
81,2004,"GREENSVILLE",24.75,0.548396388033447,13.57
85,2004,"HANOVER",86.391,1.19771816417157,103.47
93,2004,"ISLE OF WIGHT",3,3.77909964125212,11.34
97,2004,"KING AND QUEEN",149.5326,-0.613183965479662,-91.69
99,2004,"KING GEORGE",7.4,-0.141614716055531,-1.05
101,2004,"KING WILLIAM",45.04,1.31713771822969,59.32
107,2004,"LOUDOUN",39.1085,101.749643839691,3979.28
117,2004,"MECKLENBURG",0.567,171.749461705626,97.38
119,2004,"MIDDLESEX",14.5,3.85238200383612,55.86
121,2004,"MONTGOMERY",10,1.72171170004054,17.22
125,2004,"NELSON",170.87,-0.382185189312319,-65.3
127,2004,"NEW KENT",13.3597,4.54063725105499,60.66
131,2004,"NORTHAMPTON",459.486102,1.75264956898963,805.32
139,2004,"PAGE",5.13,2.00549350780367,10.29
143,2004,"PITTSYLVANIA",5.618,23.1222339199659,129.9
145,2004,"POWHATAN",2.2,31.5062661144322,69.31
147,2004,"PRINCE EDWARD",8.3,243.704114380151,2022.74
161,2004,"ROANOKE",5.25,-0.935024154589372,-4.91
165,2004,"ROCKINGHAM",11.67,3.17150275505883,37.01
171,2004,"SHENANDOAH",5.78,5.24639536345211,30.32
175,2004,"SOUTHAMPTON",81.473,4.06897308943295,331.51
177,2004,"SPOTSYLVANIA",15.52,23.1028232286482,358.56
183,2004,"SUSSEX",18.4,4.84763210073762,89.2
193,2004,"WESTMORELAND",161.042,-0.0785017695294748,-12.64
550,2004,"CHESAPEAKE CITY",0.98581,14.0206723847515,13.82
1,2005,"ACCOMACK",1250.301408,-0.310370869622373,-388.06
7,2005,"AMELIA",4.8587,4.35629543290733,21.17
15,2005,"AUGUSTA",267.6073,1.21073205742989,324
31,2005,"CAMPBELL",32.07,0.588039769423839,18.86
33,2005,"CAROLINE",466.696,-0.0592958633919174,-27.67
36,2005,"CHARLES CITY",80.08,2.96890538454136,237.75
37,2005,"CHARLOTTE",22.31,7.65365876891024,170.75
41,2005,"CHESTERFIELD",29.9,0.731932649070232,21.88
43,2005,"CLARKE",29.2,0.980337102294103,28.63
47,2005,"CULPEPER",222.2452,9.04998122009693,2011.31
53,2005,"DINWIDDIE",17.857,12.1093510953536,216.24
57,2005,"ESSEX",177.305,-0.762825994014536,-135.25
59,2005,"FAIRFAX",32.7057,-1,-32.71
63,2005,"FLOYD",13.61,-0.296317407454848,-4.03
67,2005,"FRANKLIN",1.3,17.7307366638442,23.05
69,2005,"FREDERICK",11,6.6464349046845,73.11
81,2005,"GREENSVILLE",45.906,0.548396388033447,25.17
83,2005,"HALIFAX",8.94,101.571720625881,908.05
85,2005,"HANOVER",230.07,1.19771816417157,275.56
93,2005,"ISLE OF WIGHT",105.07,3.77909964125212,397.07
97,2005,"KING AND QUEEN",182.923,-0.613183965479662,-112.17
101,2005,"KING WILLIAM",195.44,1.31713771822969,257.42
107,2005,"LOUDOUN",33.6267,101.749643839691,3421.5
111,2005,"LUNENBURG",3.43,23.7433296436494,81.44
117,2005,"MECKLENBURG",4.5432,171.749461705626,780.29
119,2005,"MIDDLESEX",6.528,3.85238200383612,25.15
121,2005,"MONTGOMERY",35.35,1.72171170004054,60.86
125,2005,"NELSON",224.23,-0.382185189312319,-85.7
127,2005,"NEW KENT",34.64,4.54063725105499,157.29
131,2005,"NORTHAMPTON",628.16443,1.75264956898963,1100.95
137,2005,"ORANGE",118.58,323.060543049543,38308.52
139,2005,"PAGE",24.6,2.00549350780367,49.34
143,2005,"PITTSYLVANIA",18.065,23.1222339199659,417.7
145,2005,"POWHATAN",2.2,31.5062661144322,69.31
161,2005,"ROANOKE",2.7,-0.935024154589372,-2.52
165,2005,"ROCKINGHAM",282.463,3.17150275505883,895.83
171,2005,"SHENANDOAH",26.2298,5.24639536345211,137.61
175,2005,"SOUTHAMPTON",219.199,4.06897308943295,891.91
177,2005,"SPOTSYLVANIA",45.84,23.1028232286482,1059.03
181,2005,"SURRY",4.17,5.64249604991228,23.53
183,2005,"SUSSEX",28.986,4.84763210073762,140.51
193,2005,"WESTMORELAND",995.233,-0.0785017695294748,-78.13
550,2005,"CHESAPEAKE CITY",1.519815,14.0206723847515,21.31
800,2005,"SUFFOLK CITY",152.55,-0.304622913943818,-46.47
1,2006,"ACCOMACK",2770.149171,-0.310370869622373,-859.77
7,2006,"AMELIA",8.53,4.35629543290733,37.16
15,2006,"AUGUSTA",323.528,1.21073205742989,391.71
19,2006,"BEDFORD",11.513,3.74174069211058,43.08
31,2006,"CAMPBELL",42.35,0.588039769423839,24.9
33,2006,"CAROLINE",501.318,-0.0592958633919174,-29.73
41,2006,"CHESTERFIELD",36.7,0.731932649070232,26.86
43,2006,"CLARKE",34.1,0.980337102294103,33.43
47,2006,"CULPEPER",205.4705,9.04998122009693,1859.5
53,2006,"DINWIDDIE",8.35,12.1093510953536,101.11
57,2006,"ESSEX",156.27,-0.762825994014536,-119.21
59,2006,"FAIRFAX",31.8232,-1,-31.82
63,2006,"FLOYD",1.316,-0.296317407454848,-0.39
69,2006,"FREDERICK",12,6.6464349046845,79.76
81,2006,"GREENSVILLE",33.005,0.548396388033447,18.1
83,2006,"HALIFAX",11.111,101.571720625881,1128.56
85,2006,"HANOVER",357.45,1.19771816417157,428.12
93,2006,"ISLE OF WIGHT",70.595,3.77909964125212,266.79
97,2006,"KING AND QUEEN",213.1932,-0.613183965479662,-130.73
101,2006,"KING WILLIAM",347.12,1.31713771822969,457.2
107,2006,"LOUDOUN",47.889,101.749643839691,4872.69
117,2006,"MECKLENBURG",0.4052,171.749461705626,69.59
119,2006,"MIDDLESEX",19.2,3.85238200383612,73.97
121,2006,"MONTGOMERY",22.94,1.72171170004054,39.5
125,2006,"NELSON",283.306,-0.382185189312319,-108.28
127,2006,"NEW KENT",31.317,4.54063725105499,142.2
131,2006,"NORTHAMPTON",596.980465,1.75264956898963,1046.3
137,2006,"ORANGE",25,323.060543049543,8076.51
139,2006,"PAGE",5.97,2.00549350780367,11.97
143,2006,"PITTSYLVANIA",10.906,23.1222339199659,252.17
145,2006,"POWHATAN",3.8,31.5062661144322,119.72
147,2006,"PRINCE EDWARD",7.6,243.704114380151,1852.15
165,2006,"ROCKINGHAM",79.71,3.17150275505883,252.8
171,2006,"SHENANDOAH",8.2,5.24639536345211,43.02
175,2006,"SOUTHAMPTON",186.6492,4.06897308943295,759.47
177,2006,"SPOTSYLVANIA",24.22,23.1028232286482,559.55
181,2006,"SURRY",18.209,5.64249604991228,102.74
183,2006,"SUSSEX",27.2,4.84763210073762,131.86
193,2006,"WESTMORELAND",397.449,-0.0785017695294748,-31.2
550,2006,"CHESAPEAKE CITY",2.58346,14.0206723847515,36.22
800,2006,"SUFFOLK CITY",159.178,-0.304622913943818,-48.49
1,2007,"ACCOMACK",1779.744198,-0.310370869622373,-552.38
7,2007,"AMELIA",15.681,4.35629543290733,68.31
15,2007,"AUGUSTA",592.1592,1.21073205742989,716.95
19,2007,"BEDFORD",11.9226,3.74174069211058,44.61
31,2007,"CAMPBELL",59.51,0.588039769423839,34.99
33,2007,"CAROLINE",541.364,-0.0592958633919174,-32.1
36,2007,"CHARLES CITY",11.9,2.96890538454136,35.33
37,2007,"CHARLOTTE",23.2,7.65365876891024,177.56
41,2007,"CHESTERFIELD",37.9,0.731932649070232,27.74
43,2007,"CLARKE",44,0.980337102294103,43.13
47,2007,"CULPEPER",410.727,9.04998122009693,3717.07
53,2007,"DINWIDDIE",97.3087,12.1093510953536,1178.35
57,2007,"ESSEX",237.039,-0.762825994014536,-180.82
59,2007,"FAIRFAX",17.4,-1,-17.4
69,2007,"FREDERICK",13.534,6.6464349046845,89.95
81,2007,"GREENSVILLE",44.716,0.548396388033447,24.52
83,2007,"HALIFAX",9.12,101.571720625881,926.33
85,2007,"HANOVER",274.1886,1.19771816417157,328.4
93,2007,"ISLE OF WIGHT",123,3.77909964125212,464.83
97,2007,"KING AND QUEEN",293.42,-0.613183965479662,-179.92
99,2007,"KING GEORGE",175.802,-0.141614716055531,-24.9
101,2007,"KING WILLIAM",702.694,1.31713771822969,925.54
107,2007,"LOUDOUN",32.6308,101.749643839691,3320.17
111,2007,"LUNENBURG",8.66,23.7433296436494,205.62
117,2007,"MECKLENBURG",7.17,171.749461705626,1231.44
119,2007,"MIDDLESEX",90.576,3.85238200383612,348.93
121,2007,"MONTGOMERY",46.54,1.72171170004054,80.13
125,2007,"NELSON",468.463,-0.382185189312319,-179.04
127,2007,"NEW KENT",138.01,4.54063725105499,626.65
131,2007,"NORTHAMPTON",907.219324,1.75264956898963,1590.04
137,2007,"ORANGE",70,323.060543049543,22614.24
139,2007,"PAGE",12.17,2.00549350780367,24.41
141,2007,"PATRICK",1,100.28,100.28
143,2007,"PITTSYLVANIA",65.3438,23.1222339199659,1510.89
145,2007,"POWHATAN",3.3,31.5062661144322,103.97
153,2007,"PRINCE WILLIAM",2.632,51.0649825550898,134.4
165,2007,"ROCKINGHAM",167.963,3.17150275505883,532.7
171,2007,"SHENANDOAH",29.928,5.24639536345211,157.01
175,2007,"SOUTHAMPTON",259.1787,4.06897308943295,1054.59
177,2007,"SPOTSYLVANIA",25.43,23.1028232286482,587.5
181,2007,"SURRY",39.699,5.64249604991228,224
183,2007,"SUSSEX",41.22,4.84763210073762,199.82
193,2007,"WESTMORELAND",863.926,-0.0785017695294748,-67.82
550,2007,"CHESAPEAKE CITY",1.440575,14.0206723847515,20.2
800,2007,"SUFFOLK CITY",180.6075,-0.304622913943818,-55.02
1,2008,"ACCOMACK",2783.347352,-0.310370869622373,-863.87
7,2008,"AMELIA",13.47,4.35629543290733,58.68
15,2008,"AUGUSTA",922.6669,1.21073205742989,1117.1
31,2008,"CAMPBELL",38.75,0.588039769423839,22.79
33,2008,"CAROLINE",702.528,-0.0592958633919174,-41.66
36,2008,"CHARLES CITY",142.45,2.96890538454136,422.92
37,2008,"CHARLOTTE",22,7.65365876891024,168.38
41,2008,"CHESTERFIELD",40.9,0.731932649070232,29.94
43,2008,"CLARKE",41.9,0.980337102294103,41.08
47,2008,"CULPEPER",105.2,9.04998122009693,952.06
53,2008,"DINWIDDIE",23.48,12.1093510953536,284.33
57,2008,"ESSEX",147.5,-0.762825994014536,-112.52
69,2008,"FREDERICK",15.6,6.6464349046845,103.68
81,2008,"GREENSVILLE",47.954467,0.548396388033447,26.3
83,2008,"HALIFAX",2.6,101.571720625881,264.09
85,2008,"HANOVER",543.602,1.19771816417157,651.08
93,2008,"ISLE OF WIGHT",25,3.77909964125212,94.48
97,2008,"KING AND QUEEN",207.08,-0.613183965479662,-126.98
99,2008,"KING GEORGE",201.8,-0.141614716055531,-28.58
101,2008,"KING WILLIAM",907.42551,1.31713771822969,1195.2
107,2008,"LOUDOUN",39.226432,101.749643839691,3991.28
119,2008,"MIDDLESEX",31.654,3.85238200383612,121.94
121,2008,"MONTGOMERY",30.35136,1.72171170004054,52.26
125,2008,"NELSON",443.355,-0.382185189312319,-169.44
127,2008,"NEW KENT",225.571,4.54063725105499,1024.24
131,2008,"NORTHAMPTON",764.50679,1.75264956898963,1339.91
137,2008,"ORANGE",98.4,323.060543049543,31789.16
139,2008,"PAGE",39.59,2.00549350780367,79.4
143,2008,"PITTSYLVANIA",288.26865,23.1222339199659,6665.42
153,2008,"PRINCE WILLIAM",4.391,51.0649825550898,224.23
165,2008,"ROCKINGHAM",152.779031,3.17150275505883,484.54
171,2008,"SHENANDOAH",3.5,5.24639536345211,18.36
175,2008,"SOUTHAMPTON",236.489,4.06897308943295,962.27
177,2008,"SPOTSYLVANIA",48.09,23.1028232286482,1111.01
181,2008,"SURRY",10.626,5.64249604991228,59.96
183,2008,"SUSSEX",55.9,4.84763210073762,270.98
193,2008,"WESTMORELAND",530.56,-0.0785017695294748,-41.65
550,2008,"CHESAPEAKE CITY",1.77664,14.0206723847515,24.91
800,2008,"SUFFOLK CITY",176.5,-0.304622913943818,-53.77
1,2009,"ACCOMACK",2463.225437,-0.310370869622373,-764.51
7,2009,"AMELIA",59.096,4.35629543290733,257.44
15,2009,"AUGUSTA",780.5369,1.21073205742989,945.02
19,2009,"BEDFORD",0.0909,3.74174069211058,0.34
31,2009,"CAMPBELL",25.97,0.588039769423839,15.27
33,2009,"CAROLINE",551.597375,-0.0592958633919174,-32.71
36,2009,"CHARLES CITY",137.192,2.96890538454136,407.31
37,2009,"CHARLOTTE",16.8,7.65365876891024,128.58
41,2009,"CHESTERFIELD",43.2,0.731932649070232,31.62
43,2009,"CLARKE",41.7,0.980337102294103,40.88
47,2009,"CULPEPER",207.627668,9.04998122009693,1879.03
53,2009,"DINWIDDIE",22.991584,12.1093510953536,278.41
57,2009,"ESSEX",183.19,-0.762825994014536,-139.74
63,2009,"FLOYD",15.81,-0.296317407454848,-4.68
69,2009,"FREDERICK",14,6.6464349046845,93.05
81,2009,"GREENSVILLE",36.323675,0.548396388033447,19.92
83,2009,"HALIFAX",10.6064,101.571720625881,1077.31
85,2009,"HANOVER",635.50888,1.19771816417157,761.16
93,2009,"ISLE OF WIGHT",38.283,3.77909964125212,144.68
97,2009,"KING AND QUEEN",221.37,-0.613183965479662,-135.74
99,2009,"KING GEORGE",43.56,-0.141614716055531,-6.17
101,2009,"KING WILLIAM",619.4184,1.31713771822969,815.86
107,2009,"LOUDOUN",32.10989352,101.749643839691,3267.17
111,2009,"LUNENBURG",5.267236,23.7433296436494,125.06
119,2009,"MIDDLESEX",53.98,3.85238200383612,207.95
121,2009,"MONTGOMERY",25.18,1.72171170004054,43.35
125,2009,"NELSON",373.884,-0.382185189312319,-142.89
127,2009,"NEW KENT",78.67,4.54063725105499,357.21
131,2009,"NORTHAMPTON",869.438526,1.75264956898963,1523.82
137,2009,"ORANGE",20.3548,323.060543049543,6575.83
139,2009,"PAGE",28.99566,2.00549350780367,58.15
141,2009,"PATRICK",0.5,100.28,50.14
143,2009,"PITTSYLVANIA",37.009142,23.1222339199659,855.73
145,2009,"POWHATAN",2.85,31.5062661144322,89.79
153,2009,"PRINCE WILLIAM",4.314,51.0649825550898,220.29
165,2009,"ROCKINGHAM",357.451121,3.17150275505883,1133.66
171,2009,"SHENANDOAH",3,5.24639536345211,15.74
175,2009,"SOUTHAMPTON",249.27522,4.06897308943295,1014.29
177,2009,"SPOTSYLVANIA",36.33,23.1028232286482,839.33
181,2009,"SURRY",27.007,5.64249604991228,152.39
183,2009,"SUSSEX",20.28,4.84763210073762,98.31
193,2009,"WESTMORELAND",720.417,-0.0785017695294748,-56.55
550,2009,"CHESAPEAKE CITY",1.246405,14.0206723847515,17.48
800,2009,"SUFFOLK CITY",136.7,-0.304622913943818,-41.64
1,2010,"ACCOMACK",3325.996681,-0.310370869622373,-1032.29
7,2010,"AMELIA",67,4.35629543290733,291.87
15,2010,"AUGUSTA",622.107,1.21073205742989,753.2
31,2010,"CAMPBELL",22.484,0.588039769423839,13.22
33,2010,"CAROLINE",1183.863125,-0.0592958633919174,-70.2
36,2010,"CHARLES CITY",247.16,2.96890538454136,733.79
37,2010,"CHARLOTTE",10.1,7.65365876891024,77.3
41,2010,"CHESTERFIELD",37.05,0.731932649070232,27.12
43,2010,"CLARKE",62.1,0.980337102294103,60.88
47,2010,"CULPEPER",147.502,9.04998122009693,1334.89
53,2010,"DINWIDDIE",29.554526,12.1093510953536,357.89
57,2010,"ESSEX",311.73,-0.762825994014536,-237.8
63,2010,"FLOYD",18.09,-0.296317407454848,-5.36
67,2010,"FRANKLIN",2,17.7307366638442,35.46
69,2010,"FREDERICK",12,6.6464349046845,79.76
81,2010,"GREENSVILLE",40.841,0.548396388033447,22.4
83,2010,"HALIFAX",7.165,101.571720625881,727.76
85,2010,"HANOVER",732.666278,1.19771816417157,877.53
87,2010,"HENRICO",2.2309,-1,-2.23
93,2010,"ISLE OF WIGHT",86.5,3.77909964125212,326.89
97,2010,"KING AND QUEEN",326.15,-0.613183965479662,-199.99
99,2010,"KING GEORGE",179.86,-0.141614716055531,-25.47
101,2010,"KING WILLIAM",925.226,1.31713771822969,1218.65
107,2010,"LOUDOUN",33.229356,101.749643839691,3381.08
111,2010,"LUNENBURG",7.805,23.7433296436494,185.32
119,2010,"MIDDLESEX",24.6,3.85238200383612,94.77
121,2010,"MONTGOMERY",64.82,1.72171170004054,111.6
125,2010,"NELSON",401.27,-0.382185189312319,-153.36
127,2010,"NEW KENT",108.73,4.54063725105499,493.7
131,2010,"NORTHAMPTON",595.271395,1.75264956898963,1043.3
139,2010,"PAGE",31.393,2.00549350780367,62.96
143,2010,"PITTSYLVANIA",15.39507,23.1222339199659,355.97
145,2010,"POWHATAN",5.4,31.5062661144322,170.13
165,2010,"ROCKINGHAM",628.1251,3.17150275505883,1992.1
171,2010,"SHENANDOAH",87.725,5.24639536345211,460.24
175,2010,"SOUTHAMPTON",320.0703,4.06897308943295,1302.36
177,2010,"SPOTSYLVANIA",9.85,23.1028232286482,227.56
181,2010,"SURRY",87.089,5.64249604991228,491.4
183,2010,"SUSSEX",167.27,4.84763210073762,810.86
193,2010,"WESTMORELAND",299.234,-0.0785017695294748,-23.49
550,2010,"CHESAPEAKE CITY",1.533239,14.0206723847515,21.5
800,2010,"SUFFOLK CITY",130,-0.304622913943818,-39.6
1,2011,"ACCOMACK",2912.499712,-0.310370869622373,-903.96
7,2011,"AMELIA",63.5,4.35629543290733,276.62
15,2011,"AUGUSTA",646.28625,1.21073205742989,782.48
19,2011,"BEDFORD",11.5149,3.74174069211058,43.09
31,2011,"CAMPBELL",54.349,0.588039769423839,31.96
33,2011,"CAROLINE",680.9,-0.0592958633919174,-40.37
36,2011,"CHARLES CITY",353.15,2.96890538454136,1048.47
37,2011,"CHARLOTTE",15.9,7.65365876891024,121.69
41,2011,"CHESTERFIELD",32.45,0.731932649070232,23.75
43,2011,"CLARKE",42.2,0.980337102294103,41.37
47,2011,"CULPEPER",205.12,9.04998122009693,1856.33
53,2011,"DINWIDDIE",16.664,12.1093510953536,201.79
57,2011,"ESSEX",278.82,-0.762825994014536,-212.69
63,2011,"FLOYD",16.56,-0.296317407454848,-4.91
69,2011,"FREDERICK",10,6.6464349046845,66.46
81,2011,"GREENSVILLE",27.27,0.548396388033447,14.95
83,2011,"HALIFAX",3.092,101.571720625881,314.06
85,2011,"HANOVER",465.1945,1.19771816417157,557.17
87,2011,"HENRICO",1.9278,-1,-1.93
93,2011,"ISLE OF WIGHT",40.315,3.77909964125212,152.35
97,2011,"KING AND QUEEN",134.53,-0.613183965479662,-82.49
99,2011,"KING GEORGE",172.54,-0.141614716055531,-24.43
101,2011,"KING WILLIAM",439.704,1.31713771822969,579.15
107,2011,"LOUDOUN",32.661098,101.749643839691,3323.26
111,2011,"LUNENBURG",3.8123,23.7433296436494,90.52
119,2011,"MIDDLESEX",61.8,3.85238200383612,238.08
121,2011,"MONTGOMERY",42.83,1.72171170004054,73.74
125,2011,"NELSON",428.226,-0.382185189312319,-163.66
127,2011,"NEW KENT",49.382,4.54063725105499,224.23
131,2011,"NORTHAMPTON",1410.28676,1.75264956898963,2471.74
137,2011,"ORANGE",38,323.060543049543,12276.3
139,2011,"PAGE",33.46708,2.00549350780367,67.12
141,2011,"PATRICK",0.5,100.28,50.14
143,2011,"PITTSYLVANIA",42.67149,23.1222339199659,986.66
145,2011,"POWHATAN",3.78,31.5062661144322,119.09
147,2011,"PRINCE EDWARD",3.1968,243.704114380151,779.07
153,2011,"PRINCE WILLIAM",71.3,51.0649825550898,3640.93
165,2011,"ROCKINGHAM",375.030958,3.17150275505883,1189.41
171,2011,"SHENANDOAH",79.554,5.24639536345211,417.37
175,2011,"SOUTHAMPTON",241.2895,4.06897308943295,981.8
177,2011,"SPOTSYLVANIA",8.505,23.1028232286482,196.49
181,2011,"SURRY",29.74,5.64249604991228,167.81
183,2011,"SUSSEX",41.1,4.84763210073762,199.24
193,2011,"WESTMORELAND",241.49,-0.0785017695294748,-18.96
550,2011,"CHESAPEAKE CITY",1.739638,14.0206723847515,24.39
800,2011,"SUFFOLK CITY",142.75,-0.304622913943818,-43.48
1,2012,"ACCOMACK",3414.518315,-0.310370869622373,-1059.77
7,2012,"AMELIA",85.5,4.35629543290733,372.46
15,2012,"AUGUSTA",424.6243,1.21073205742989,514.11
19,2012,"BEDFORD",11.55,3.74174069211058,43.22
31,2012,"CAMPBELL",57.88,0.588039769423839,34.04
33,2012,"CAROLINE",792.39,-0.0592958633919174,-46.99
36,2012,"CHARLES CITY",405.611,2.96890538454136,1204.22
37,2012,"CHARLOTTE",15.3,7.65365876891024,117.1
41,2012,"CHESTERFIELD",22.9,0.731932649070232,16.76
43,2012,"CLARKE",46.58,0.980337102294103,45.66
47,2012,"CULPEPER",93.1449,9.04998122009693,842.96
53,2012,"DINWIDDIE",17.00596,12.1093510953536,205.93
57,2012,"ESSEX",351.4,-0.762825994014536,-268.06
63,2012,"FLOYD",21.1,-0.296317407454848,-6.25
81,2012,"GREENSVILLE",32.252,0.548396388033447,17.69
83,2012,"HALIFAX",2.139,101.571720625881,217.26
85,2012,"HANOVER",560.29,1.19771816417157,671.07
87,2012,"HENRICO",100.69,-1,-100.69
93,2012,"ISLE OF WIGHT",5.75,3.77909964125212,21.73
97,2012,"KING AND QUEEN",246.17,-0.613183965479662,-150.95
99,2012,"KING GEORGE",216.35,-0.141614716055531,-30.64
101,2012,"KING WILLIAM",352.326,1.31713771822969,464.06
107,2012,"LOUDOUN",0.4321,101.749643839691,43.97
111,2012,"LUNENBURG",6.76,23.7433296436494,160.5
119,2012,"MIDDLESEX",88.8,3.85238200383612,342.09
121,2012,"MONTGOMERY",65.645,1.72171170004054,113.02
125,2012,"NELSON",424.98,-0.382185189312319,-162.42
127,2012,"NEW KENT",56.3,4.54063725105499,255.64
131,2012,"NORTHAMPTON",881.646009,1.75264956898963,1545.22
137,2012,"ORANGE",11,323.060543049543,3553.67
139,2012,"PAGE",51.94,2.00549350780367,104.17
143,2012,"PITTSYLVANIA",27.140785,23.1222339199659,627.56
145,2012,"POWHATAN",4,31.5062661144322,126.03
147,2012,"PRINCE EDWARD",0.05148,243.704114380151,12.55
153,2012,"PRINCE WILLIAM",47.42,51.0649825550898,2421.5
