"","County","County_Code","Total.Irri.Area","Irr.Area.Under.TH","Facility_withdrawal_mg","PPT","Irrigation","Vol_Unreported","C_tot","Method1_Unreported"
"26","FLUVANNA",65,264,30,346.654785,285.7,222,7.09,0.0204526240709471,7.09
"27","FRANKLIN",67,872,140,492.8103,249.5,258,38.46,0.0780422000108358,38.46
"28","FREDERICK",69,298,101,2243.941828,202.47,306,32.91,0.0146661555969712,32.91
"29","GILES",71,30,13,22192.279055,246.32,262,3.63,0.000163570401715102,3.63
"30","GLOUCESTER",73,58,58,507.53728,265.47,243,15.01,0.0295741822157379,15.01
"31","GOOCHLAND",75,20,20,949.7262,287.78,220,4.69,0.00493826536532318,4.69
"32","GRAYSON",77,97,37,50.13227,260.92,247,9.73,0.194086563405168,9.73
"33","GREENE",79,154,47,248.5711,291.39,217,10.86,0.0436897129231838,10.86
"34","HALIFAX",83,1549,123,698.41449,215.03,293,38.38,0.0549530408511427,38.38
"35","HANOVER",85,3188,116,1033.164889,272.89,235,29.03,0.0280981286811809,29.03
"36","HENRICO",87,25,25,11258.71137,293.27,215,5.72,0.000508051038171343,5.72
"37","HENRY",89,525,6,1111.62384,240.14,268,1.71,0.00153829014678203,1.71
"38","ISLE OF WIGHT",93,702,44,15366.273684,255.19,253,11.85,0.000771169396282373,11.85
"39","JAMES CITY",95,29,16,5613.277391,298.49,210,3.58,0.000637773576937417,3.58
"40","KING AND QUEEN",97,16,16,298.32,250.93,257,4.38,0.0146822204344328,4.38
"41","KING GEORGE",99,672,21,1242.0798,187.45,321,7.18,0.00578062697742931,7.18
"42","KING WILLIAM",101,2690,0,7165.26171,247.95,260,0,0,0
"43","LEE",105,297,43,766.738,230.55,277,12.68,0.0165375917197269,12.68
"44","LOUDOUN",107,3533,142,2538.796988,177.57,330,49.9,0.0196549784153123,49.9
"45","LOUISA",109,279,54,196.042254,278.76,229,13.17,0.0671793949073856,13.17
"46","LUNENBURG",111,770,35,216.203,206.45,302,11.26,0.0520806834317748,11.26
"47","MADISON",113,69,39,105.548,289.26,219,9.09,0.0861219539924963,9.09
"48","MATHEWS",115,53,19,5.9702,252.32,256,5.18,0.867642625037687,5.18
"49","MECKLENBURG",117,3235,60,713.222,191.51,316,20.19,0.0283081565066697,20.19
"50","MIDDLESEX",119,480,0,160.215729,266.65,241,0,0,0
"51","MONTGOMERY",121,384,38,8688.827583,203.37,305,12.34,0.00142021462413912,12.34
"52","NELSON",125,774,97,1060.2098,271.92,236,24.38,0.0229954486366755,24.38
"53","NEW KENT",127,495,7,10425.07855,290.31,218,1.62,0.000155394512590987,1.62
"54","NORTHAMPTON",131,9286,48,1183.685862,238.36,270,13.8,0.0116584986295967,13.8
"55","NORTHUMBERLAND",133,62,1,987.23769,226.46,282,0.3,0.000303878187632808,0.3
"56","NOTTOWAY",135,386,32,464.577845,243.11,265,9.03,0.0194370009185436,9.03
"57","ORANGE",137,627,39,719.1761,258.99,249,10.34,0.0143775634368272,10.34
"58","PAGE",139,296,47,605.794184,291.6,216,10.81,0.0178443443095188,10.81
"59","PATRICK",141,432,22,285.815066,276.37,232,5.44,0.0190332863698655,5.44
"60","PITTSYLVANIA",143,4187,64,1073.054393,217.54,290,19.76,0.0184147235488742,19.76
"61","POWHATAN",145,28,2,50.1273,242.05,266,0.57,0.0113710493084607,0.57
"62","PRINCE EDWARD",147,123,60,30.883163,221.93,286,18.27,0.591584482457318,18.27
"63","PRINCE GEORGE",149,6,6,255.943891,285.09,223,1.42,0.00554809100718094,1.42
"64","PRINCE WILLIAM",153,685,89,28178.8243,206.26,302,28.62,0.00101565628485075,28.62
"65","PULASKI",155,241,23,1780.94,229.17,279,6.83,0.00383505339876694,6.83
"66","RAPPAHANNOCK",157,132,56,14.271,246.93,261,15.56,1.09032303272371,15.56
"67","RICHMOND",159,243,2,113.77872,219.4,289,0.62,0.00544917362403093,0.62
"68","ROANOKE",161,94,53,4487.925,235.72,272,15.35,0.00342028888628932,15.35
"69","ROCKBRIDGE",163,109,46,1052.877009,263.87,244,11.95,0.0113498536845722,11.95
"70","ROCKINGHAM",165,4808,241,9031.399242,332.69,175,44.91,0.00497265139062269,44.91
"71","RUSSELL",167,134,28,644.75017,310.95,197,5.87,0.00910430159328225,5.87
"72","SCOTT",169,243,84,397.3463,270.35,238,21.29,0.05358046620794,21.29
"73","SHENANDOAH",171,755,125,2007.440633,278.97,229,30.48,0.0151835125278148,30.48
"74","SMYTH",173,188,66,1719.00561,233.52,274,19.26,0.0112041519166421,19.26
"75","SOUTHAMPTON",175,3507,90,5903.591034,249.88,258,24.73,0.00418897580431551,24.73
"76","SPOTSYLVANIA",177,144,79,4155.78188,240.3,268,22.55,0.00542617506191157,22.55
"77","STAFFORD",179,221,11,4652.618,234.59,273,3.2,0.00068778481276563,3.2
"78","SURRY",181,1028,22,103.262,277.11,231,5.41,0.0523910054037303,5.41
"79","SUSSEX",183,1645,0,588.938,252.6,255,0,0,0
"80","TAZEWELL",185,330,29,1247.3252,249.47,259,8,0.00641372434390005,8
"81","WARREN",187,58,58,4304.443,212.2,296,18.28,0.00424677478595953,18.28
"82","WASHINGTON",191,410,123,3408.1964,290.22,218,28.55,0.00837686466660196,28.55
"83","WESTMORELAND",193,1673,5,1235.92386,175.57,332,1.77,0.00143212705675898,1.77
"84","WISE",195,115,5,1773.06878,284.42,224,1.19,0.000671152756973139,1.19
"85","WYTHE",197,164,55,3002.4423,209.39,299,17.51,0.00583191890148896,17.51
"86","YORK",199,17,17,32214.1923,278.94,229,4.15,0.000128825207267419,4.15
"87","CHESAPEAKE CITY",550,239,56,4509.785158,297.57,210,12.52,0.002776185463689,12.52
"88","SUFFOLK CITY",800,616,68,38298.190706,314.63,193,13.98,0.000365030298880668,13.98
"89","VIRGINIA BEACH CITY",810,193,51,13960.175028,250.71,257,13.96,0.000999987462334845,13.96
