"COUNTYFP","YEAR","County_Name","Facility_withdrawal_mg","parm_Coeff","Unreported_Coeff_Based"
181,2012,"SURRY",22.35,13.07658754811,292.26
183,2012,"SUSSEX",71.71,12.4384026985491,891.96
193,2012,"WESTMORELAND",380.14,0.815224827920033,309.9
800,2012,"SUFFOLK CITY",133.01,0.648469455511227,86.25
1,2013,"ACCOMACK",2455.9686,0.514909693744429,1264.6
15,2013,"AUGUSTA",272.9134,2.87142324702369,783.65
19,2013,"BEDFORD",11.55,0.938528138528139,10.84
31,2013,"CAMPBELL",62.55,0.783863165169316,49.03
33,2013,"CAROLINE",352.624,0.776237007796579,273.72
36,2013,"CHARLES CITY",164.02,1.19778262511733,196.46
37,2013,"CHARLOTTE",6.75,14.0788273615635,95.03
41,2013,"CHESTERFIELD",20.6,0.980211081794195,20.19
43,2013,"CLARKE",42.88,2.18157704636778,93.55
47,2013,"CULPEPER",15.4677,2.08115607277407,32.19
53,2013,"DINWIDDIE",2.592,28.3886567006993,73.58
57,2013,"ESSEX",160.99,-0.563346159327348,-90.69
63,2013,"FLOYD",12.113,0.338022551053512,4.09
81,2013,"GREENSVILLE",26.56,1.957956095746,52
83,2013,"HALIFAX",0.05,90.0756578947368,4.5
85,2013,"HANOVER",387.737,3.31456703923812,1285.18
87,2013,"HENRICO",51.54,-1,-51.54
97,2013,"KING AND QUEEN",145.63,-0.299873796480823,-43.67
99,2013,"KING GEORGE",95.19,0.556703101239541,52.99
101,2013,"KING WILLIAM",175.069,1.43950190537085,252.01
107,2013,"LOUDOUN",0.1829,63.6257523566692,11.64
119,2013,"MIDDLESEX",17.41,2.96701631123018,51.66
121,2013,"MONTGOMERY",26.69,3.02364849662201,80.7
125,2013,"NELSON",194.146221,0.0280736669115601,5.45
127,2013,"NEW KENT",47.8,4.10086812732534,196.02
131,2013,"NORTHAMPTON",739.678419,4.63590919989701,3429.08
137,2013,"ORANGE",1.8,21.2545454545455,38.26
139,2013,"PAGE",25.65,5.63446976423706,144.52
145,2013,"POWHATAN",0.5,7.06377906976744,3.53
153,2013,"PRINCE WILLIAM",63.794,81.4451377030758,5195.71
165,2013,"ROCKINGHAM",189.61575,8.77789823725534,1664.43
171,2013,"SHENANDOAH",10,10.2469173404847,102.47
175,2013,"SOUTHAMPTON",65.13,6.39101590418334,416.25
177,2013,"SPOTSYLVANIA",0.07,1.36799965032248,0.1
181,2013,"SURRY",11.2,13.07658754811,146.46
183,2013,"SUSSEX",14.9,12.4384026985491,185.33
193,2013,"WESTMORELAND",834.9471,0.815224827920033,680.67
550,2013,"CHESAPEAKE CITY",0.006829,33.4573512502287,0.23
800,2013,"SUFFOLK CITY",103.86,0.648469455511227,67.35
1,2014,"ACCOMACK",3246.88297,0.514909693744429,1671.85
7,2014,"AMELIA",12.67,9.59875625319276,121.62
15,2014,"AUGUSTA",377.7,2.87142324702369,1084.54
19,2014,"BEDFORD",11.55,0.938528138528139,10.84
31,2014,"CAMPBELL",112.41,0.783863165169316,88.11
33,2014,"CAROLINE",810.633,0.776237007796579,629.24
36,2014,"CHARLES CITY",413.107,1.19778262511733,494.81
37,2014,"CHARLOTTE",12.2,14.0788273615635,171.76
41,2014,"CHESTERFIELD",16.6,0.980211081794195,16.27
43,2014,"CLARKE",44.08,2.18157704636778,96.16
47,2014,"CULPEPER",44.5845,2.08115607277407,92.79
53,2014,"DINWIDDIE",12.72234832,28.3886567006993,361.17
57,2014,"ESSEX",311.47,-0.563346159327348,-175.47
63,2014,"FLOYD",19.19,0.338022551053512,6.49
81,2014,"GREENSVILLE",28.11,1.957956095746,55.04
85,2014,"HANOVER",454.8596,3.31456703923812,1507.66
87,2014,"HENRICO",112.91,-1,-112.91
93,2014,"ISLE OF WIGHT",88.4,3.67995910418695,325.31
97,2014,"KING AND QUEEN",318.88,-0.299873796480823,-95.62
99,2014,"KING GEORGE",160.32,0.556703101239541,89.25
101,2014,"KING WILLIAM",603.948,1.43950190537085,869.38
107,2014,"LOUDOUN",3.894,63.6257523566692,247.76
119,2014,"MIDDLESEX",118.98,2.96701631123018,353.02
121,2014,"MONTGOMERY",34.245,3.02364849662201,103.54
125,2014,"NELSON",381.733,0.0280736669115601,10.72
127,2014,"NEW KENT",67.087,4.10086812732534,275.11
131,2014,"NORTHAMPTON",848.864255,4.63590919989701,3935.26
137,2014,"ORANGE",1,21.2545454545455,21.25
139,2014,"PAGE",21.35,5.63446976423706,120.3
143,2014,"PITTSYLVANIA",14.36,35.5512871917458,510.52
153,2014,"PRINCE WILLIAM",10.52,81.4451377030758,856.8
165,2014,"ROCKINGHAM",369.2331,8.77789823725534,3241.09
171,2014,"SHENANDOAH",10.114,10.2469173404847,103.64
175,2014,"SOUTHAMPTON",170.44,6.39101590418334,1089.28
177,2014,"SPOTSYLVANIA",3.109,1.36799965032248,4.25
181,2014,"SURRY",22.67,13.07658754811,296.45
183,2014,"SUSSEX",50.75,12.4384026985491,631.25
193,2014,"WESTMORELAND",764.65,0.815224827920033,623.36
800,2014,"SUFFOLK CITY",111.68,0.648469455511227,72.42
1,2015,"ACCOMACK",3573.13335,0.514909693744429,1839.84
7,2015,"AMELIA",26.52,9.59875625319276,254.56
15,2015,"AUGUSTA",386.345,2.87142324702369,1109.36
19,2015,"BEDFORD",12.217,0.938528138528139,11.47
33,2015,"CAROLINE",553.253,0.776237007796579,429.46
36,2015,"CHARLES CITY",314.87,1.19778262511733,377.15
37,2015,"CHARLOTTE",7.8,14.0788273615635,109.81
41,2015,"CHESTERFIELD",13.1,0.980211081794195,12.84
43,2015,"CLARKE",19.68,2.18157704636778,42.93
47,2015,"CULPEPER",41.828,2.08115607277407,87.05
53,2015,"DINWIDDIE",6.397,28.3886567006993,181.6
57,2015,"ESSEX",146.72,-0.563346159327348,-82.65
63,2015,"FLOYD",16.722,0.338022551053512,5.65
67,2015,"FRANKLIN",1,37.9771380186283,37.98
81,2015,"GREENSVILLE",34.6,1.957956095746,67.75
83,2015,"HALIFAX",0.298,90.0756578947368,26.84
85,2015,"HANOVER",450.0197,3.31456703923812,1491.62
87,2015,"HENRICO",167.37,-1,-167.37
93,2015,"ISLE OF WIGHT",78.2,3.67995910418695,287.77
97,2015,"KING AND QUEEN",319.62036,-0.299873796480823,-95.85
99,2015,"KING GEORGE",80.22,0.556703101239541,44.66
101,2015,"KING WILLIAM",424.781,1.43950190537085,611.47
107,2015,"LOUDOUN",7.732,63.6257523566692,491.95
119,2015,"MIDDLESEX",157.58,2.96701631123018,467.54
121,2015,"MONTGOMERY",43.0552,3.02364849662201,130.18
125,2015,"NELSON",374.2,0.0280736669115601,10.51
127,2015,"NEW KENT",10.1,4.10086812732534,41.42
131,2015,"NORTHAMPTON",804.809953,4.63590919989701,3731.03
137,2015,"ORANGE",2,21.2545454545455,42.51
139,2015,"PAGE",22.792,5.63446976423706,128.42
145,2015,"POWHATAN",1,7.06377906976744,7.06
153,2015,"PRINCE WILLIAM",9.99,81.4451377030758,813.64
165,2015,"ROCKINGHAM",258.2151,8.77789823725534,2266.59
171,2015,"SHENANDOAH",13.63,10.2469173404847,139.67
175,2015,"SOUTHAMPTON",160.031,6.39101590418334,1022.76
177,2015,"SPOTSYLVANIA",4.954,1.36799965032248,6.78
181,2015,"SURRY",26.4,13.07658754811,345.22
183,2015,"SUSSEX",79.306,12.4384026985491,986.44
193,2015,"WESTMORELAND",611.9352,0.815224827920033,498.86
550,2015,"CHESAPEAKE CITY",0.668579,33.4573512502287,22.37
800,2015,"SUFFOLK CITY",119.5,0.648469455511227,77.49
1,2016,"ACCOMACK",1841.99955,0.514909693744429,948.46
7,2016,"AMELIA",13.696,9.59875625319276,131.46
15,2016,"AUGUSTA",1009.7517,2.87142324702369,2899.42
19,2016,"BEDFORD",14.808,0.938528138528139,13.9
31,2016,"CAMPBELL",126.06,0.783863165169316,98.81
33,2016,"CAROLINE",544.816,0.776237007796579,422.91
36,2016,"CHARLES CITY",387.29,1.19778262511733,463.89
37,2016,"CHARLOTTE",6,14.0788273615635,84.47
43,2016,"CLARKE",14.46,2.18157704636778,31.55
47,2016,"CULPEPER",60.2215,2.08115607277407,125.33
53,2016,"DINWIDDIE",29.152,28.3886567006993,827.59
57,2016,"ESSEX",349.01,-0.563346159327348,-196.61
63,2016,"FLOYD",20.555,0.338022551053512,6.95
81,2016,"GREENSVILLE",36.3176,1.957956095746,71.11
85,2016,"HANOVER",465.28314,3.31456703923812,1542.21
87,2016,"HENRICO",109.05,-1,-109.05
93,2016,"ISLE OF WIGHT",88.5,3.67995910418695,325.68
97,2016,"KING AND QUEEN",279.188,-0.299873796480823,-83.72
99,2016,"KING GEORGE",197.865,0.556703101239541,110.15
101,2016,"KING WILLIAM",214.4602,1.43950190537085,308.72
107,2016,"LOUDOUN",7.159,63.6257523566692,455.5
119,2016,"MIDDLESEX",13.7,2.96701631123018,40.65
121,2016,"MONTGOMERY",46.9059,3.02364849662201,141.83
125,2016,"NELSON",371.41,0.0280736669115601,10.43
127,2016,"NEW KENT",111.148,4.10086812732534,455.8
131,2016,"NORTHAMPTON",491.872313,4.63590919989701,2280.28
137,2016,"ORANGE",0.7,21.2545454545455,14.88
139,2016,"PAGE",25.71,5.63446976423706,144.86
145,2016,"POWHATAN",3.5,7.06377906976744,24.72
153,2016,"PRINCE WILLIAM",49.1,81.4451377030758,3998.96
165,2016,"ROCKINGHAM",332.261528,8.77789823725534,2916.56
171,2016,"SHENANDOAH",9.35,10.2469173404847,95.81
175,2016,"SOUTHAMPTON",149.6867,6.39101590418334,956.65
177,2016,"SPOTSYLVANIA",0.287,1.36799965032248,0.39
181,2016,"SURRY",34.79,13.07658754811,454.93
183,2016,"SUSSEX",251.65,12.4384026985491,3130.12
193,2016,"WESTMORELAND",283.377,0.815224827920033,231.02
550,2016,"CHESAPEAKE CITY",0.855503,33.4573512502287,28.62
800,2016,"SUFFOLK CITY",130.55,0.648469455511227,84.66
1,2017,"ACCOMACK",1673.84777,0.514909693744429,861.88
7,2017,"AMELIA",9.343,9.59875625319276,89.68
15,2017,"AUGUSTA",175.66,2.87142324702369,504.39
19,2017,"BEDFORD",16.15,0.938528138528139,15.16
31,2017,"CAMPBELL",121.59,0.783863165169316,95.31
33,2017,"CAROLINE",543.92,0.776237007796579,422.21
36,2017,"CHARLES CITY",344.0851,1.19778262511733,412.14
37,2017,"CHARLOTTE",15.35,14.0788273615635,216.11
43,2017,"CLARKE",16.56,2.18157704636778,36.13
47,2017,"CULPEPER",81.2651,2.08115607277407,169.13
53,2017,"DINWIDDIE",31.129,28.3886567006993,883.71
57,2017,"ESSEX",340.34,-0.563346159327348,-191.73
63,2017,"FLOYD",31.672,0.338022551053512,10.71
81,2017,"GREENSVILLE",48.91836,1.957956095746,95.78
85,2017,"HANOVER",583.82644,3.31456703923812,1935.13
87,2017,"HENRICO",97.14,-1,-97.14
93,2017,"ISLE OF WIGHT",71.1,3.67995910418695,261.65
97,2017,"KING AND QUEEN",418.6888,-0.299873796480823,-125.55
99,2017,"KING GEORGE",191.501113,0.556703101239541,106.61
101,2017,"KING WILLIAM",285.391,1.43950190537085,410.82
119,2017,"MIDDLESEX",22.39,2.96701631123018,66.43
121,2017,"MONTGOMERY",42.2739,3.02364849662201,127.82
125,2017,"NELSON",474.32,0.0280736669115601,13.32
127,2017,"NEW KENT",24.19,4.10086812732534,99.2
131,2017,"NORTHAMPTON",529.24973,4.63590919989701,2453.55
139,2017,"PAGE",25.55,5.63446976423706,143.96
145,2017,"POWHATAN",4.3,7.06377906976744,30.37
153,2017,"PRINCE WILLIAM",14.541,81.4451377030758,1184.29
161,2017,"ROANOKE",0.75,-0.869806763285024,-0.65
165,2017,"ROCKINGHAM",254.245,8.77789823725534,2231.74
171,2017,"SHENANDOAH",36.38,10.2469173404847,372.78
175,2017,"SOUTHAMPTON",138.2595,6.39101590418334,883.62
177,2017,"SPOTSYLVANIA",0.146,1.36799965032248,0.2
181,2017,"SURRY",43.719,13.07658754811,571.7
183,2017,"SUSSEX",195.364,12.4384026985491,2430.02
193,2017,"WESTMORELAND",321.7426,0.815224827920033,262.29
550,2017,"CHESAPEAKE CITY",0.896212,33.4573512502287,29.98
800,2017,"SUFFOLK CITY",111.95,0.648469455511227,72.6
