"Year","County_Code","name","PPT","Irrigation","parm_UnderTh","Unreported_Irrigation_based"
2007,125,"NELSON",271.92,236,145,36.44
2007,147,"PRINCE EDWARD",221.93,286,60,18.27
2007,97,"KING AND QUEEN",250.93,257,64,17.51
2007,179,"STAFFORD",234.59,273,25,7.27
2007,107,"LOUDOUN",177.57,330,242,85.04
2007,71,"GILES",246.32,262,32,8.93
2007,1,"ACCOMACK",254.2,254,58,15.69
2007,127,"NEW KENT",290.31,218,18,4.18
2007,185,"TAZEWELL",249.47,259,29,8
2007,21,"BLAND",227.8,280,21,6.26
2007,91,"HIGHLAND",268.83,239,9,2.29
2007,61,"FAUQUIER",206.09,302,217,69.78
2007,69,"FREDERICK",202.47,306,159,51.81
2007,17,"BATH",206.39,302,19,6.11
2007,3,"ALBEMARLE",310.72,197,168,35.24
2007,51,"DICKENSON",284.24,224,12,2.86
2007,49,"CUMBERLAND",237.17,271,27,7.79
2007,85,"HANOVER",272.89,235,278,69.57
2007,81,"GREENSVILLE",215.81,292,9,2.8
2007,5,"ALLEGHANY",212.82,295,11,3.46
2007,165,"ROCKINGHAM",332.69,175,350,65.22
2007,171,"SHENANDOAH",278.97,229,125,30.48
2007,145,"POWHATAN",242.05,266,32,9.06
2007,175,"SOUTHAMPTON",249.88,258,90,24.73
2007,139,"PAGE",291.6,216,47,10.81
2007,133,"NORTHUMBERLAND",226.46,282,10,3
2007,75,"GOOCHLAND",287.78,220,32,7.5
2007,65,"FLUVANNA",285.7,222,61,14.42
2007,95,"JAMES CITY",298.49,210,27,6.04
2007,63,"FLOYD",205.91,302,196,63.03
2007,149,"PRINCE GEORGE",285.09,223,8,1.9
2007,77,"GRAYSON",260.92,247,77,20.25
2007,131,"NORTHAMPTON",238.36,270,48,13.8
2007,137,"ORANGE",258.99,249,53,14.05
2007,79,"GREENE",291.39,217,47,10.86
2007,195,"WISE",284.42,224,15,3.58
2007,183,"SUSSEX",252.6,255,25,6.79
2007,87,"HENRICO",293.27,215,49,11.22
2007,101,"KING WILLIAM",247.95,260,17,4.71
2007,103,"LANCASTER",220.77,287,12,3.67
2007,187,"WARREN",212.2,296,70,22.06
2007,9,"AMHERST",216.57,291,36,11.16
2007,155,"PULASKI",229.17,279,28,8.32
2007,19,"BEDFORD",227.42,281,159,47.58
2007,173,"SMYTH",233.52,274,66,19.26
2008,67,"FRANKLIN",251.67,256,242,65.97
2008,37,"CHARLOTTE",244.09,264,202,56.79
2008,99,"KING GEORGE",277.98,230,34,8.33
2008,135,"NOTTOWAY",191.81,316,55,18.51
2008,25,"BRUNSWICK",209.66,298,126,39.98
2008,161,"ROANOKE",248.6,259,82,22.62
2008,36,"CHARLES CITY",197.19,311,21,6.95
2008,550,"CHESAPEAKE CITY",222.07,286,189,57.56
2008,11,"APPOMATTOX",206.53,301,81,25.96
2008,73,"GLOUCESTER",204.71,303,58,18.71
2008,47,"CULPEPER",286.43,222,167,39.48
2008,105,"LEE",239.48,269,204,58.44
2008,193,"WESTMORELAND",323.74,184,122,23.9
2008,143,"PITTSYLVANIA",236.72,271,211,60.89
2008,117,"MECKLENBURG",234.53,273,236,68.61
2008,121,"MONTGOMERY",236.35,272,41,11.88
2008,89,"HENRY",225.03,283,40,12.05
2008,93,"ISLE OF WIGHT",191.37,317,44,14.85
2008,169,"SCOTT",257.76,250,180,47.92
2008,167,"RUSSELL",330.01,178,118,22.37
2008,59,"FAIRFAX",259.33,249,101,26.78
2008,31,"CAMPBELL",215.37,293,130,40.56
2008,157,"RAPPAHANNOCK",281.43,227,95,22.96
2008,23,"BOTETOURT",242.5,266,77,21.81
2008,197,"WYTHE",258.51,249,55,14.58
2008,43,"CLARKE",277.58,230,94,23.02
2008,83,"HALIFAX",229.87,278,223,66.02
2008,800,"SUFFOLK CITY",228.86,279,109,32.38
2008,113,"MADISON",265.94,242,72,18.55
2008,163,"ROCKBRIDGE",226.44,282,59,17.72
2008,810,"VIRGINIA BEACH CITY",229.05,279,65,19.31
2008,15,"AUGUSTA",210.97,297,199,62.94
2008,45,"CRAIG",262,246,30,7.86
2008,181,"SURRY",167.45,341,65,23.6
2008,159,"RICHMOND",323.76,184,21,4.11
2008,153,"PRINCE WILLIAM",257.81,250,89,23.69
2008,199,"YORK",189.4,319,41,13.93
2008,7,"AMELIA",180.99,327,109,37.95
2008,119,"MIDDLESEX",260.86,247,26,6.84
2008,109,"LOUISA",262.45,246,90,23.58
2008,111,"LUNENBURG",218.23,290,61,18.84
2008,115,"MATHEWS",232.35,276,19,5.58
2008,191,"WASHINGTON",316.25,192,155,31.69
2008,29,"BUCKINGHAM",194.48,314,26,8.69
2008,33,"CAROLINE",260.96,247,79,20.78
2008,53,"DINWIDDIE",169.03,339,115,41.51
2008,141,"PATRICK",262.06,246,134,35.1
2008,177,"SPOTSYLVANIA",300.21,208,79,17.5
2008,35,"CARROLL",263.75,244,60,15.59
2008,57,"ESSEX",316.26,192,39,7.97
2008,41,"CHESTERFIELD",191.62,316,46,15.48
2008,125,"NELSON",202.31,306,145,47.25
2008,147,"PRINCE EDWARD",200.69,307,60,19.61
2008,97,"KING AND QUEEN",268.94,239,64,16.29
2008,179,"STAFFORD",268.78,239,25,6.36
2008,107,"LOUDOUN",251.87,256,242,65.97
2008,71,"GILES",286.67,221,32,7.53
2008,1,"ACCOMACK",257.45,251,58,15.5
2008,127,"NEW KENT",213.03,295,18,5.65
2008,185,"TAZEWELL",311.99,196,29,6.05
2008,21,"BLAND",280.02,228,21,5.1
2008,91,"HIGHLAND",244.21,264,9,2.53
2008,61,"FAUQUIER",269.68,238,217,55
2008,69,"FREDERICK",301.9,206,159,34.88
2008,17,"BATH",224.08,284,19,5.75
2008,3,"ALBEMARLE",213.74,294,168,52.6
2008,51,"DICKENSON",338,170,12,2.17
2008,49,"CUMBERLAND",208.91,299,27,8.6
2008,85,"HANOVER",214.04,294,278,87.03
2008,81,"GREENSVILLE",192.13,316,9,3.03
2008,5,"ALLEGHANY",248.86,259,11,3.03
2008,165,"ROCKINGHAM",306.22,202,350,75.29
2008,171,"SHENANDOAH",302.56,205,125,27.29
2008,145,"POWHATAN",201.9,306,32,10.43
2008,175,"SOUTHAMPTON",216.19,292,90,27.98
2008,139,"PAGE",308.19,200,47,10.01
2008,133,"NORTHUMBERLAND",296.89,211,10,2.25
2008,75,"GOOCHLAND",219.82,288,32,9.81
2008,65,"FLUVANNA",249.16,259,61,16.82
2008,95,"JAMES CITY",151.34,357,27,10.26
2008,63,"FLOYD",201.28,307,196,64.07
2008,149,"PRINCE GEORGE",183.35,325,8,2.77
2008,77,"GRAYSON",264.58,243,77,19.92
2008,131,"NORTHAMPTON",262.67,245,48,12.52
2008,137,"ORANGE",254.48,254,53,14.34
2008,79,"GREENE",260.29,248,47,12.41
2008,195,"WISE",338.77,169,15,2.7
2008,183,"SUSSEX",194.2,314,25,8.36
2008,87,"HENRICO",211.41,297,49,15.5
2008,101,"KING WILLIAM",266.09,242,17,4.38
2008,103,"LANCASTER",259.26,249,12,3.18
2008,187,"WARREN",273.59,234,70,17.44
2008,9,"AMHERST",202.94,305,36,11.69
2008,155,"PULASKI",281.66,226,28,6.74
2008,19,"BEDFORD",207.05,301,159,50.96
2008,173,"SMYTH",346.82,161,66,11.32
2009,67,"FRANKLIN",275.36,233,242,60.04
2009,37,"CHARLOTTE",353.02,155,202,33.34
2009,99,"KING GEORGE",304.19,204,34,7.39
2009,135,"NOTTOWAY",296.72,211,55,12.36
2009,25,"BRUNSWICK",357.58,150,126,20.13
2009,161,"ROANOKE",383.11,125,82,10.91
2009,36,"CHARLES CITY",272.96,235,21,5.26
2009,550,"CHESAPEAKE CITY",395.22,113,189,22.74
2009,11,"APPOMATTOX",388.28,120,81,10.35
2009,73,"GLOUCESTER",409.79,98,58,6.05
2009,47,"CULPEPER",326.2,182,167,32.37
2009,105,"LEE",358.59,149,204,32.37
2009,193,"WESTMORELAND",353.46,155,122,20.14
2009,143,"PITTSYLVANIA",318.75,189,211,42.47
2009,117,"MECKLENBURG",297.95,210,236,52.77
2009,121,"MONTGOMERY",315.29,193,41,8.43
2009,89,"HENRY",290.43,218,40,9.29
2009,93,"ISLE OF WIGHT",302.91,205,44,9.61
2009,169,"SCOTT",359.34,149,180,28.56
2009,167,"RUSSELL",373.14,135,118,16.96
2009,59,"FAIRFAX",272.48,236,101,25.38
2009,31,"CAMPBELL",370.61,137,130,18.97
2009,157,"RAPPAHANNOCK",294.51,213,95,21.55
2009,23,"BOTETOURT",359.2,149,77,12.22
2009,197,"WYTHE",353.32,155,55,9.08
2009,43,"CLARKE",286.4,222,94,22.22
2009,83,"HALIFAX",317.43,191,223,45.36
2009,800,"SUFFOLK CITY",317.09,191,109,22.17
2009,113,"MADISON",336.7,171,72,13.11
2009,163,"ROCKBRIDGE",313.28,195,59,12.25
2009,810,"VIRGINIA BEACH CITY",359.14,149,65,10.31
2009,15,"AUGUSTA",249.1,259,199,54.88
2009,45,"CRAIG",370.48,138,30,4.41
2009,181,"SURRY",291.26,217,65,15.02
2009,159,"RICHMOND",385.54,122,21,2.73
2009,153,"PRINCE WILLIAM",241.68,266,89,25.21
2009,199,"YORK",372.97,135,41,5.89
2009,7,"AMELIA",287.05,221,109,25.65
2009,119,"MIDDLESEX",428.02,80,26,2.21
2009,109,"LOUISA",317.8,190,90,18.21
2009,111,"LUNENBURG",315.09,193,61,12.54
2009,115,"MATHEWS",433.99,74,19,1.5
2009,191,"WASHINGTON",435.23,73,155,12.05
2009,29,"BUCKINGHAM",351.38,157,26,4.35
2009,33,"CAROLINE",300.24,208,79,17.5
2009,53,"DINWIDDIE",262.22,246,115,30.12
2009,141,"PATRICK",325.59,182,134,25.97
2009,177,"SPOTSYLVANIA",334.73,173,79,14.55
2009,35,"CARROLL",350.82,157,60,10.03
2009,57,"ESSEX",342.51,165,39,6.85
2009,41,"CHESTERFIELD",253.34,255,46,12.49
2009,125,"NELSON",315.1,193,145,29.8
2009,147,"PRINCE EDWARD",342.61,165,60,10.54
2009,97,"KING AND QUEEN",347.98,160,64,10.9
2009,179,"STAFFORD",303.82,204,25,5.43
2009,107,"LOUDOUN",289.05,219,242,56.44
2009,71,"GILES",326.97,181,32,6.17
2009,1,"ACCOMACK",353.63,154,58,9.51
2009,127,"NEW KENT",320.2,188,18,3.6
2009,185,"TAZEWELL",385.26,123,29,3.8
2009,21,"BLAND",325.5,182,21,4.07
2009,91,"HIGHLAND",230.98,277,9,2.65
2009,61,"FAUQUIER",278.65,229,217,52.92
2009,69,"FREDERICK",278.57,229,159,38.77
2009,17,"BATH",272.97,235,19,4.75
2009,3,"ALBEMARLE",310.06,198,168,35.42
2009,51,"DICKENSON",382.97,125,12,1.6
2009,49,"CUMBERLAND",326.41,182,27,5.23
2009,85,"HANOVER",266.76,241,278,71.34
2009,81,"GREENSVILLE",295.19,213,9,2.04
2009,5,"ALLEGHANY",318.27,190,11,2.23
2009,165,"ROCKINGHAM",240,268,350,99.88
2009,171,"SHENANDOAH",288.14,220,125,29.28
2009,145,"POWHATAN",272.1,236,32,8.04
2009,175,"SOUTHAMPTON",310.59,197,90,18.88
2009,139,"PAGE",246.53,261,47,13.06
2009,133,"NORTHUMBERLAND",431.05,77,10,0.82
2009,75,"GOOCHLAND",275.14,233,32,7.94
2009,65,"FLUVANNA",314.36,194,61,12.6
2009,95,"JAMES CITY",295.76,212,27,6.1
2009,63,"FLOYD",349.65,158,196,32.98
2009,149,"PRINCE GEORGE",263.2,245,8,2.09
2009,77,"GRAYSON",310.9,197,77,16.15
2009,131,"NORTHAMPTON",320.06,188,48,9.61
2009,137,"ORANGE",333.14,175,53,9.88
2009,79,"GREENE",291.88,216,47,10.81
2009,195,"WISE",402.86,105,15,1.68
2009,183,"SUSSEX",296.74,211,25,5.62
2009,87,"HENRICO",271.73,236,49,12.31
2009,101,"KING WILLIAM",301.6,206,17,3.73
2009,103,"LANCASTER",431.32,77,12,0.98
2009,187,"WARREN",246.8,261,70,19.46
2009,9,"AMHERST",363.68,144,36,5.52
2009,155,"PULASKI",309.7,198,28,5.9
2009,19,"BEDFORD",323.51,184,159,31.15
2009,173,"SMYTH",417.49,91,66,6.4
2010,67,"FRANKLIN",147.3,361,242,93.03
2010,37,"CHARLOTTE",250.99,257,202,55.28
2010,99,"KING GEORGE",243.61,264,34,9.56
2010,135,"NOTTOWAY",196.82,311,55,18.21
2010,25,"BRUNSWICK",195.36,313,126,42
2010,161,"ROANOKE",298.44,210,82,18.34
2010,36,"CHARLES CITY",202,306,21,6.84
2010,550,"CHESAPEAKE CITY",318.33,190,189,38.24
2010,11,"APPOMATTOX",283.06,225,81,19.41
2010,73,"GLOUCESTER",270.89,237,58,14.64
2010,47,"CULPEPER",257.38,251,167,44.64
2010,105,"LEE",332.46,176,204,38.23
2010,193,"WESTMORELAND",246.44,262,122,34.04
2010,143,"PITTSYLVANIA",273.32,235,211,52.8
2010,117,"MECKLENBURG",228.23,280,236,70.37
2010,121,"MONTGOMERY",263.47,245,41,10.7
2010,89,"HENRY",281.88,226,40,9.63
2010,93,"ISLE OF WIGHT",171.52,336,44,15.74
2010,169,"SCOTT",292.99,215,180,41.21
2010,167,"RUSSELL",394.54,113,118,14.2
2010,59,"FAIRFAX",264.08,244,101,26.24
2010,31,"CAMPBELL",281.98,226,130,31.29
2010,157,"RAPPAHANNOCK",249.88,258,95,26.1
2010,23,"BOTETOURT",255.57,252,77,20.66
2010,197,"WYTHE",311.04,197,55,11.54
2010,43,"CLARKE",163.75,344,94,34.43
2010,83,"HALIFAX",243.43,265,223,62.93
2010,800,"SUFFOLK CITY",190.67,317,109,36.79
2010,113,"MADISON",275.35,233,72,17.86
2010,163,"ROCKBRIDGE",255.29,253,59,15.9
2010,810,"VIRGINIA BEACH CITY",320.88,187,65,12.94
2010,15,"AUGUSTA",237.91,270,199,57.22
2010,45,"CRAIG",280.82,227,30,7.25
2010,181,"SURRY",162.58,345,65,23.88
2010,159,"RICHMOND",250.45,258,21,5.77
2010,153,"PRINCE WILLIAM",251.84,256,89,24.26
2010,199,"YORK",190.77,317,41,13.84
2010,7,"AMELIA",228.73,279,109,32.38
2010,119,"MIDDLESEX",263.57,244,26,6.76
2010,109,"LOUISA",244.47,264,90,25.3
2010,111,"LUNENBURG",224.62,283,61,18.38
2010,115,"MATHEWS",260.16,248,19,5.02
2010,191,"WASHINGTON",359.6,148,155,24.43
2010,29,"BUCKINGHAM",223.76,284,26,7.86
2010,33,"CAROLINE",232.06,276,79,23.22
2010,53,"DINWIDDIE",207.01,301,115,36.86
2010,141,"PATRICK",364.26,144,134,20.55
2010,177,"SPOTSYLVANIA",221.95,286,79,24.06
2010,35,"CARROLL",316.08,192,60,12.27
2010,57,"ESSEX",222.59,285,39,11.84
2010,41,"CHESTERFIELD",243.47,265,46,12.98
2010,125,"NELSON",262.23,246,145,37.98
2010,147,"PRINCE EDWARD",256.76,251,60,16.04
2010,97,"KING AND QUEEN",229.68,278,64,18.95
2010,179,"STAFFORD",291.27,217,25,5.78
2010,107,"LOUDOUN",208.15,300,242,77.31
2010,71,"GILES",265.56,242,32,8.25
2010,1,"ACCOMACK",211.82,296,58,18.28
2010,127,"NEW KENT",224.12,284,18,5.44
2010,185,"TAZEWELL",406.49,102,29,3.15
2010,21,"BLAND",318.37,190,21,4.25
2010,91,"HIGHLAND",240.46,268,9,2.57
2010,61,"FAUQUIER",228.57,279,217,64.47
2010,69,"FREDERICK",156.25,352,159,59.6
2010,17,"BATH",208.78,299,19,6.05
2010,3,"ALBEMARLE",238.92,269,168,48.12
2010,51,"DICKENSON",372.01,136,12,1.74
2010,49,"CUMBERLAND",168.48,340,27,9.78
2010,85,"HANOVER",201.06,307,278,90.88
2010,81,"GREENSVILLE",177.07,331,9,3.17
2010,5,"ALLEGHANY",229.47,279,11,3.27
2010,165,"ROCKINGHAM",220.27,288,350,107.34
2010,171,"SHENANDOAH",170.26,338,125,44.99
2010,145,"POWHATAN",243.45,265,32,9.03
2010,175,"SOUTHAMPTON",185.73,322,90,30.86
2010,139,"PAGE",245.5,262,47,13.11
2010,133,"NORTHUMBERLAND",290.34,218,10,2.32
2010,75,"GOOCHLAND",266.12,242,32,8.25
2010,65,"FLUVANNA",198.67,309,61,20.07
2010,95,"JAMES CITY",223.85,284,27,8.17
2010,63,"FLOYD",264.53,243,196,50.72
2010,149,"PRINCE GEORGE",221.35,287,8,2.44
2010,77,"GRAYSON",304.54,203,77,16.64
2010,131,"NORTHAMPTON",207.39,301,48,15.39
2010,137,"ORANGE",211,297,53,16.76
2010,79,"GREENE",226.01,282,47,14.11
2010,195,"WISE",368.77,139,15,2.22
2010,183,"SUSSEX",192.57,315,25,8.39
2010,87,"HENRICO",201.22,307,49,16.02
2010,101,"KING WILLIAM",187.55,320,17,5.79
2010,103,"LANCASTER",286.17,222,12,2.84
2010,187,"WARREN",184.06,324,70,24.15
2010,9,"AMHERST",267.61,240,36,9.2
2010,155,"PULASKI",244.91,263,28,7.84
2010,19,"BEDFORD",270.6,237,159,40.13
2010,173,"SMYTH",357.54,150,66,10.54
2011,67,"FRANKLIN",292.65,215,242,55.4
2011,37,"CHARLOTTE",309.26,199,202,42.81
2011,99,"KING GEORGE",376.16,132,34,4.78
2011,135,"NOTTOWAY",314.49,194,55,11.36
2011,25,"BRUNSWICK",307.42,201,126,26.97
2011,161,"ROANOKE",242.4,266,82,23.23
2011,36,"CHARLES CITY",298.32,210,21,4.7
2011,550,"CHESAPEAKE CITY",297.77,210,189,42.26
2011,11,"APPOMATTOX",306.02,202,81,17.42
2011,73,"GLOUCESTER",345.75,162,58,10.01
2011,47,"CULPEPER",294.4,214,167,38.06
2011,105,"LEE",288.61,219,204,47.57
2011,193,"WESTMORELAND",387.91,120,122,15.59
2011,143,"PITTSYLVANIA",183.95,324,211,72.8
2011,117,"MECKLENBURG",268.24,240,236,60.31
2011,121,"MONTGOMERY",178.69,329,41,14.36
2011,89,"HENRY",151.3,357,40,15.21
2011,93,"ISLE OF WIGHT",318.37,190,44,8.9
2011,169,"SCOTT",297.96,210,180,40.25
2011,167,"RUSSELL",322.8,185,118,23.25
2011,59,"FAIRFAX",241.51,266,101,28.61
2011,31,"CAMPBELL",279.96,228,130,31.56
2011,157,"RAPPAHANNOCK",212.86,295,95,29.84
2011,23,"BOTETOURT",215.29,293,77,24.02
2011,197,"WYTHE",215.78,292,55,17.1
2011,43,"CLARKE",182.91,325,94,32.53
2011,83,"HALIFAX",214.88,293,223,69.58
2011,800,"SUFFOLK CITY",292.05,216,109,25.07
2011,113,"MADISON",270.28,238,72,18.25
2011,163,"ROCKBRIDGE",235.29,273,59,17.15
2011,810,"VIRGINIA BEACH CITY",289.37,219,65,15.16
2011,15,"AUGUSTA",231.8,276,199,58.49
2011,45,"CRAIG",155.11,353,30,11.28
2011,181,"SURRY",329.97,178,65,12.32
2011,159,"RICHMOND",384.81,123,21,2.75
2011,153,"PRINCE WILLIAM",230.35,278,89,26.35
2011,199,"YORK",390.93,117,41,5.11
2011,7,"AMELIA",317.95,190,109,22.05
2011,119,"MIDDLESEX",364.21,144,26,3.99
2011,109,"LOUISA",302.05,206,90,19.74
2011,111,"LUNENBURG",332.06,176,61,11.43
2011,115,"MATHEWS",354.44,154,19,3.12
2011,191,"WASHINGTON",260.22,248,155,40.93
2011,29,"BUCKINGHAM",359.99,148,26,4.1
2011,33,"CAROLINE",374.46,134,79,11.27
2011,53,"DINWIDDIE",375.38,133,115,16.29
2011,141,"PATRICK",199.65,308,134,43.95
2011,177,"SPOTSYLVANIA",300.74,207,79,17.41
2011,35,"CARROLL",223.14,285,60,18.21
2011,57,"ESSEX",428.03,80,39,3.32
2011,41,"CHESTERFIELD",297.79,210,46,10.29
2011,125,"NELSON",271.1,237,145,36.59
2011,147,"PRINCE EDWARD",290.22,218,60,13.93
2011,97,"KING AND QUEEN",405.11,103,64,7.02
2011,179,"STAFFORD",299.92,208,25,5.54
2011,107,"LOUDOUN",236.35,272,242,70.09
2011,71,"GILES",179.3,329,32,11.21
2011,1,"ACCOMACK",311.1,197,58,12.17
2011,127,"NEW KENT",311.74,196,18,3.76
2011,185,"TAZEWELL",246.94,261,29,8.06
2011,21,"BLAND",185.78,322,21,7.2
2011,91,"HIGHLAND",238.77,269,9,2.58
2011,61,"FAUQUIER",234.62,273,217,63.08
2011,69,"FREDERICK",193.56,314,159,53.16
2011,17,"BATH",209.09,299,19,6.05
2011,3,"ALBEMARLE",278.83,229,168,40.97
2011,51,"DICKENSON",364.13,144,12,1.84
2011,49,"CUMBERLAND",337.5,170,27,4.89
2011,85,"HANOVER",371.57,136,278,40.26
2011,81,"GREENSVILLE",335.93,172,9,1.65
2011,5,"ALLEGHANY",190.21,318,11,3.72
2011,165,"ROCKINGHAM",235.7,272,350,101.37
2011,171,"SHENANDOAH",215.66,292,125,38.87
2011,145,"POWHATAN",313.48,195,32,6.64
2011,175,"SOUTHAMPTON",335.61,172,90,16.48
2011,139,"PAGE",245.36,263,47,13.16
2011,133,"NORTHUMBERLAND",363.23,145,10,1.54
2011,75,"GOOCHLAND",290.34,218,32,7.43
2011,65,"FLUVANNA",339.63,168,61,10.91
2011,95,"JAMES CITY",347.91,160,27,4.6
2011,63,"FLOYD",136.02,372,196,77.64
2011,149,"PRINCE GEORGE",349.84,158,8,1.35
2011,77,"GRAYSON",255.45,253,77,20.74
2011,131,"NORTHAMPTON",303.37,205,48,10.48
2011,137,"ORANGE",296.94,211,53,11.91
2011,79,"GREENE",263.76,244,47,12.21
2011,195,"WISE",388.31,120,15,1.92
2011,183,"SUSSEX",374.64,133,25,3.54
2011,87,"HENRICO",304.71,203,49,10.59
2011,101,"KING WILLIAM",429.71,78,17,1.41
2011,103,"LANCASTER",363.86,144,12,1.84
2011,187,"WARREN",203.05,305,70,22.73
2011,9,"AMHERST",282.29,226,36,8.66
2011,155,"PULASKI",172.07,336,28,10.02
2011,19,"BEDFORD",248.64,259,159,43.85
2011,173,"SMYTH",246.58,261,66,18.34
2012,67,"FRANKLIN",436.18,72,242,18.55
2012,37,"CHARLOTTE",272.3,236,202,50.76
2012,99,"KING GEORGE",218.14,290,34,10.5
2012,135,"NOTTOWAY",245.45,263,55,15.4
2012,25,"BRUNSWICK",366.46,142,126,19.05
2012,161,"ROANOKE",292.6,215,82,18.77
2012,36,"CHARLES CITY",300.37,208,21,4.65
2012,550,"CHESAPEAKE CITY",339.65,168,189,33.81
2012,11,"APPOMATTOX",269.17,239,81,20.61
2012,73,"GLOUCESTER",286.32,222,58,13.71
2012,47,"CULPEPER",279.19,229,167,40.72
2012,105,"LEE",327.51,180,204,39.1
2012,193,"WESTMORELAND",234.47,274,122,35.6
2012,143,"PITTSYLVANIA",256.64,251,211,56.4
2012,117,"MECKLENBURG",394.32,114,236,28.65
2012,121,"MONTGOMERY",217.7,290,41,12.66
2012,89,"HENRY",246.69,261,40,11.12
2012,93,"ISLE OF WIGHT",399.4,109,44,5.11
2012,169,"SCOTT",357.26,151,180,28.94
2012,167,"RUSSELL",334.45,174,118,21.86
2012,59,"FAIRFAX",182.77,325,101,34.95
2012,31,"CAMPBELL",256.6,251,130,34.75
2012,157,"RAPPAHANNOCK",286.53,221,95,22.36
2012,23,"BOTETOURT",274.14,234,77,19.19
2012,197,"WYTHE",253.77,254,55,14.88
2012,43,"CLARKE",243.06,265,94,26.53
2012,83,"HALIFAX",265.24,243,223,57.7
2012,800,"SUFFOLK CITY",418.81,89,109,10.33
2012,113,"MADISON",332.64,175,72,13.42
2012,163,"ROCKBRIDGE",325.1,183,59,11.5
2012,810,"VIRGINIA BEACH CITY",314.3,194,65,13.43
2012,15,"AUGUSTA",332.94,175,199,37.08
2012,45,"CRAIG",230.71,277,30,8.85
2012,181,"SURRY",351.19,157,65,10.87
2012,159,"RICHMOND",244.79,263,21,5.88
2012,153,"PRINCE WILLIAM",219.82,288,89,27.29
2012,199,"YORK",345.53,162,41,7.07
2012,7,"AMELIA",195.37,313,109,36.33
2012,119,"MIDDLESEX",285.59,222,26,6.15
2012,109,"LOUISA",304.24,204,90,19.55
2012,111,"LUNENBURG",319.14,189,61,12.28
2012,115,"MATHEWS",313.66,194,19,3.93
2012,191,"WASHINGTON",306.03,202,155,33.34
2012,29,"BUCKINGHAM",269.99,238,26,6.59
2012,33,"CAROLINE",225.94,282,79,23.72
2012,53,"DINWIDDIE",251.02,257,115,31.47
2012,141,"PATRICK",304.98,203,134,28.97
2012,177,"SPOTSYLVANIA",216.38,292,79,24.56
2012,35,"CARROLL",259.57,248,60,15.85
2012,57,"ESSEX",236.71,271,39,11.25
2012,41,"CHESTERFIELD",240.09,268,46,13.13
2012,125,"NELSON",284.05,224,145,34.59
2012,147,"PRINCE EDWARD",232.14,276,60,17.63
2012,97,"KING AND QUEEN",236.84,271,64,18.47
2012,179,"STAFFORD",218.84,289,25,7.69
2012,107,"LOUDOUN",223.71,284,242,73.19
2012,71,"GILES",222.16,286,32,9.75
2012,1,"ACCOMACK",315.02,193,58,11.92
2012,127,"NEW KENT",312.5,196,18,3.76
2012,185,"TAZEWELL",302.98,205,29,6.33
2012,21,"BLAND",247.75,260,21,5.81
2012,91,"HIGHLAND",296.95,211,9,2.02
2012,61,"FAUQUIER",258.57,249,217,57.54
2012,69,"FREDERICK",277.36,231,159,39.11
2012,17,"BATH",287.21,221,19,4.47
2012,3,"ALBEMARLE",292.78,215,168,38.46
2012,51,"DICKENSON",308.27,200,12,2.56
2012,49,"CUMBERLAND",255.47,253,27,7.27
2012,85,"HANOVER",252.59,255,278,75.49
2012,81,"GREENSVILLE",384.09,124,9,1.19
2012,5,"ALLEGHANY",271.22,237,11,2.78
2012,165,"ROCKINGHAM",331.01,177,350,65.97
2012,171,"SHENANDOAH",315.7,192,125,25.56
2012,145,"POWHATAN",262.98,245,32,8.35
2012,175,"SOUTHAMPTON",408.28,100,90,9.58
2012,139,"PAGE",286.71,221,47,11.06
2012,133,"NORTHUMBERLAND",283.85,224,10,2.39
2012,75,"GOOCHLAND",296.55,211,32,7.19
2012,65,"FLUVANNA",284.91,223,61,14.49
2012,95,"JAMES CITY",341.42,167,27,4.8
2012,63,"FLOYD",216.51,291,196,60.74
2012,149,"PRINCE GEORGE",282.06,226,8,1.93
2012,77,"GRAYSON",251.37,257,77,21.07
2012,131,"NORTHAMPTON",319.6,188,48,9.61
2012,137,"ORANGE",312.69,195,53,11.01
2012,79,"GREENE",330.5,178,47,8.91
2012,195,"WISE",408.33,100,15,1.6
2012,183,"SUSSEX",311.6,196,25,5.22
2012,87,"HENRICO",290.28,218,49,11.37
2012,101,"KING WILLIAM",236.94,271,17,4.91
2012,103,"LANCASTER",278.49,230,12,2.94
2012,187,"WARREN",262.79,245,70,18.26
2012,9,"AMHERST",261.87,246,36,9.43
2012,155,"PULASKI",226.95,281,28,8.38
2012,19,"BEDFORD",223.25,285,159,48.25
2012,173,"SMYTH",270.66,237,66,16.66
2013,67,"FRANKLIN",428.1,80,242,20.62
2013,37,"CHARLOTTE",408.22,100,202,21.51
2013,99,"KING GEORGE",370.05,138,34,5
2013,135,"NOTTOWAY",341.48,167,55,9.78
2013,25,"BRUNSWICK",353.33,155,126,20.8
2013,161,"ROANOKE",433.28,75,82,6.55
2013,36,"CHARLES CITY",421.22,87,21,1.95
2013,550,"CHESAPEAKE CITY",357.46,151,189,30.39
2013,11,"APPOMATTOX",429.59,78,81,6.73
2013,73,"GLOUCESTER",424.96,83,58,5.13
2013,47,"CULPEPER",396.32,112,167,19.92
2013,105,"LEE",442.38,66,204,14.34
2013,193,"WESTMORELAND",371.21,137,122,17.8
2013,143,"PITTSYLVANIA",436.61,71,211,15.95
2013,117,"MECKLENBURG",360.19,148,236,37.19
