"Year","County_Code","name","PPT","Irrigation","Max_Tot_Area","All_Irrigation","Small_Farm_Unreported","TOT_DEQ_Withdrawals","IRR_DEQ_withdrawals","Large_Farm_unreported","C_tot_lg"
2004,77,"GRAYSON",352.34,410,619,270.25,33.62,76.693,0,236.63,3.0854184866937
2004,131,"NORTHAMPTON",467.76,294,9338,2923.44,15.03,731.483239,459.486102,2448.9239,3.34788792064175
2004,137,"ORANGE",361.26,401,1556,664.43,22.63,600.851,0,641.8,1.06815167154586
2004,79,"GREENE",325.08,437,154,71.66,21.87,198.2778,0,49.79,0.251112328258635
2004,195,"WISE",358.04,404,115,49.47,6.45,2394.404,0,43.02,0.0179668928050571
2004,183,"SUSSEX",461.77,300,1645,525.51,7.99,358.0812,18.4,499.12,1.3938737917545
2004,87,"HENRICO",502.69,259,49,13.51,13.51,8652.7109,0,0,0
2004,101,"KING WILLIAM",505.29,257,2690,736.17,4.65,7266.077786,45.04,686.48,0.0944773810875908
2004,103,"LANCASTER",468.67,293,12,3.74,3.74,487.3066,0,0,0
2004,187,"WARREN",238.74,523,151,84.1,38.98,3417.2102,0,45.12,0.0132037531668377
2004,9,"AMHERST",360.35,402,176,75.34,15.41,6806.8998,0,59.93,0.00880430177626531
2004,155,"PULASKI",299.03,463,320,157.77,13.8,1724.32,0,143.97,0.0834937830565092
2004,19,"BEDFORD",350.38,412,676,296.58,69.76,4532.8288,0.05,226.77,0.050028361980051
2004,173,"SMYTH",374.89,387,452,186.27,27.2,1718.0046,0,159.07,0.0925899732748096
2005,67,"FRANKLIN",236.33,526,1126,630.69,135.55,454.514112,1.3,493.84,1.08652291966679
2005,37,"CHARLOTTE",248.02,514,1454,795.83,110.56,127.563,22.31,662.96,5.19711828665052
2005,99,"KING GEORGE",234.63,527,672,377.11,19.08,996.6549,0,358.03,0.359231665845419
2005,135,"NOTTOWAY",230.13,532,457,258.89,31.16,218.5534,0,227.73,1.04198790776076
2005,25,"BRUNSWICK",198.13,564,2115,1270.23,75.67,772.927,0,1194.56,1.54550170973455
2005,161,"ROANOKE",380.56,381,96,38.95,33.27,6447.541,2.7,2.98,0.0004621917099868
2005,36,"CHARLES CITY",262.4,500,1435,764.04,11.18,143.313871,80.08,672.78,4.69445138356496
2005,550,"CHESAPEAKE CITY",380.74,381,314,127.39,76.68,5056.047297,1.519815,49.19018,0.00972897940040769
2005,11,"APPOMATTOX",274.21,488,508,263.98,42.09,93.9297,0,221.89,2.36229861268587
2005,73,"GLOUCESTER",298.43,464,98,48.42,28.66,492.872,0,19.76,0.0400915450664676
2005,47,"CULPEPER",250.96,511,1266,688.89,90.87,1019.6632,222.2452,375.7748,0.368528353283712
2005,105,"LEE",313.06,449,1374,656.94,97.54,723.09,0,559.4,0.773624306794451
2005,193,"WESTMORELAND",242.88,519,1673,924.61,67.42,1324.5267,995.233,-138.043,-0.1042206246201
2005,143,"PITTSYLVANIA",296.4,466,5606,2781.84,104.7,1570.2843,18.065,2659.075,1.69337170345523
2005,117,"MECKLENBURG",204.66,557,4163,2469.19,139.98,607.0062,4.5432,2324.6668,3.82972496821285
2005,121,"MONTGOMERY",276.9,485,384,198.32,21.17,12506.3255,35.35,141.8,0.0113382623857023
2005,89,"HENRY",397.72,364,525,203.5,15.5,1578.60589,0,188,0.119092422745236
2005,93,"ISLE OF WIGHT",264.26,498,934,495.3,23.33,14611.228437,105.07,366.9,0.0251108249783365
2005,169,"SCOTT",371.81,390,637,264.54,74.75,406.4095,0,189.79,0.466992036357418
2005,167,"RUSSELL",343.64,418,251,111.72,52.52,1799.0559,0,59.2,0.0329061481636007
2005,59,"FAIRFAX",213.16,549,101,59.05,59.05,35198.8982,32.7057,-32.7057,-0.00092916828856876
2005,31,"CAMPBELL",258.01,504,1328,712.73,69.77,2722.6743,32.07,610.89,0.224371310222453
2005,157,"RAPPAHANNOCK",257.6,504,335,179.79,50.99,16.453,0,128.8,7.82835956968334
2005,23,"BOTETOURT",327.68,434,253,116.92,35.59,1809.00333,0,81.33,0.0449584578708321
2005,197,"WYTHE",312.36,450,1061,508.42,26.36,2564.056,0,482.06,0.188006814203746
2005,43,"CLARKE",251.84,510,514,279.14,51.05,251.786,29.2,198.89,0.789916834136926
2005,83,"HALIFAX",245.36,517,2617,1440.75,122.77,722.645,8.94,1309.04,1.81145652429616
2005,800,"SUFFOLK CITY",290.35,472,1167,586.55,54.79,35479.789039,152.55,379.21,0.0106880567858835
2005,113,"MADISON",276,486,333,172.34,37.26,50.277,0,135.08,2.68671559560037
2005,163,"ROCKBRIDGE",292.92,469,700,349.59,29.47,1084.882,0,320.12,0.29507356560437
2005,810,"VIRGINIA BEACH CITY",370.72,391,431,179.45,27.06,8978.146325,0,152.39,0.0169734368859264
2005,15,"AUGUSTA",260.61,501,3813,2034.22,106.17,3908.3343,267.6073,1660.4427,0.424846641189317
2005,45,"CRAIG",327.79,434,130,60.08,13.86,1198.794,0,46.22,0.0385554148585996
2005,181,"SURRY",295.9,466,1472,730.44,32.25,93.764,4.17,694.02,7.4017746683162
2005,159,"RICHMOND",290.42,472,243,122.14,10.55,114.6,0,111.59,0.973734729493892
2005,153,"PRINCE WILLIAM",222.22,540,1173,674.51,51.18,21440.0461,0,623.33,0.0290731650992112
2005,199,"YORK",285.41,477,41,20.83,20.83,32390.238,0,0,0
2005,7,"AMELIA",239.64,522,886,492.49,60.59,4.8587,4.8587,427.0413,87.8920904768765
2005,119,"MIDDLESEX",314.86,447,651,309.87,12.38,74.254,6.528,290.962,3.91846903870499
2005,109,"LOUISA",230.81,531,365,206.39,50.89,165.54,0,155.5,0.939350006040836
2005,111,"LUNENBURG",214.66,547,1484,864.4,35.53,212.073,3.43,825.44,3.89224465160581
2005,115,"MATHEWS",349.76,412,117,51.33,8.34,0,0,42.99,Inf
2005,191,"WASHINGTON",329.21,433,836,385.47,71.47,3243.2954,0,314,0.0968151097183439
2005,29,"BUCKINGHAM",282.75,479,469,239.22,13.26,409.9652,0,225.96,0.551168733346147
2005,33,"CAROLINE",259.58,502,3411,1823.39,42.23,1863.2687,466.696,1314.464,0.705461321815796
2005,53,"DINWIDDIE",221.23,541,1885,1085.93,66.25,97.664,17.857,1001.823,10.2578534567497
2005,141,"PATRICK",409.75,352,432,161.93,50.23,261.056858,0,111.7,0.427876137235973
2005,177,"SPOTSYLVANIA",236.49,526,346,193.8,44.25,3997.795,45.84,103.71,0.0259418004174801
2005,35,"CARROLL",353.31,409,1086,472.98,26.13,177.435,0,446.85,2.51838701496323
2005,57,"ESSEX",247.17,515,246,134.91,21.39,316.611,177.305,-63.785,-0.201461730641071
2005,41,"CHESTERFIELD",219.61,542,571,329.56,26.55,35209.4819,29.9,273.11,0.0077567173744752
2005,125,"NELSON",302.77,459,1016,496.59,70.87,877.142,224.23,201.49,0.229711950858584
2005,147,"PRINCE EDWARD",214.15,548,526,306.94,35.01,401.85,0,271.93,0.676695284310066
2005,97,"KING AND QUEEN",269.99,492,1221,639.7,33.53,186.883,182.923,423.247,2.26476993627029
2005,179,"STAFFORD",235.5,526,221,123.79,14,4128.809,0,109.79,0.0265912034196787
2005,107,"LOUDOUN",272.51,489,3666,1908.95,126.01,2322.3371,33.6267,1749.3133,0.753255545889526
2005,71,"GILES",315.84,446,193,91.66,15.2,25597.63683,0,76.46,0.00298699448342787
2005,1,"ACCOMACK",359.29,403,9716,4169.52,24.89,2827.836075,1250.301408,2894.32859,1.02351356770212
2005,127,"NEW KENT",249.65,512,495,269.88,9.81,12385.4896,34.64,225.43,0.0182011375634274
2005,185,"TAZEWELL",301.04,461,330,162,14.24,1707.893,0,147.76,0.0865159585524386
2005,21,"BLAND",322.57,439,801,374.45,9.82,63.2248,0,364.63,5.76719894724855
2005,91,"HIGHLAND",304.23,458,20,9.75,4.39,2381.148,0,5.36,0.00225101505660295
2005,61,"FAUQUIER",252.25,510,920,499.63,117.85,1120.304,0,381.78,0.340782501892343
2005,69,"FREDERICK",204.79,557,520,308.43,94.31,1617.911,11,203.12,0.125544606594553
2005,17,"BATH",310.66,451,109,52.35,9.12,4057.23,0,43.23,0.0106550528316117
2005,3,"ALBEMARLE",263.9,498,1456,772.12,89.09,4157.448,0,683.03,0.164290689865514
2005,51,"DICKENSON",332.97,429,12,5.48,5.48,1764.7057,0,0,0
2005,49,"CUMBERLAND",268.01,494,222,116.78,14.2,0,0,102.58,Inf
2005,85,"HANOVER",210.04,552,3569,2097.87,163.41,1024.573175,230.07,1704.39,1.66351222302887
2005,81,"GREENSVILLE",193.27,569,734,444.74,5.45,998.742,45.906,393.384,0.393879500411518
2005,5,"ALLEGHANY",311.65,450,191,91.52,5.27,15618.3896,0,86.25,0.00552233631052461
2005,165,"ROCKINGHAM",251.42,511,5645,3071.7,190.45,8798.436,282.463,2598.787,0.295369199707766
2005,171,"SHENANDOAH",243.66,518,1110,612.27,68.95,1818.9567,26.2298,517.0902,0.284278454786747
2005,145,"POWHATAN",220.08,542,230,132.75,18.47,2.2,2.2,112.08,50.9454545454545
2005,175,"SOUTHAMPTON",228.66,533,3507,1990.47,51.08,3949.061489,219.199,1720.191,0.435594888758138
2005,139,"PAGE",254.71,507,1005,542.58,25.37,702.801,24.6,492.61,0.700923874610309
2005,133,"NORTHUMBERLAND",355.16,407,62,26.87,4.33,968.935,0,22.54,0.0232626543576194
2005,75,"GOOCHLAND",223.2,539,112,64.28,18.37,938.6456,0,45.91,0.0489108988525595
2005,65,"FLUVANNA",248.66,513,264,144.22,33.32,83.689,0,110.9,1.32514428419506
2005,95,"JAMES CITY",311.96,450,102,48.88,12.94,2607.527206,0,35.94,0.0137831735436167
2005,63,"FLOYD",305.03,457,779,379.09,95.38,67.169,13.61,270.1,4.02120025607051
2005,149,"PRINCE GEORGE",220.78,541,8,4.61,4.61,185.052505,0,0,0
2005,77,"GRAYSON",342.38,420,619,276.84,34.44,79.08835,0,242.4,3.06492675596343
2005,131,"NORTHAMPTON",346.28,416,9338,4136.57,21.26,870.96368,628.16443,3487.14557,4.00377840095468
2005,137,"ORANGE",219.54,542,1556,898.05,30.59,762.0093,118.58,748.88,0.982770157792037
2005,79,"GREENE",296,466,154,76.42,23.32,248.943,0,53.1,0.213301840180282
2005,195,"WISE",344.29,418,115,51.19,6.68,2459.7697,0,44.51,0.0180951899683942
2005,183,"SUSSEX",246.29,516,1645,903.88,13.74,483.2056,28.986,861.154,1.78216891526092
2005,87,"HENRICO",244.24,518,49,27.03,27.03,10428.254,0,0,0
2005,101,"KING WILLIAM",245.29,517,2690,1480.94,9.36,7179.57383,195.44,1276.14,0.177745926181248
2005,103,"LANCASTER",315.33,447,12,5.71,5.71,15.575,0,0,0
2005,187,"WARREN",205.08,557,151,89.56,41.52,3703.838,0,48.04,0.0129703296958452
2005,9,"AMHERST",326.89,435,176,81.53,16.68,6454.229,0,64.85,0.0100476757177348
2005,155,"PULASKI",288.04,474,320,161.52,14.13,1759.545,0,147.39,0.0837659735897632
2005,19,"BEDFORD",273.82,488,676,351.29,82.62,5161.29369,0,268.67,0.0520547785375104
2005,173,"SMYTH",312.17,450,452,216.59,31.63,2275.438,0,184.96,0.0812854492190075
2006,67,"FRANKLIN",319.47,443,1126,531.17,114.16,496.768172,0,417.01,0.839445889460084
2006,37,"CHARLOTTE",355.59,406,1454,628.61,87.33,98.74281,0,541.28,5.48171558010148
2006,99,"KING GEORGE",283.69,478,672,342.05,17.31,868.389,0,324.74,0.373956832709765
2006,135,"NOTTOWAY",359.15,403,457,196.12,23.6,201.999679,0,172.52,0.854060763136163
2006,25,"BRUNSWICK",355.55,406,2115,914.39,54.47,911.0859,0,859.92,0.943840750910534
2006,161,"ROANOKE",231.61,530,96,54.18,46.28,7539.406933,0,7.9,0.00104782777613736
2006,36,"CHARLES CITY",280.46,482,1435,736.53,10.78,61.735637,0,725.75,11.7557708200209
2006,550,"CHESAPEAKE CITY",345.81,416,314,139.1,83.72,3382.729358,2.58346,52.79654,0.0156076748721084
2006,11,"APPOMATTOX",289.39,473,508,255.87,40.8,102.81287,0,215.07,2.09185873325003
2006,73,"GLOUCESTER",302.85,459,98,47.9,28.35,506.572,0,19.55,0.0385927370640304
2006,47,"CULPEPER",248.15,514,1266,692.93,91.41,971.7215,205.4705,396.0495,0.40757511282811
2006,105,"LEE",258.73,503,1374,735.95,109.27,723.196,0,626.68,0.866542403442497
2006,193,"WESTMORELAND",328.76,433,1673,771.4,56.25,734.3055,397.449,317.701,0.432655073399287
2006,143,"PITTSYLVANIA",287.34,475,5606,2835.57,106.73,1371.361639,10.906,2717.934,1.98192360257497
2006,117,"MECKLENBURG",339.26,423,4163,1875.17,106.3,611.3227,0.4052,1768.4648,2.89284988108572
2006,121,"MONTGOMERY",258.34,504,384,206.09,22,8707.01808,22.94,161.15,0.0185080585017
2006,89,"HENRY",322.04,440,525,245.98,18.74,1208.06602,0,227.24,0.188102302554624
2006,93,"ISLE OF WIGHT",334.61,427,934,424.69,20.01,15157.481984,70.595,334.085,0.0220409300405341
2006,169,"SCOTT",345.46,417,637,282.86,79.93,357.13391,0,202.93,0.568218235003223
2006,167,"RUSSELL",379.82,382,251,102.1,48,1135.0112,0,54.1,0.0476647278899098
2006,59,"FAIRFAX",228.74,533,101,57.32,57.32,31759.7442,31.8232,-31.8232,-0.00100199799468158
2006,31,"CAMPBELL",279.75,482,1328,681.61,66.72,2223.654,42.35,572.54,0.257477107499638
2006,157,"RAPPAHANNOCK",241.61,520,335,185.5,52.6,15.858,0,132.9,8.38062807415815
2006,23,"BOTETOURT",236.18,526,253,141.71,43.13,2088.8288,0,98.58,0.0471939107695183
2006,197,"WYTHE",258.83,503,1061,568.3,29.46,2595.4949,0,538.84,0.207605878940467
2006,43,"CLARKE",206.28,556,514,304.32,55.65,262.635,34.1,214.57,0.816989357854056
2006,83,"HALIFAX",292.68,469,2617,1306.98,111.37,759.651137,11.111,1184.499,1.55926706656137
2006,800,"SUFFOLK CITY",320.73,441,1167,548.03,51.19,37406.432412,159.178,337.662,0.00902684319854245
2006,113,"MADISON",275.17,487,333,172.69,37.34,51.048,0,135.35,2.65142610876038
2006,163,"ROCKBRIDGE",263.28,499,700,371.96,31.35,1053.795,0,340.61,0.323222258598684
2006,810,"VIRGINIA BEACH CITY",353.79,408,431,187.25,28.24,8931.85364,0,159.01,0.0178025756364722
2006,15,"AUGUSTA",279.48,483,3813,1961.14,102.35,3657.043,323.528,1535.262,0.419809665896737
2006,45,"CRAIG",250.75,511,130,70.74,16.32,999.3863,0,54.42,0.0544534180626651
2006,181,"SURRY",262.22,500,1472,783.74,34.61,108.59315,18.209,730.921,6.73082049834635
2006,159,"RICHMOND",308.18,454,243,117.48,10.15,114.1941,0,107.33,0.939890940074837
2006,153,"PRINCE WILLIAM",215.12,547,1173,683.25,51.84,26785.702564,0,631.41,0.0235726503156432
2006,199,"YORK",290.97,471,41,20.56,20.56,31176.6337,0,0,0
2006,7,"AMELIA",322.16,440,886,415.13,51.07,8.53,8.53,355.53,41.6799531066823
2006,119,"MIDDLESEX",301.64,460,651,318.88,12.74,110.377,19.2,286.94,2.5996357936889
2006,109,"LOUISA",297.02,465,365,180.73,44.56,221.459567,0,136.17,0.614875220089273
2006,111,"LUNENBURG",354.71,407,1484,643.16,26.44,183.627,0,616.72,3.35854749029282
2006,115,"MATHEWS",352.12,410,117,51.08,8.3,4.6253,0,42.78,9.24912978617603
2006,191,"WASHINGTON",364.21,398,836,354.31,65.69,4427.914,0,288.62,0.0651819344278141
2006,29,"BUCKINGHAM",303.45,459,469,229.23,12.71,266.01738,0,216.52,0.813931781449768
2006,33,"CAROLINE",260.38,502,3411,1823.39,42.23,2022.56685,501.318,1279.842,0.632781062341648
2006,53,"DINWIDDIE",320.31,442,1885,887.21,54.13,39.726,8.35,824.73,20.7604591451442
2006,141,"PATRICK",301.02,461,432,212.07,65.78,268.720697,0,146.29,0.544394241430536
2006,177,"SPOTSYLVANIA",238.79,523,346,192.7,44,4185.1944,24.22,124.48,0.0297429433624397
2006,35,"CARROLL",263.36,499,1086,577.06,31.88,174.11082,0,545.18,3.13122412495674
2006,57,"ESSEX",290.1,472,246,123.64,19.6,306.1494,156.27,-52.23,-0.170602980113631
2006,41,"CHESTERFIELD",314.9,447,571,271.79,21.9,34091.1185,36.7,213.19,0.00625353491995283
2006,125,"NELSON",270.61,491,1016,531.21,75.81,895.2814,283.306,172.094,0.192223361280598
2006,147,"PRINCE EDWARD",306.31,456,526,255.41,29.13,426.4830845,7.6,218.68,0.512751872108541
2006,97,"KING AND QUEEN",270.16,492,1221,639.7,33.53,217.1932,213.1932,392.9768,1.8093420972664
2006,179,"STAFFORD",200.2,562,221,132.26,14.96,4430.580164,0,117.3,0.0264750880602733
2006,107,"LOUDOUN",213.26,549,3666,2143.18,141.48,2376.895815,47.889,1953.811,0.822001110721801
2006,71,"GILES",293.33,469,193,96.39,15.98,25563.852,0,80.41,0.00314545710873307
2006,1,"ACCOMACK",314.29,448,9716,4635.1,27.67,4376.8185,2770.149171,1837.28083,0.419775421347721
2006,127,"NEW KENT",295.04,467,495,246.16,8.95,10258.3849,31.317,205.893,0.0200707033326465
2006,185,"TAZEWELL",378.87,383,330,134.59,11.83,1776.9378,0,122.76,0.0690851418659674
2006,21,"BLAND",292.26,470,801,400.89,10.51,58.613,0,390.38,6.66029720369201
2006,91,"HIGHLAND",248.73,513,20,10.93,4.92,2141.012,0,6.01,0.00280708375291684
2006,61,"FAUQUIER",228.85,533,920,522.17,123.16,1175.0026,0,399.01,0.339582227307412
2006,69,"FREDERICK",225.29,537,520,297.35,90.92,1618.341,12,194.43,0.120141552367517
2006,17,"BATH",264.89,497,109,57.69,10.06,4823.785,0,47.63,0.00987398899411976
2006,3,"ALBEMARLE",272.23,490,1456,759.72,87.66,4201.8682,0,672.06,0.159943141481687
2006,51,"DICKENSON",333.98,428,12,5.47,5.47,1963.2746,0,0,0
2006,49,"CUMBERLAND",289.29,473,222,111.82,13.6,2.1348,0,98.22,46.008993816751
2006,85,"HANOVER",249.47,513,3569,1949.65,151.86,1146.637205,357.45,1440.34,1.25614273958606
2006,81,"GREENSVILLE",322.97,439,734,343.13,4.21,991.9313,33.005,305.915,0.308403414631638
2006,5,"ALLEGHANY",243.88,518,191,105.36,6.07,15004.971681,0,99.29,0.00661714011268183
2006,165,"ROCKINGHAM",306.21,456,5645,2741.08,169.95,9151.0729,79.71,2491.42,0.272254415107982
2006,171,"SHENANDOAH",256.2,506,1110,598.09,67.35,1790.9911,8.2,522.54,0.291760243811373
2006,145,"POWHATAN",296.5,466,230,114.13,15.88,45.9092,3.8,94.45,2.0573218439877
2006,175,"SOUTHAMPTON",357.72,404,3507,1508.73,38.72,3841.919299,186.6492,1283.3608,0.334041581855725
2006,139,"PAGE",281.61,480,1005,513.69,24.02,570.6045,5.97,483.7,0.847697485736618
2006,133,"NORTHUMBERLAND",340.49,422,62,27.86,4.49,579.2318,0,23.37,0.04034654174719
2006,75,"GOOCHLAND",275.02,487,112,58.08,16.59,949.9455,0,41.49,0.0436761898445753
2006,65,"FLUVANNA",300.74,461,264,129.6,29.95,101.551,0,99.65,0.981280341897175
2006,95,"JAMES CITY",293.12,469,102,50.94,13.48,2498.04395,0,37.46,0.0149957329613836
2006,63,"FLOYD",241.48,521,779,432.18,108.74,50.202,1.316,322.124,6.41655710927852
2006,149,"PRINCE GEORGE",260.66,501,8,4.27,4.27,323.8854,76.9,-76.9,-0.237429658762019
2006,77,"GRAYSON",305.64,456,619,300.57,37.39,78.86605,0,263.18,3.33705060669325
2006,131,"NORTHAMPTON",342.65,419,9338,4166.41,21.42,846.277912,596.980465,3548.00953,4.19248745558658
2006,137,"ORANGE",265.78,496,1556,821.84,27.99,697.732574,25,768.85,1.10192648107612
2006,79,"GREENE",263.51,498,154,81.67,24.92,237.7412,0,56.75,0.238704944704578
2006,195,"WISE",343.63,418,115,51.19,6.68,2000.32736,0,44.51,0.0222513578977393
2006,183,"SUSSEX",281.2,481,1645,842.57,12.8,489.5119,27.2,802.57,1.63953113295101
2006,87,"HENRICO",306.62,455,49,23.74,23.74,10440.1337,0,0,0
2006,101,"KING WILLIAM",262.64,499,2690,1429.38,9.03,7090.452195,347.12,1073.23,0.151362701628087
2006,103,"LANCASTER",313.37,449,12,5.74,5.74,202.4142,0,0,0
2006,187,"WARREN",220.67,541,151,86.99,40.33,4149.016,0,46.66,0.0112460400249119
2006,9,"AMHERST",273.57,488,176,91.46,18.71,6473.8181,0,72.75,0.0112375724612961
2006,155,"PULASKI",259.43,503,320,171.4,15,1663.359,0,156.4,0.0940266052006813
2006,19,"BEDFORD",269.09,493,676,354.88,83.47,4616.026469,11.513,259.897,0.056303186679149
2006,173,"SMYTH",352.16,410,452,197.34,28.82,2679.144173,0,168.52,0.0629006836206571
2007,67,"FRANKLIN",249.5,512,1126,613.91,131.94,492.8103,0,481.97,0.978003097743696
2007,37,"CHARLOTTE",231.06,531,1454,822.15,114.22,119.47302,23.2,684.73,5.73125212704927
2007,99,"KING GEORGE",187.45,575,672,411.46,20.82,1242.0798,175.802,214.838,0.172966342420189
2007,135,"NOTTOWAY",243.11,519,457,252.57,30.4,464.577845,0,222.17,0.478219102333647
2007,25,"BRUNSWICK",200.65,561,2115,1263.48,75.27,931.0598,0,1188.21,1.27619085261763
2007,161,"ROANOKE",235.72,526,96,53.77,45.93,4487.925,0,7.84,0.00174690976342073
2007,36,"CHARLES CITY",310.18,452,1435,690.69,10.11,45.210129,11.9,668.68,14.790490865443
2007,550,"CHESAPEAKE CITY",297.57,464,314,155.15,93.38,4509.785158,1.440575,60.32943,0.0133774510062814
2007,11,"APPOMATTOX",246.72,515,508,278.59,44.42,97.49015,0,234.17,2.40198625194443
2007,73,"GLOUCESTER",265.47,497,98,51.87,30.7,507.53728,0,21.17,0.0417112216860208
2007,47,"CULPEPER",212.79,549,1266,740.12,97.63,1255.77563,410.727,231.763,0.184557650637001
2007,105,"LEE",230.55,531,1374,776.92,115.35,766.738,0,661.57,0.862837109938467
2007,193,"WESTMORELAND",175.57,586,1673,1043.97,76.13,1235.92386,863.926,103.914,0.0840779949017248
2007,143,"PITTSYLVANIA",217.54,544,5606,3247.47,122.23,1073.054393,65.3438,3059.8962,2.85157604307949
2007,117,"MECKLENBURG",191.51,570,4163,2526.82,143.25,713.222,7.17,2376.4,3.33192189809064
2007,121,"MONTGOMERY",203.37,559,384,228.58,24.41,8688.827583,46.54,157.63,0.0181416881039749
2007,89,"HENRY",240.14,522,525,291.83,22.23,1111.62384,0,269.6,0.242528083960488
2007,93,"ISLE OF WIGHT",255.19,507,934,504.25,23.75,15366.273684,123,357.5,0.0232652370608395
2007,169,"SCOTT",270.35,492,637,333.73,94.3,397.3463,0,239.43,0.602572617386899
2007,167,"RUSSELL",310.95,451,251,120.54,56.67,644.75017,0,63.87,0.0990616256836349
2007,59,"FAIRFAX",202.2,560,101,60.23,60.23,34091.9674,17.4,-17.4,-0.000510384155770371
2007,31,"CAMPBELL",242.45,520,1328,735.35,71.98,2235.9818,59.51,603.86,0.27006481000874
2007,157,"RAPPAHANNOCK",246.93,515,335,183.72,52.1,14.271,0,131.62,9.22289958657417
2007,23,"BOTETOURT",238.53,523,253,140.9,42.88,659.376353,0,98.02,0.14865561913774
2007,197,"WYTHE",209.39,553,1061,624.79,32.39,3002.4423,0,592.4,0.197306039819649
2007,43,"CLARKE",191.58,570,514,311.98,57.06,258.64086,44,210.92,0.815493731346238
2007,83,"HALIFAX",215.03,547,2617,1524.35,129.89,698.41449,9.12,1385.34,1.98354991174367
2007,800,"SUFFOLK CITY",314.63,447,1167,555.48,51.88,38298.190706,180.6075,322.9925,0.0084336229478694
2007,113,"MADISON",289.26,473,333,167.73,36.26,105.548,0,131.47,1.24559442149543
2007,163,"ROCKBRIDGE",263.87,498,700,371.21,31.29,1052.877009,0,339.92,0.322848725059396
2007,810,"VIRGINIA BEACH CITY",250.71,511,431,234.53,35.37,13960.175028,0,199.16,0.0142662967764046
2007,15,"AUGUSTA",263.68,498,3813,2022.04,105.53,4114.81766,592.1592,1324.3508,0.321849206800575
2007,45,"CRAIG",239.52,522,130,72.26,16.68,32.0455,0,55.58,1.73440888736328
2007,181,"SURRY",277.11,485,1472,760.23,33.57,103.262,39.699,686.961,6.65260211888207
2007,159,"RICHMOND",219.4,543,243,140.51,12.14,113.77872,0,128.37,1.12824260986589
2007,153,"PRINCE WILLIAM",206.26,556,1173,694.49,52.69,28178.8243,2.632,639.168,0.022682564509975
2007,199,"YORK",278.94,483,41,21.09,21.09,32214.1923,0,0,0
2007,7,"AMELIA",245.76,516,886,486.83,59.89,15.681,15.681,411.259,26.226579937504
2007,119,"MIDDLESEX",266.65,495,651,343.15,13.7,160.215729,90.576,238.874,1.49095223977666
2007,109,"LOUISA",278.76,483,365,187.73,46.29,196.042254,0,141.44,0.721477115846669
2007,111,"LUNENBURG",206.45,556,1484,878.62,36.12,216.203,8.66,833.84,3.85674574358358
2007,115,"MATHEWS",252.32,510,117,63.54,10.32,5.9702,0,53.22,8.91427422866906
2007,191,"WASHINGTON",290.22,472,836,420.19,77.91,3408.1964,0,342.28,0.100428484696481
2007,29,"BUCKINGHAM",272.59,489,469,244.22,13.54,161.28066,0,230.68,1.43030168651344
2007,33,"CAROLINE",221.7,540,3411,1961.41,45.43,2399.616658,541.364,1374.616,0.572848165317245
2007,53,"DINWIDDIE",266.9,495,1885,993.6,60.62,156.3327,97.3087,835.6713,5.34546707118856
2007,141,"PATRICK",276.37,486,432,223.57,69.35,285.815066,1,153.22,0.536080907645365
2007,177,"SPOTSYLVANIA",240.3,522,346,192.33,43.91,4155.78188,25.43,122.99,0.0295949122334592
2007,35,"CARROLL",257.15,505,1086,584,32.27,163.0234,0,551.73,3.38436077274796
2007,57,"ESSEX",212.84,549,246,143.81,22.8,386.04285,237.039,-116.029,-0.300559898985307
2007,41,"CHESTERFIELD",254.63,507,571,308.27,24.83,33392.7401,37.9,245.54,0.00735309529151218
2007,125,"NELSON",271.92,490,1016,530.13,75.66,1060.2098,468.463,-13.993,-0.0131983311227646
2007,147,"PRINCE EDWARD",221.93,540,526,302.46,34.5,30.883163,0,267.96,8.676572409374
2007,97,"KING AND QUEEN",250.93,511,1221,664.4,34.83,298.32,293.42,336.15,1.12681013676589
2007,179,"STAFFORD",234.59,527,221,124.02,14.03,4652.618,0,109.99,0.0236404536112786
2007,107,"LOUDOUN",177.57,584,3666,2279.81,150.49,2538.796988,32.6308,2096.6892,0.825859338068507
2007,71,"GILES",246.32,516,193,106.05,17.58,22192.279055,0,88.47,0.00398652160874245
2007,1,"ACCOMACK",254.2,508,9716,5255.87,31.38,3324.218319,1779.744198,3444.7458,1.03625739028965
2007,127,"NEW KENT",290.31,472,495,248.79,9.05,10425.07855,138.01,101.73,0.00975819985548214
2007,185,"TAZEWELL",249.47,513,330,180.27,15.84,1247.3252,0,164.43,0.131826086733436
2007,21,"BLAND",227.8,534,801,455.48,11.94,57.531,0,443.54,7.70958265978342
2007,91,"HIGHLAND",268.83,493,20,10.5,4.72,1990.2531,0,5.78,0.00290415324563494
2007,61,"FAUQUIER",206.09,556,920,544.7,128.48,1254.3955,0,416.22,0.331809226037562
2007,69,"FREDERICK",202.47,560,520,310.09,94.82,2243.941828,13.534,201.736,0.0899025088274258
2007,17,"BATH",206.39,556,109,64.53,11.25,4446.422228,0,53.28,0.0119826676972972
2007,3,"ALBEMARLE",310.72,451,1456,699.25,80.68,3966.777343,0,618.57,0.155937665896868
2007,51,"DICKENSON",284.24,478,12,6.11,6.11,1965.1161,0,0,0
2007,49,"CUMBERLAND",237.17,525,222,124.11,15.09,2.1741,0,109.02,50.1448875396716
