"Year","name","PPT","Irrigation","County_Code","parm_UnderTh","Unreported_Irrigation_based"
2007,"LOUISA",278.76,229,109,71,17.31
2007,"LUNENBURG",206.45,302,111,34,10.93
2007,"MATHEWS",252.32,256,115,13.5,3.68
2007,"WASHINGTON",290.22,218,191,106,24.61
2007,"BUCKINGHAM",272.59,235,29,17.5,4.38
2007,"CAROLINE",221.7,286,33,25,7.61
2007,"DINWIDDIE",266.9,241,53,40,10.27
2007,"PATRICK",276.37,232,141,57.5,14.21
2007,"SPOTSYLVANIA",240.3,268,177,34.5,9.85
2007,"CARROLL",257.15,251,35,25,6.68
2007,"ESSEX",212.84,295,57,21,6.6
2007,"CHESTERFIELD",254.63,253,41,31.5,8.49
2007,"NELSON",271.92,236,125,81.5,20.48
2007,"PRINCE EDWARD",221.93,286,147,30,9.14
2007,"KING AND QUEEN",250.93,257,97,27.5,7.53
2007,"STAFFORD",234.59,273,179,16.5,4.8
2007,"LOUDOUN",177.57,330,107,210,73.79
2007,"GILES",246.32,262,71,27.5,7.67
2007,"ACCOMACK",254.2,254,1,51.5,13.93
2007,"NEW KENT",290.31,218,127,15,3.48
2007,"TAZEWELL",249.47,259,185,29,8
2007,"BLAND",227.8,280,21,10,2.98
2007,"HIGHLAND",268.83,239,91,9,2.29
2007,"FAUQUIER",206.09,302,61,204.5,65.76
2007,"FREDERICK",202.47,306,69,90,29.33
2007,"BATH",206.39,302,17,7,2.25
2007,"ALBEMARLE",310.72,197,3,116.5,24.44
2007,"DICKENSON",284.24,224,51,12,2.86
2007,"CUMBERLAND",237.17,271,49,23,6.64
2007,"HANOVER",272.89,235,85,213,53.3
2007,"GREENSVILLE",215.81,292,81,5,1.55
2007,"ALLEGHANY",212.82,295,5,9.5,2.98
2007,"ROCKINGHAM",332.69,175,165,261.5,48.73
2007,"SHENANDOAH",278.97,229,171,105,25.6
2007,"POWHATAN",242.05,266,145,18,5.1
2007,"SOUTHAMPTON",249.88,258,175,21,5.77
2007,"PAGE",291.6,216,139,19.5,4.49
2007,"NORTHUMBERLAND",226.46,282,133,2,0.6
2007,"GOOCHLAND",287.78,220,75,21.5,5.04
2007,"FLUVANNA",285.7,222,65,27,6.38
2007,"JAMES CITY",298.49,210,95,15.5,3.47
2007,"FLOYD",205.91,302,63,127.5,41
2007,"PRINCE GEORGE",285.09,223,149,7,1.66
2007,"GRAYSON",260.92,247,77,41,10.78
2007,"NORTHAMPTON",238.36,270,131,45.5,13.08
2007,"ORANGE",258.99,249,137,45,11.93
2007,"GREENE",291.39,217,79,37,8.55
2007,"WISE",284.42,224,195,11,2.62
2007,"SUSSEX",252.6,255,183,15.5,4.21
2007,"HENRICO",293.27,215,87,26.5,6.07
2007,"KING WILLIAM",247.95,260,101,15.5,4.29
2007,"LANCASTER",220.77,287,103,12,3.67
2007,"WARREN",212.2,296,187,35,11.03
2007,"AMHERST",216.57,291,9,27,8.37
2007,"PULASKI",229.17,279,155,18.5,5.5
2007,"BEDFORD",227.42,281,19,52.5,15.71
2007,"SMYTH",233.52,274,173,33,9.63
2008,"FRANKLIN",251.67,256,67,123.5,33.67
2008,"CHARLOTTE",244.09,264,37,115,32.33
2008,"KING GEORGE",277.98,230,99,21,5.14
2008,"NOTTOWAY",191.81,316,135,38,12.79
2008,"BRUNSWICK",209.66,298,25,33,10.47
2008,"ROANOKE",248.6,259,161,62,17.1
2008,"CHARLES CITY",197.19,311,36,13.5,4.47
2008,"CHESAPEAKE CITY",222.07,286,550,62.5,19.03
2008,"APPOMATTOX",206.53,301,11,33.5,10.74
2008,"GLOUCESTER",204.71,303,73,48.5,15.65
2008,"CULPEPER",286.43,222,47,89,21.04
2008,"LEE",239.48,269,105,52,14.9
2008,"WESTMORELAND",323.74,184,193,58,11.36
2008,"PITTSYLVANIA",236.72,271,143,131,37.8
2008,"MECKLENBURG",234.53,273,117,83.5,24.27
2008,"MONTGOMERY",236.35,272,121,37.5,10.86
2008,"HENRY",225.03,283,89,26.5,7.99
2008,"ISLE OF WIGHT",191.37,317,93,25,8.44
2008,"SCOTT",257.76,250,169,53.5,14.24
2008,"RUSSELL",330.01,178,167,28,5.31
2008,"FAIRFAX",259.33,249,59,55,14.58
2008,"CAMPBELL",215.37,293,31,102.5,31.98
2008,"RAPPAHANNOCK",281.43,227,157,58.5,14.14
2008,"BOTETOURT",242.5,266,23,25,7.08
2008,"WYTHE",258.51,249,197,37,9.81
2008,"CLARKE",277.58,230,43,47,11.51
2008,"HALIFAX",229.87,278,83,102.5,30.34
2008,"SUFFOLK CITY",228.86,279,800,65,19.31
2008,"MADISON",265.94,242,113,53,13.66
2008,"ROCKBRIDGE",226.44,282,163,50.5,15.16
2008,"VIRGINIA BEACH CITY",229.05,279,810,47.5,14.11
2008,"AUGUSTA",210.97,297,15,189.5,59.93
2008,"CRAIG",262,246,45,14.5,3.8
2008,"SURRY",167.45,341,181,26,9.44
2008,"RICHMOND",323.76,184,159,16,3.13
2008,"PRINCE WILLIAM",257.81,250,153,51.5,13.71
2008,"YORK",189.4,319,199,14,4.76
2008,"AMELIA",180.99,327,7,41.5,14.45
2008,"MIDDLESEX",260.86,247,119,17,4.47
2008,"LOUISA",262.45,246,109,71,18.6
2008,"LUNENBURG",218.23,290,111,34,10.5
2008,"MATHEWS",232.35,276,115,13.5,3.97
2008,"WASHINGTON",316.25,192,191,106,21.67
2008,"BUCKINGHAM",194.48,314,29,17.5,5.85
2008,"CAROLINE",260.96,247,33,25,6.58
2008,"DINWIDDIE",169.03,339,53,40,14.44
2008,"PATRICK",262.06,246,141,57.5,15.06
2008,"SPOTSYLVANIA",300.21,208,177,34.5,7.64
2008,"CARROLL",263.75,244,35,25,6.5
2008,"ESSEX",316.26,192,57,21,4.29
2008,"CHESTERFIELD",191.62,316,41,31.5,10.6
2008,"NELSON",202.31,306,125,81.5,26.56
2008,"PRINCE EDWARD",200.69,307,147,30,9.81
2008,"KING AND QUEEN",268.94,239,97,27.5,7
2008,"STAFFORD",268.78,239,179,16.5,4.2
2008,"LOUDOUN",251.87,256,107,210,57.25
2008,"GILES",286.67,221,71,27.5,6.47
2008,"ACCOMACK",257.45,251,1,51.5,13.76
2008,"NEW KENT",213.03,295,127,15,4.71
2008,"TAZEWELL",311.99,196,185,29,6.05
2008,"BLAND",280.02,228,21,10,2.43
2008,"HIGHLAND",244.21,264,91,9,2.53
2008,"FAUQUIER",269.68,238,61,204.5,51.83
2008,"FREDERICK",301.9,206,69,90,19.74
2008,"BATH",224.08,284,17,7,2.12
2008,"ALBEMARLE",213.74,294,3,116.5,36.47
2008,"DICKENSON",338,170,51,12,2.17
2008,"CUMBERLAND",208.91,299,49,23,7.32
2008,"HANOVER",214.04,294,85,213,66.68
2008,"GREENSVILLE",192.13,316,81,5,1.68
2008,"ALLEGHANY",248.86,259,5,9.5,2.62
2008,"ROCKINGHAM",306.22,202,165,261.5,56.25
2008,"SHENANDOAH",302.56,205,171,105,22.92
2008,"POWHATAN",201.9,306,145,18,5.87
2008,"SOUTHAMPTON",216.19,292,175,21,6.53
2008,"PAGE",308.19,200,139,19.5,4.15
2008,"NORTHUMBERLAND",296.89,211,133,2,0.45
2008,"GOOCHLAND",219.82,288,75,21.5,6.59
2008,"FLUVANNA",249.16,259,65,27,7.45
2008,"JAMES CITY",151.34,357,95,15.5,5.89
2008,"FLOYD",201.28,307,63,127.5,41.68
2008,"PRINCE GEORGE",183.35,325,149,7,2.42
2008,"GRAYSON",264.58,243,77,41,10.61
2008,"NORTHAMPTON",262.67,245,131,45.5,11.87
2008,"ORANGE",254.48,254,137,45,12.17
2008,"GREENE",260.29,248,79,37,9.77
2008,"WISE",338.77,169,195,11,1.98
2008,"SUSSEX",194.2,314,183,15.5,5.18
2008,"HENRICO",211.41,297,87,26.5,8.38
2008,"KING WILLIAM",266.09,242,101,15.5,3.99
2008,"LANCASTER",259.26,249,103,12,3.18
2008,"WARREN",273.59,234,187,35,8.72
2008,"AMHERST",202.94,305,9,27,8.77
2008,"PULASKI",281.66,226,155,18.5,4.45
2008,"BEDFORD",207.05,301,19,52.5,16.83
2008,"SMYTH",346.82,161,173,33,5.66
2009,"FRANKLIN",275.36,233,67,123.5,30.64
2009,"CHARLOTTE",353.02,155,37,115,18.98
2009,"KING GEORGE",304.19,204,99,21,4.56
2009,"NOTTOWAY",296.72,211,135,38,8.54
2009,"BRUNSWICK",357.58,150,25,33,5.27
2009,"ROANOKE",383.11,125,161,62,8.25
2009,"CHARLES CITY",272.96,235,36,13.5,3.38
2009,"CHESAPEAKE CITY",395.22,113,550,62.5,7.52
2009,"APPOMATTOX",388.28,120,11,33.5,4.28
2009,"GLOUCESTER",409.79,98,73,48.5,5.06
2009,"CULPEPER",326.2,182,47,89,17.25
2009,"LEE",358.59,149,105,52,8.25
2009,"WESTMORELAND",353.46,155,193,58,9.57
2009,"PITTSYLVANIA",318.75,189,143,131,26.36
2009,"MECKLENBURG",297.95,210,117,83.5,18.67
2009,"MONTGOMERY",315.29,193,121,37.5,7.71
2009,"HENRY",290.43,218,89,26.5,6.15
2009,"ISLE OF WIGHT",302.91,205,93,25,5.46
2009,"SCOTT",359.34,149,169,53.5,8.49
2009,"RUSSELL",373.14,135,167,28,4.03
2009,"FAIRFAX",272.48,236,59,55,13.82
2009,"CAMPBELL",370.61,137,31,102.5,14.95
2009,"RAPPAHANNOCK",294.51,213,157,58.5,13.27
2009,"BOTETOURT",359.2,149,23,25,3.97
2009,"WYTHE",353.32,155,197,37,6.11
2009,"CLARKE",286.4,222,43,47,11.11
2009,"HALIFAX",317.43,191,83,102.5,20.85
2009,"SUFFOLK CITY",317.09,191,800,65,13.22
2009,"MADISON",336.7,171,113,53,9.65
2009,"ROCKBRIDGE",313.28,195,163,50.5,10.49
2009,"VIRGINIA BEACH CITY",359.14,149,810,47.5,7.54
2009,"AUGUSTA",249.1,259,15,189.5,52.26
2009,"CRAIG",370.48,138,45,14.5,2.13
2009,"SURRY",291.26,217,181,26,6.01
2009,"RICHMOND",385.54,122,159,16,2.08
2009,"PRINCE WILLIAM",241.68,266,153,51.5,14.59
2009,"YORK",372.97,135,199,14,2.01
2009,"AMELIA",287.05,221,7,41.5,9.77
2009,"MIDDLESEX",428.02,80,119,17,1.45
2009,"LOUISA",317.8,190,109,71,14.36
2009,"LUNENBURG",315.09,193,111,34,6.99
2009,"MATHEWS",433.99,74,115,13.5,1.06
2009,"WASHINGTON",435.23,73,191,106,8.24
2009,"BUCKINGHAM",351.38,157,29,17.5,2.93
2009,"CAROLINE",300.24,208,33,25,5.54
2009,"DINWIDDIE",262.22,246,53,40,10.48
2009,"PATRICK",325.59,182,141,57.5,11.14
2009,"SPOTSYLVANIA",334.73,173,177,34.5,6.36
2009,"CARROLL",350.82,157,35,25,4.18
2009,"ESSEX",342.51,165,57,21,3.69
2009,"CHESTERFIELD",253.34,255,41,31.5,8.55
2009,"NELSON",315.1,193,125,81.5,16.75
2009,"PRINCE EDWARD",342.61,165,147,30,5.27
2009,"KING AND QUEEN",347.98,160,97,27.5,4.69
2009,"STAFFORD",303.82,204,179,16.5,3.58
2009,"LOUDOUN",289.05,219,107,210,48.97
2009,"GILES",326.97,181,71,27.5,5.3
2009,"ACCOMACK",353.63,154,1,51.5,8.45
2009,"NEW KENT",320.2,188,127,15,3
2009,"TAZEWELL",385.26,123,185,29,3.8
2009,"BLAND",325.5,182,21,10,1.94
2009,"HIGHLAND",230.98,277,91,9,2.65
2009,"FAUQUIER",278.65,229,61,204.5,49.87
2009,"FREDERICK",278.57,229,69,90,21.95
2009,"BATH",272.97,235,17,7,1.75
2009,"ALBEMARLE",310.06,198,3,116.5,24.56
2009,"DICKENSON",382.97,125,51,12,1.6
2009,"CUMBERLAND",326.41,182,49,23,4.46
2009,"HANOVER",266.76,241,85,213,54.66
2009,"GREENSVILLE",295.19,213,81,5,1.13
2009,"ALLEGHANY",318.27,190,5,9.5,1.92
2009,"ROCKINGHAM",240,268,165,261.5,74.63
2009,"SHENANDOAH",288.14,220,171,105,24.6
2009,"POWHATAN",272.1,236,145,18,4.52
2009,"SOUTHAMPTON",310.59,197,175,21,4.41
2009,"PAGE",246.53,261,139,19.5,5.42
2009,"NORTHUMBERLAND",431.05,77,133,2,0.16
2009,"GOOCHLAND",275.14,233,75,21.5,5.33
2009,"FLUVANNA",314.36,194,65,27,5.58
2009,"JAMES CITY",295.76,212,95,15.5,3.5
2009,"FLOYD",349.65,158,63,127.5,21.45
2009,"PRINCE GEORGE",263.2,245,149,7,1.83
2009,"GRAYSON",310.9,197,77,41,8.6
2009,"NORTHAMPTON",320.06,188,131,45.5,9.11
2009,"ORANGE",333.14,175,137,45,8.39
2009,"GREENE",291.88,216,79,37,8.51
2009,"WISE",402.86,105,195,11,1.23
2009,"SUSSEX",296.74,211,183,15.5,3.48
2009,"HENRICO",271.73,236,87,26.5,6.66
2009,"KING WILLIAM",301.6,206,101,15.5,3.4
2009,"LANCASTER",431.32,77,103,12,0.98
2009,"WARREN",246.8,261,187,35,9.73
2009,"AMHERST",363.68,144,9,27,4.14
2009,"PULASKI",309.7,198,155,18.5,3.9
2009,"BEDFORD",323.51,184,19,52.5,10.29
2009,"SMYTH",417.49,91,173,33,3.2
2010,"FRANKLIN",147.3,361,67,123.5,47.48
2010,"CHARLOTTE",250.99,257,37,115,31.47
2010,"KING GEORGE",243.61,264,99,21,5.9
2010,"NOTTOWAY",196.82,311,135,38,12.58
2010,"BRUNSWICK",195.36,313,25,33,11
2010,"ROANOKE",298.44,210,161,62,13.86
2010,"CHARLES CITY",202,306,36,13.5,4.4
2010,"CHESAPEAKE CITY",318.33,190,550,62.5,12.65
2010,"APPOMATTOX",283.06,225,11,33.5,8.03
2010,"GLOUCESTER",270.89,237,73,48.5,12.24
2010,"CULPEPER",257.38,251,47,89,23.79
2010,"LEE",332.46,176,105,52,9.75
2010,"WESTMORELAND",246.44,262,193,58,16.18
2010,"PITTSYLVANIA",273.32,235,143,131,32.78
2010,"MECKLENBURG",228.23,280,117,83.5,24.9
2010,"MONTGOMERY",263.47,245,121,37.5,9.78
2010,"HENRY",281.88,226,89,26.5,6.38
2010,"ISLE OF WIGHT",171.52,336,93,25,8.94
2010,"SCOTT",292.99,215,169,53.5,12.25
2010,"RUSSELL",394.54,113,167,28,3.37
2010,"FAIRFAX",264.08,244,59,55,14.29
2010,"CAMPBELL",281.98,226,31,102.5,24.67
2010,"RAPPAHANNOCK",249.88,258,157,58.5,16.07
2010,"BOTETOURT",255.57,252,23,25,6.71
2010,"WYTHE",311.04,197,197,37,7.76
2010,"CLARKE",163.75,344,43,47,17.22
2010,"HALIFAX",243.43,265,83,102.5,28.92
2010,"SUFFOLK CITY",190.67,317,800,65,21.94
2010,"MADISON",275.35,233,113,53,13.15
2010,"ROCKBRIDGE",255.29,253,163,50.5,13.61
2010,"VIRGINIA BEACH CITY",320.88,187,810,47.5,9.46
2010,"AUGUSTA",237.91,270,15,189.5,54.48
2010,"CRAIG",280.82,227,45,14.5,3.5
2010,"SURRY",162.58,345,181,26,9.55
2010,"RICHMOND",250.45,258,159,16,4.4
2010,"PRINCE WILLIAM",251.84,256,153,51.5,14.04
2010,"YORK",190.77,317,199,14,4.73
2010,"AMELIA",228.73,279,7,41.5,12.33
2010,"MIDDLESEX",263.57,244,119,17,4.42
2010,"LOUISA",244.47,264,109,71,19.96
2010,"LUNENBURG",224.62,283,111,34,10.25
2010,"MATHEWS",260.16,248,115,13.5,3.57
2010,"WASHINGTON",359.6,148,191,106,16.71
2010,"BUCKINGHAM",223.76,284,29,17.5,5.29
2010,"CAROLINE",232.06,276,33,25,7.35
2010,"DINWIDDIE",207.01,301,53,40,12.82
2010,"PATRICK",364.26,144,141,57.5,8.82
2010,"SPOTSYLVANIA",221.95,286,177,34.5,10.51
2010,"CARROLL",316.08,192,35,25,5.11
2010,"ESSEX",222.59,285,57,21,6.37
2010,"CHESTERFIELD",243.47,265,41,31.5,8.89
2010,"NELSON",262.23,246,125,81.5,21.35
2010,"PRINCE EDWARD",256.76,251,147,30,8.02
2010,"KING AND QUEEN",229.68,278,97,27.5,8.14
2010,"STAFFORD",291.27,217,179,16.5,3.81
2010,"LOUDOUN",208.15,300,107,210,67.09
2010,"GILES",265.56,242,71,27.5,7.09
2010,"ACCOMACK",211.82,296,1,51.5,16.23
2010,"NEW KENT",224.12,284,127,15,4.54
2010,"TAZEWELL",406.49,102,185,29,3.15
2010,"BLAND",318.37,190,21,10,2.02
2010,"HIGHLAND",240.46,268,91,9,2.57
2010,"FAUQUIER",228.57,279,61,204.5,60.76
2010,"FREDERICK",156.25,352,69,90,33.73
2010,"BATH",208.78,299,17,7,2.23
2010,"ALBEMARLE",238.92,269,3,116.5,33.37
2010,"DICKENSON",372.01,136,51,12,1.74
2010,"CUMBERLAND",168.48,340,49,23,8.33
2010,"HANOVER",201.06,307,85,213,69.63
2010,"GREENSVILLE",177.07,331,81,5,1.76
2010,"ALLEGHANY",229.47,279,5,9.5,2.82
2010,"ROCKINGHAM",220.27,288,165,261.5,80.2
2010,"SHENANDOAH",170.26,338,171,105,37.79
2010,"POWHATAN",243.45,265,145,18,5.08
2010,"SOUTHAMPTON",185.73,322,175,21,7.2
2010,"PAGE",245.5,262,139,19.5,5.44
2010,"NORTHUMBERLAND",290.34,218,133,2,0.46
2010,"GOOCHLAND",266.12,242,75,21.5,5.54
2010,"FLUVANNA",198.67,309,65,27,8.88
2010,"JAMES CITY",223.85,284,95,15.5,4.69
2010,"FLOYD",264.53,243,63,127.5,32.99
2010,"PRINCE GEORGE",221.35,287,149,7,2.14
2010,"GRAYSON",304.54,203,77,41,8.86
2010,"NORTHAMPTON",207.39,301,131,45.5,14.58
2010,"ORANGE",211,297,137,45,14.23
2010,"GREENE",226.01,282,79,37,11.11
2010,"WISE",368.77,139,195,11,1.63
2010,"SUSSEX",192.57,315,183,15.5,5.2
2010,"HENRICO",201.22,307,87,26.5,8.66
2010,"KING WILLIAM",187.55,320,101,15.5,5.28
2010,"LANCASTER",286.17,222,103,12,2.84
2010,"WARREN",184.06,324,187,35,12.08
2010,"AMHERST",267.61,240,9,27,6.9
2010,"PULASKI",244.91,263,155,18.5,5.18
2010,"BEDFORD",270.6,237,19,52.5,13.25
2010,"SMYTH",357.54,150,173,33,5.27
2011,"FRANKLIN",292.65,215,67,123.5,28.27
2011,"CHARLOTTE",309.26,199,37,115,24.37
2011,"KING GEORGE",376.16,132,99,21,2.95
2011,"NOTTOWAY",314.49,194,135,38,7.85
2011,"BRUNSWICK",307.42,201,25,33,7.06
2011,"ROANOKE",242.4,266,161,62,17.56
2011,"CHARLES CITY",298.32,210,36,13.5,3.02
2011,"CHESAPEAKE CITY",297.77,210,550,62.5,13.98
2011,"APPOMATTOX",306.02,202,11,33.5,7.21
2011,"GLOUCESTER",345.75,162,73,48.5,8.37
2011,"CULPEPER",294.4,214,47,89,20.28
2011,"LEE",288.61,219,105,52,12.13
2011,"WESTMORELAND",387.91,120,193,58,7.41
2011,"PITTSYLVANIA",183.95,324,143,131,45.2
2011,"MECKLENBURG",268.24,240,117,83.5,21.34
2011,"MONTGOMERY",178.69,329,121,37.5,13.14
2011,"HENRY",151.3,357,89,26.5,10.07
2011,"ISLE OF WIGHT",318.37,190,93,25,5.06
2011,"SCOTT",297.96,210,169,53.5,11.96
2011,"RUSSELL",322.8,185,167,28,5.52
2011,"FAIRFAX",241.51,266,59,55,15.58
2011,"CAMPBELL",279.96,228,31,102.5,24.89
2011,"RAPPAHANNOCK",212.86,295,157,58.5,18.38
2011,"BOTETOURT",215.29,293,23,25,7.8
2011,"WYTHE",215.78,292,197,37,11.5
2011,"CLARKE",182.91,325,43,47,16.27
2011,"HALIFAX",214.88,293,83,102.5,31.98
2011,"SUFFOLK CITY",292.05,216,800,65,14.95
2011,"MADISON",270.28,238,113,53,13.43
2011,"ROCKBRIDGE",235.29,273,163,50.5,14.68
2011,"VIRGINIA BEACH CITY",289.37,219,810,47.5,11.08
2011,"AUGUSTA",231.8,276,15,189.5,55.69
2011,"CRAIG",155.11,353,45,14.5,5.45
2011,"SURRY",329.97,178,181,26,4.93
2011,"RICHMOND",384.81,123,159,16,2.1
2011,"PRINCE WILLIAM",230.35,278,153,51.5,15.25
2011,"YORK",390.93,117,199,14,1.74
2011,"AMELIA",317.95,190,7,41.5,8.4
2011,"MIDDLESEX",364.21,144,119,17,2.61
2011,"LOUISA",302.05,206,109,71,15.57
2011,"LUNENBURG",332.06,176,111,34,6.37
2011,"MATHEWS",354.44,154,115,13.5,2.21
2011,"WASHINGTON",260.22,248,191,106,27.99
2011,"BUCKINGHAM",359.99,148,29,17.5,2.76
2011,"CAROLINE",374.46,134,33,25,3.57
2011,"DINWIDDIE",375.38,133,53,40,5.67
2011,"PATRICK",199.65,308,141,57.5,18.86
2011,"SPOTSYLVANIA",300.74,207,177,34.5,7.6
2011,"CARROLL",223.14,285,35,25,7.59
2011,"ESSEX",428.03,80,57,21,1.79
2011,"CHESTERFIELD",297.79,210,41,31.5,7.04
2011,"NELSON",271.1,237,125,81.5,20.57
2011,"PRINCE EDWARD",290.22,218,147,30,6.96
2011,"KING AND QUEEN",405.11,103,97,27.5,3.02
2011,"STAFFORD",299.92,208,179,16.5,3.65
2011,"LOUDOUN",236.35,272,107,210,60.82
2011,"GILES",179.3,329,71,27.5,9.63
2011,"ACCOMACK",311.1,197,1,51.5,10.8
2011,"NEW KENT",311.74,196,127,15,3.13
2011,"TAZEWELL",246.94,261,185,29,8.06
2011,"BLAND",185.78,322,21,10,3.43
2011,"HIGHLAND",238.77,269,91,9,2.58
2011,"FAUQUIER",234.62,273,61,204.5,59.45
2011,"FREDERICK",193.56,314,69,90,30.09
2011,"BATH",209.09,299,17,7,2.23
2011,"ALBEMARLE",278.83,229,3,116.5,28.41
2011,"DICKENSON",364.13,144,51,12,1.84
2011,"CUMBERLAND",337.5,170,49,23,4.16
2011,"HANOVER",371.57,136,85,213,30.85
2011,"GREENSVILLE",335.93,172,81,5,0.92
2011,"ALLEGHANY",190.21,318,5,9.5,3.22
2011,"ROCKINGHAM",235.7,272,165,261.5,75.74
2011,"SHENANDOAH",215.66,292,171,105,32.65
2011,"POWHATAN",313.48,195,145,18,3.74
2011,"SOUTHAMPTON",335.61,172,175,21,3.85
2011,"PAGE",245.36,263,139,19.5,5.46
2011,"NORTHUMBERLAND",363.23,145,133,2,0.31
2011,"GOOCHLAND",290.34,218,75,21.5,4.99
2011,"FLUVANNA",339.63,168,65,27,4.83
2011,"JAMES CITY",347.91,160,95,15.5,2.64
2011,"FLOYD",136.02,372,63,127.5,50.51
2011,"PRINCE GEORGE",349.84,158,149,7,1.18
2011,"GRAYSON",255.45,253,77,41,11.05
2011,"NORTHAMPTON",303.37,205,131,45.5,9.93
2011,"ORANGE",296.94,211,137,45,10.11
2011,"GREENE",263.76,244,79,37,9.61
2011,"WISE",388.31,120,195,11,1.41
2011,"SUSSEX",374.64,133,183,15.5,2.2
2011,"HENRICO",304.71,203,87,26.5,5.73
2011,"KING WILLIAM",429.71,78,101,15.5,1.29
2011,"LANCASTER",363.86,144,103,12,1.84
2011,"WARREN",203.05,305,187,35,11.37
2011,"AMHERST",282.29,226,9,27,6.5
2011,"PULASKI",172.07,336,155,18.5,6.62
2011,"BEDFORD",248.64,259,19,52.5,14.48
2011,"SMYTH",246.58,261,173,33,9.17
2012,"FRANKLIN",436.18,72,67,123.5,9.47
2012,"CHARLOTTE",272.3,236,37,115,28.9
2012,"KING GEORGE",218.14,290,99,21,6.49
2012,"NOTTOWAY",245.45,263,135,38,10.64
2012,"BRUNSWICK",366.46,142,25,33,4.99
2012,"ROANOKE",292.6,215,161,62,14.19
2012,"CHARLES CITY",300.37,208,36,13.5,2.99
2012,"CHESAPEAKE CITY",339.65,168,550,62.5,11.18
2012,"APPOMATTOX",269.17,239,11,33.5,8.53
2012,"GLOUCESTER",286.32,222,73,48.5,11.47
2012,"CULPEPER",279.19,229,47,89,21.7
2012,"LEE",327.51,180,105,52,9.97
2012,"WESTMORELAND",234.47,274,193,58,16.92
2012,"PITTSYLVANIA",256.64,251,143,131,35.01
2012,"MECKLENBURG",394.32,114,117,83.5,10.14
2012,"MONTGOMERY",217.7,290,121,37.5,11.58
2012,"HENRY",246.69,261,89,26.5,7.37
2012,"ISLE OF WIGHT",399.4,109,93,25,2.9
2012,"SCOTT",357.26,151,169,53.5,8.6
2012,"RUSSELL",334.45,174,167,28,5.19
2012,"FAIRFAX",182.77,325,59,55,19.03
2012,"CAMPBELL",256.6,251,31,102.5,27.4
2012,"RAPPAHANNOCK",286.53,221,157,58.5,13.77
2012,"BOTETOURT",274.14,234,23,25,6.23
2012,"WYTHE",253.77,254,197,37,10.01
2012,"CLARKE",243.06,265,43,47,13.26
2012,"HALIFAX",265.24,243,83,102.5,26.52
2012,"SUFFOLK CITY",418.81,89,800,65,6.16
2012,"MADISON",332.64,175,113,53,9.88
2012,"ROCKBRIDGE",325.1,183,163,50.5,9.84
2012,"VIRGINIA BEACH CITY",314.3,194,810,47.5,9.81
2012,"AUGUSTA",332.94,175,15,189.5,35.31
2012,"CRAIG",230.71,277,45,14.5,4.28
2012,"SURRY",351.19,157,181,26,4.35
2012,"RICHMOND",244.79,263,159,16,4.48
2012,"PRINCE WILLIAM",219.82,288,153,51.5,15.79
2012,"YORK",345.53,162,199,14,2.42
2012,"AMELIA",195.37,313,7,41.5,13.83
2012,"MIDDLESEX",285.59,222,119,17,4.02
2012,"LOUISA",304.24,204,109,71,15.42
2012,"LUNENBURG",319.14,189,111,34,6.84
2012,"MATHEWS",313.66,194,115,13.5,2.79
2012,"WASHINGTON",306.03,202,191,106,22.8
2012,"BUCKINGHAM",269.99,238,29,17.5,4.44
2012,"CAROLINE",225.94,282,33,25,7.51
2012,"DINWIDDIE",251.02,257,53,40,10.95
2012,"PATRICK",304.98,203,141,57.5,12.43
2012,"SPOTSYLVANIA",216.38,292,177,34.5,10.73
2012,"CARROLL",259.57,248,35,25,6.6
2012,"ESSEX",236.71,271,57,21,6.06
2012,"CHESTERFIELD",240.09,268,41,31.5,8.99
2012,"NELSON",284.05,224,125,81.5,19.44
2012,"PRINCE EDWARD",232.14,276,147,30,8.82
2012,"KING AND QUEEN",236.84,271,97,27.5,7.94
2012,"STAFFORD",218.84,289,179,16.5,5.08
2012,"LOUDOUN",223.71,284,107,210,63.51
2012,"GILES",222.16,286,71,27.5,8.38
2012,"ACCOMACK",315.02,193,1,51.5,10.58
2012,"NEW KENT",312.5,196,127,15,3.13
2012,"TAZEWELL",302.98,205,185,29,6.33
2012,"BLAND",247.75,260,21,10,2.77
2012,"HIGHLAND",296.95,211,91,9,2.02
2012,"FAUQUIER",258.57,249,61,204.5,54.22
2012,"FREDERICK",277.36,231,69,90,22.14
2012,"BATH",287.21,221,17,7,1.65
2012,"ALBEMARLE",292.78,215,3,116.5,26.67
2012,"DICKENSON",308.27,200,51,12,2.56
2012,"CUMBERLAND",255.47,253,49,23,6.2
2012,"HANOVER",252.59,255,85,213,57.84
2012,"GREENSVILLE",384.09,124,81,5,0.66
2012,"ALLEGHANY",271.22,237,5,9.5,2.4
2012,"ROCKINGHAM",331.01,177,165,261.5,49.29
2012,"SHENANDOAH",315.7,192,171,105,21.47
2012,"POWHATAN",262.98,245,145,18,4.7
2012,"SOUTHAMPTON",408.28,100,175,21,2.24
2012,"PAGE",286.71,221,139,19.5,4.59
2012,"NORTHUMBERLAND",283.85,224,133,2,0.48
2012,"GOOCHLAND",296.55,211,75,21.5,4.83
2012,"FLUVANNA",284.91,223,65,27,6.41
2012,"JAMES CITY",341.42,167,95,15.5,2.76
2012,"FLOYD",216.51,291,63,127.5,39.51
